Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,DEN,K,2.1,2.1,2.1,2.2,0.,0.3,0.7,0.7,0.4,0.1,9.7
2,"Boswell, Chris",PIT,@TBB,K,2.6,2.8,2.,2.2,0.,0.5,0.8,0.6,0.2,0.2,9.
3,"Gould, Robbie",SFO,@KCC,K,1.8,2.,2.,2.1,0.,0.4,0.6,0.8,0.2,0.1,8.6
4,"Butker, Harrison",KCC,SFO,K,2.2,2.2,2.1,2.5,0.,0.5,1.,0.5,0.2,0.4,8.3
5,"Lutz, Wil",NOR,@ATL,K,2.9,3.1,1.7,2.,0.,0.4,0.3,0.6,0.2,0.3,8.2
6,"Bryant, Matt",ATL,NOR,K,2.3,2.3,1.8,2.,0.,0.4,0.5,0.4,0.4,0.2,8.2
7,"Elliott, Jake",PHI,IND,K,2.3,2.6,1.8,2.1,0.,0.5,0.4,0.6,0.3,0.3,8.2
8,"Lambo, Josh",JAC,TEN,K,2.5,2.7,1.7,1.9,0.,0.2,0.7,0.6,0.2,0.2,8.2
9,"Prater, Matt",DET,NEP,K,2.1,2.2,1.9,2.2,0.1,0.4,0.5,0.5,0.4,0.3,8.1
10,"Gano, Graham",CAR,CIN,K,2.1,2.3,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.1
11,"Dawson, Phil",ARZ,CHI,K,1.8,2.,2.,2.4,0.1,0.4,0.7,0.6,0.3,0.4,7.8
12,"Hopkins, Dustin",WAS,GBP,K,2.5,2.6,1.9,2.3,0.,0.9,0.5,0.4,0.1,0.4,7.6
13,"Carlson, Daniel",MIN,BUF,K,2.2,2.5,1.8,2.1,0.,0.5,0.7,0.4,0.2,0.3,7.4
14,"Gostkowski, Stephen",NEP,@DET,K,2.4,2.6,1.7,1.9,0.,0.6,0.4,0.5,0.1,0.2,7.3
15,"Succop, Ryan",TEN,@JAC,K,2.,2.2,1.6,1.9,0.,0.4,0.4,0.7,0.1,0.3,7.1
16,"Hauschka, Steven",BUF,@MIN,K,1.7,1.8,1.8,2.,0.,0.5,0.7,0.4,0.2,0.3,7.1
17,"Myers, Jason",NYJ,@CLE,K,1.9,2.,1.8,2.3,0.,0.5,0.4,0.8,0.2,0.5,7.1
18,"Maher, Brett",DAL,@SEA,K,2.5,2.6,1.6,2.,0.1,0.4,0.5,0.4,0.2,0.4,6.9
19,"Zuerlein, Greg",LAR,LAC,K,1.9,2.1,1.5,1.6,0.,0.4,0.5,0.3,0.2,0.1,6.8
20,"Vinatieri, Adam",IND,@PHI,K,1.8,1.8,1.6,1.9,0.,0.4,0.4,0.4,0.3,0.3,6.6
21,"Crosby, Mason",GBP,@WAS,K,2.6,2.7,1.3,1.6,0.,0.4,0.5,0.3,0.1,0.2,6.3
22,"Sanders, Jason",MIA,OAK,K,2.3,2.5,1.3,1.4,0.,0.5,0.4,0.3,0.,0.1,6.2
23,"Nugent, Mike",OAK,@MIA,K,2.,2.3,1.3,1.6,0.,0.3,0.5,0.4,0.1,0.2,6.
24,"McManus, Brandon",DEN,@BAL,K,1.7,1.8,1.5,1.9,0.,0.4,0.7,0.3,0.2,0.4,5.9
25,"Catanzaro, Chandler",TBB,PIT,K,1.6,1.7,1.4,1.8,0.,0.4,0.4,0.6,0.1,0.4,5.6
26,"Rosas, Aldrick",NYG,@HOU,K,1.6,1.9,1.3,1.6,0.,0.6,0.2,0.3,0.2,0.3,5.3
27,"Bullock, Randy",CIN,@CAR,K,1.9,2.1,1.2,1.4,0.,0.4,0.4,0.3,0.,0.2,5.3
28,"Parkey, Cody",CHI,@ARZ,K,1.6,1.8,1.1,1.3,0.,0.3,0.3,0.4,0.1,0.2,4.9
29,"Gonzalez, Zane",CLE,NYJ,K,1.5,1.6,1.,1.3,0.,0.3,0.3,0.3,0.1,0.3,4.3
30,"Fairbairn, Ka'imi",HOU,NYG,K,1.4,1.5,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,3.9
31,"Janikowski, Sebastian",SEA,DAL,K,1.6,1.7,0.7,1.,0.,0.2,0.2,0.3,0.,0.3,3.
32,"Sturgis, Caleb",LAC,@LAR,K,1.3,1.5,0.9,1.4,0.,0.4,0.2,0.1,0.1,0.5,3.
