Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
31,"Peterman, Nathan",BUF,@MIN,QB,20.9,12.6,136.2,0.7,0.4,0.2,0.1,0.,0.,0.,0.3,2.7,5.6,28.5,0.2,0.1,2.8,13.4
32,"Bradford, Sam",ARZ,CHI,QB,16.5,10.,112.1,0.8,0.1,0.3,0.2,0.,0.,0.,0.7,2.,1.7,5.1,0.,0.2,3.1,8.3
33,"Rosen, Josh",ARZ,CHI,QB,11.9,6.8,90.1,0.4,0.1,0.3,0.1,0.,0.,0.,0.5,0.7,0.8,2.,0.,0.1,1.1,5.8
34,"McCown, Josh",NYJ,@CLE,QB,10.9,6.9,70.,0.4,0.1,0.1,0.1,0.1,0.,0.,0.3,1.2,0.9,3.1,0.1,0.2,1.,5.2
35,"Osweiler, Brock",MIA,OAK,QB,8.3,4.9,56.7,0.4,0.3,0.,0.,0.,0.,0.,0.4,0.5,0.5,2.7,0.1,0.,1.4,5.1
36,"Brissett, Jacoby",IND,@PHI,QB,9.2,5.4,64.2,0.2,0.,0.1,0.,0.,0.,0.1,0.2,1.2,1.5,5.9,0.1,0.1,0.7,4.9
37,"Kizer, DeShone",GBP,@WAS,QB,8.4,4.6,49.9,0.2,0.1,0.1,0.,0.,0.,0.,0.5,0.6,1.3,6.9,0.1,0.1,0.7,3.5
38,"Foles, Nick",PHI,IND,QB,9.1,5.5,56.8,0.2,0.1,0.1,0.,0.,0.,0.,0.1,0.4,1.3,1.3,0.,0.2,0.6,3.5
39,"Hundley, Brett",SEA,DAL,QB,7.2,4.4,43.6,0.3,0.,0.1,0.,0.,0.,0.,0.3,0.7,0.8,3.3,0.,0.1,0.6,3.5
40,"Beathard, C.J.",SFO,@KCC,QB,6.5,3.5,42.7,0.2,0.,0.,0.,0.,0.1,0.,0.3,0.8,0.7,4.1,0.1,0.1,0.7,3.1
41,"Siemian, Trevor",MIN,BUF,QB,6.6,3.8,42.,0.2,0.1,0.1,0.1,0.,0.,0.,0.4,0.9,0.8,2.9,0.,0.,0.5,2.9
42,"Gabbert, Blaine",TEN,@JAC,QB,5.6,2.9,31.5,0.1,0.,0.1,0.,0.,0.,0.,0.2,0.8,0.8,2.5,0.,0.1,0.3,2.
43,"Mayfield, Baker",CLE,NYJ,QB,5.7,3.2,33.6,0.,0.,0.,0.,0.,0.,0.,0.2,0.5,0.6,2.4,0.,0.1,0.8,1.7
44,"Hoyer, Brian",NEP,@DET,QB,2.8,1.7,16.7,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.9,-0.5,0.,0.,0.2,0.9
45,"Griffin III, Robert",BAL,DEN,QB,1.8,1.,8.8,0.1,0.1,0.,0.,0.,0.,0.,0.1,0.2,0.8,0.7,0.,0.,0.2,0.8
46,"McCarron, AJ",OAK,@MIA,QB,2.7,1.4,12.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,-0.1,0.,0.,0.,0.6
47,"Allen, Josh",BUF,@MIN,QB,1.7,0.7,7.4,0.,0.,0.,0.,0.,0.,0.,0.1,0.2,0.5,2.9,0.,0.,0.2,0.6
48,"Kelly, Chad",DEN,@BAL,QB,2.4,1.5,11.5,0.,0.,0.,0.,0.,0.,0.,0.3,0.9,0.3,1.9,0.,0.,0.4,0.5
49,"Griffin, Ryan",TBB,PIT,QB,1.6,0.8,7.8,0.,0.,0.,0.,0.,0.,0.,0.,0.3,0.4,0.7,0.,0.,0.,0.5
50,"Rush, Cooper",DAL,@SEA,QB,0.6,0.2,0.9,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,1.6,0.,0.,0.,0.2
51,"Weeden, Brandon",HOU,NYG,QB,0.2,0.2,1.8,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.2,0.,0.,0.,0.1
52,"Stanton, Drew",CLE,NYJ,QB,0.2,0.1,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
53,"Driskel, Jeff",CIN,@CAR,QB,0.1,0.1,0.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
54,"Fales, David",MIA,OAK,QB,0.1,0.,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
55,"Glennon, Mike",ARZ,CHI,QB,0.1,0.1,0.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
56,"McGloin, Matt",KCC,SFO,QB,0.1,0.1,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
57,"Hogan, Kevin",DEN,@BAL,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.
58,"Henne, Chad",KCC,SFO,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
59,"Heinicke, Taylor",CAR,CIN,QB,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.1,0.,0.,0.1,0.
60,"Bridgewater, Teddy",NOR,@ATL,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.1,0.,0.,0.,0.
61,"Sudfeld, Nate",PHI,IND,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
62,"Cassel, Matt",DET,NEP,QB,0.5,0.3,2.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.
63,"Lauletta, Kyle",NYG,@HOU,QB,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
64,"Kessler, Cody",JAC,TEN,QB,0.7,0.2,0.8,0.,0.,0.,0.,0.,0.,0.,0.,0.4,0.6,-0.6,0.,0.,0.,0.
65,"Schaub, Matt",ATL,NOR,QB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
66,"Smith, Geno",LAC,@LAR,QB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
67,"Daniel, Chase",CHI,@ARZ,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,-0.4,0.,0.,0.,0.
68,"Rudolph, Mason",PIT,@TBB,QB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8,-0.6,0.,0.,0.,-0.1
69,"Mannion, Sean",LAR,LAC,QB,1.,0.6,4.,0.,0.,0.,0.,0.,0.,0.,0.2,0.,1.2,-1.4,0.,0.,0.,-0.1
