Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Lee, Andy",ARZ,CHI,P,5.8,273.6,31.2,1.8,18.4
2,"Hekker, Johnny",LAR,LAC,P,4.9,235.4,10.,2.5,17.9
3,"Koch, Sam",BAL,DEN,P,5.1,231.8,20.3,2.5,17.4
4,"Edwards, Lachlan",NYJ,@CLE,P,5.6,252.6,27.9,1.8,17.4
5,"Huber, Kevin",CIN,@CAR,P,5.4,248.2,24.6,1.7,16.6
6,"Daniel, Trevor",HOU,NYG,P,4.9,236.2,31.9,1.9,16.5
7,"Kern, Brett",TEN,@JAC,P,4.9,224.9,18.9,1.9,16.1
8,"Pinion, Bradley",SFO,@KCC,P,5.2,228.9,14.9,1.8,16.1
9,"Haack, Matt",MIA,OAK,P,5.1,227.6,14.7,1.8,16.
10,"O'Donnell, Pat",CHI,@ARZ,P,5.,230.,25.,1.6,15.7
11,"Dickson, Michael",SEA,DAL,P,5.2,230.3,23.7,1.6,15.6
12,"Cooke, Logan",JAC,TEN,P,5.,224.,16.6,1.6,15.3
13,"Dixon, Riley",NYG,@HOU,P,5.2,231.1,19.7,1.4,14.9
14,"Townsend, Johnny",OAK,@MIA,P,4.4,208.3,16.,1.8,14.8
15,"Palardy, Michael",CAR,CIN,P,4.6,207.1,14.1,1.6,14.5
16,"Sanchez, Rigoberto",IND,@PHI,P,4.7,214.3,5.5,1.5,14.4
17,"Colquitt, Dustin",KCC,SFO,P,4.3,194.9,10.4,1.9,14.3
18,"Way, Tress",WAS,GBP,P,4.5,203.7,23.6,1.6,14.3
19,"Wile, Matt",MIN,BUF,P,4.6,191.7,13.2,1.8,14.1
20,"Kaser, Drew",LAC,@LAR,P,4.1,197.4,17.8,1.5,13.7
21,"Bojorquez, Corey",BUF,@MIN,P,4.5,196.7,13.9,1.4,13.5
22,"Anger, Bryan",TBB,PIT,P,4.1,182.9,8.,1.8,13.4
23,"King, Marquette",DEN,@BAL,P,4.2,193.9,12.7,1.5,13.4
24,"Jones, Chris",DAL,@SEA,P,3.9,175.4,7.2,1.8,13.1
25,"Martin, Sam",DET,NEP,P,4.2,188.1,13.1,1.4,13.1
26,"Colquitt, Britton",CLE,NYJ,P,4.1,189.,20.7,1.2,12.6
27,"Allen, Ryan",NEP,@DET,P,3.9,168.,6.1,1.5,12.1
28,"Johnston, Cam",PHI,IND,P,3.9,177.,11.,1.3,11.9
29,"Berry, Jordan",PIT,@TBB,P,3.8,163.3,11.,1.5,11.7
30,"Scott, J.K.",GBP,@WAS,P,3.9,169.4,10.7,1.1,11.4
31,"Bosher, Matt",ATL,NOR,P,3.4,153.2,12.2,1.4,11.1
32,"Morstead, Thomas",NOR,@ATL,P,3.,141.4,11.1,1.2,10.
