Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Rivera, Ron",CAR,CIN,HC,1.,0.,31.,14.,23.7
2,"Harbaugh, John",BAL,DEN,HC,1.,0.,31.,14.,23.7
3,"Pederson, Doug",PHI,IND,HC,1.,0.,29.,15.,23.
4,"Belichick, Bill",NEP,@DET,HC,1.,0.,31.,10.,22.5
5,"Zimmer, Mike",MIN,BUF,HC,1.,0.,28.,11.,21.3
6,"Marrone, Doug",JAC,TEN,HC,1.,0.,28.,11.,21.3
7,"Gruden, Jon",OAK,@MIA,HC,1.,0.,28.,10.,21.
8,"Gruden, Jay",WAS,GBP,HC,1.,0.,29.,7.,20.6
9,"Lynn, Anthony",LAC,@LAR,HC,1.,0.,27.,6.,19.3
10,"Quinn, Dan",ATL,NOR,HC,1.,0.,27.,5.,19.
11,"Bowles, Todd",NYJ,@CLE,HC,1.,0.,23.,11.,18.8
12,"Wilks, Steve",ARZ,CHI,HC,1.,0.,23.,9.,18.2
13,"Reid, Andy",KCC,SFO,HC,1.,0.,24.,5.,17.5
14,"Tomlin, Mike",PIT,@TBB,HC,1.,0.,25.,3.,17.4
15,"O'Brien, Bill",HOU,NYG,HC,1.,0.,24.,4.,17.2
16,"Garrett, Jason",DAL,@SEA,HC,1.,0.,23.,3.,16.4
17,"Shurmer, Pat",NYG,@HOU,HC,1.,0.,23.,1.,15.8
18,"Koetter, Dirk",TBB,PIT,HC,0.,1.,23.,-2.,10.9
19,"McVay, Sean",LAR,LAC,HC,0.,1.,21.,-7.,8.4
20,"Campbell, Dan",MIA,OAK,HC,0.,1.,21.,-7.,8.4
21,"Patricia, Matt",DET,NEP,HC,0.,1.,22.,-9.,8.3
22,"Carroll, Pete",SEA,DAL,HC,0.,1.,19.,-4.,8.3
23,"McCarthy, Mike",GBP,@WAS,HC,0.,1.,21.,-8.,8.1
24,"Shanahan, Kyle",SFO,@KCC,HC,0.,1.,19.,-5.,8.
25,"Payton, Sean",NOR,@ATL,HC,0.,1.,20.,-9.,7.3
26,"Jackson, Hue",CLE,NYJ,HC,0.,1.,16.,-7.,5.9
27,"Lewis, Marvin",CIN,@CAR,HC,0.,1.,19.,-12.,5.9
28,"McDermott, Sean",BUF,@MIN,HC,0.,1.,17.,-11.,5.2
29,"Nagy, Matt",CHI,@ARZ,HC,0.,1.,14.,-7.,4.9
30,"Vrabel, Mike",TEN,@JAC,HC,0.,1.,17.,-13.,4.6
31,"Joseph, Vance",DEN,@BAL,HC,0.,1.,17.,-14.,4.3
32,"Reich, Frank",IND,@PHI,HC,0.,1.,13.,-16.,1.7
