Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Harbaugh, John",BAL,CLE,HC,1.,0.,35.,19.,27.2
2,"Belichick, Bill",NEP,NYJ,HC,1.,0.,35.,11.,24.8
3,"Tomlin, Mike",PIT,CIN,HC,1.,0.,32.,14.,24.2
4,"Payton, Sean",NOR,CAR,HC,1.,0.,35.,8.,23.9
5,"Marrone, Doug",JAC,@HOU,HC,1.,0.,33.,10.,23.5
6,"McDermott, Sean",BUF,MIA,HC,1.,0.,28.,14.,22.2
7,"Reid, Andy",KCC,OAK,HC,1.,0.,29.,11.,21.8
8,"Zimmer, Mike",MIN,CHI,HC,1.,0.,29.,9.,21.2
9,"Lynn, Anthony",LAC,@DEN,HC,1.,0.,29.,8.,20.9
10,"Carroll, Pete",SEA,ARZ,HC,1.,0.,27.,7.,19.6
11,"Garrett, Jason",DAL,@NYG,HC,1.,0.,25.,8.,18.9
12,"McCarthy, Mike",GBP,DET,HC,1.,0.,28.,2.,18.6
13,"McVay, Sean",LAR,SFO,HC,1.,0.,27.,3.,18.4
14,"Patricia, Matt",DET,@GBP,HC,1.,0.,26.,2.,17.6
15,"Pederson, Doug",PHI,@WAS,HC,1.,0.,25.,1.,16.8
16,"Wilks, Steve",ARZ,@SEA,HC,1.,0.,23.,3.,16.4
17,"Vrabel, Mike",TEN,IND,HC,1.,0.,23.,2.,16.1
18,"Reich, Frank",IND,@TEN,HC,1.,0.,21.,2.,15.1
19,"Shurmer, Pat",NYG,DAL,HC,0.,1.,24.,-1.,11.7
20,"O'Brien, Bill",HOU,JAC,HC,0.,1.,26.,-7.,10.9
21,"Koetter, Dirk",TBB,ATL,HC,0.,1.,22.,-1.,10.7
22,"Lewis, Marvin",CIN,@PIT,HC,0.,1.,25.,-7.,10.4
23,"Campbell, Dan",MIA,@BUF,HC,0.,1.,23.,-5.,10.
24,"Quinn, Dan",ATL,@TBB,HC,0.,1.,23.,-5.,10.
25,"Joseph, Vance",DEN,LAC,HC,0.,1.,23.,-6.,9.7
26,"Shanahan, Kyle",SFO,@LAR,HC,0.,1.,20.,-7.,7.9
27,"Rivera, Ron",CAR,@NOR,HC,0.,1.,23.,-12.,7.9
28,"Gruden, Jay",WAS,PHI,HC,0.,1.,19.,-6.,7.7
29,"Gruden, Jon",OAK,@KCC,HC,0.,1.,18.,-11.,5.7
30,"Jackson, Hue",CLE,@BAL,HC,0.,1.,18.,-17.,3.9
31,"Nagy, Matt",CHI,@MIN,HC,0.,1.,15.,-14.,3.3
32,"Bowles, Todd",NYJ,@NEP,HC,0.,1.,15.,-20.,1.5
