Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kelce, Travis",KCC,OAK,TE,8.7,1.5,5.8,77.7,0.5,0.1,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,1.,10.7
2,"Gronkowski, Rob",NEP,NYJ,TE,7.8,1.4,4.5,69.5,0.6,0.3,0.1,0.,0.1,0.,0.1,0.,0.,0.,0.,0.,1.2,10.6
3,"Engram, Evan",NYG,DAL,TE,8.7,0.8,4.9,52.3,0.4,0.2,0.2,0.,0.,0.,0.,0.6,0.,0.,0.,0.,0.8,7.5
4,"Ertz, Zach",PHI,@WAS,TE,6.4,1.,4.5,48.7,0.4,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.6,7.
5,"Graham, Jimmy",GBP,DET,TE,6.4,1.3,3.6,37.7,0.5,0.4,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.1,6.8
6,"Olsen, Greg",CAR,@NOR,TE,7.3,1.2,4.,52.7,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8,6.6
7,"Howard, O.J.",TBB,ATL,TE,3.9,0.7,2.5,34.4,0.5,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,0.8,6.2
8,"Walker, Delanie",TEN,IND,TE,6.5,0.8,3.9,44.9,0.2,0.2,0.,0.1,0.,0.,0.,0.2,0.,0.,0.,0.1,0.6,6.
9,"Doyle, Jack",IND,@TEN,TE,6.9,0.7,4.8,43.2,0.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,5.9
10,"Gates, Antonio",LAC,@DEN,TE,4.9,0.9,3.,36.2,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.8
11,"Henry, Hunter",LAC,@DEN,TE,4.5,1.,3.1,39.7,0.3,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.7
12,"Vannett, Nick",SEA,ARZ,TE,4.,1.,2.5,27.4,0.5,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.6
13,"Burton, Trey",CHI,@MIN,TE,4.1,0.8,2.7,29.4,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.5
14,"Hurst, Hayden",BAL,CLE,TE,5.9,0.8,4.3,40.,0.2,0.2,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.5,5.4
15,"Rudolph, Kyle",MIN,CHI,TE,5.,1.1,3.2,30.5,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,5.4
16,"Brate, Cameron",TBB,ATL,TE,4.7,0.7,2.7,34.4,0.3,0.,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,5.3
17,"Eifert, Tyler",CIN,@PIT,TE,3.5,0.7,2.5,27.8,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.2
18,"McDonald, Vance",PIT,CIN,TE,5.5,0.9,3.6,38.1,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.1
19,"Kittle, George",SFO,@LAR,TE,4.4,0.9,2.8,38.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,5.1
20,"Reed, Jordan",WAS,PHI,TE,4.8,0.7,3.3,33.4,0.3,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.
21,"Swaim, Geoff",DAL,@NYG,TE,5.2,0.8,3.6,33.3,0.3,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.5,4.9
