Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Jones, Reshad",MIA,@BUF,DB,5.7,1.9,0.1,0.5,0.2,0.,0.,0.,0.,0.,7.7
2,"Neal, Keanu",ATL,@TBB,DB,5.5,2.,0.,0.5,0.1,0.2,0.2,0.,0.,0.,7.5
3,"Collins, Landon",NYG,DAL,DB,5.3,1.6,0.1,0.7,0.2,0.,0.,0.,0.,0.,7.5
4,"Geathers, Clayton",IND,@TEN,DB,4.7,1.3,0.,0.9,0.2,0.1,0.,0.,0.,0.,6.8
5,"Hyde, Micah",BUF,MIA,DB,4.8,1.3,0.,0.8,0.3,0.,0.,0.,2.5,0.,6.7
6,"Baker, Budda",ARZ,@SEA,DB,4.9,1.3,0.1,0.7,0.1,0.1,0.1,0.,0.2,0.,6.7
7,"Poyer, Jordan",BUF,MIA,DB,4.1,2.1,0.1,0.8,0.4,0.,0.,0.,0.,0.,6.6
8,"Berry, Eric",KCC,OAK,DB,4.2,1.,0.1,0.9,0.4,0.1,0.,0.,0.,0.,6.4
9,"McDougald, Bradley",SEA,ARZ,DB,4.6,1.5,0.,0.6,0.1,0.1,0.,0.,0.,0.,6.3
10,"Quin, Glover",DET,@GBP,DB,4.5,1.8,0.,0.4,0.1,0.2,0.,0.,0.,0.,6.2
11,"Coleman, Kurt",NOR,CAR,DB,4.1,1.6,0.1,0.8,0.2,0.,0.,0.,0.,0.,6.2
12,"Jones, Byron",DAL,@NYG,DB,4.3,1.4,0.,0.6,0.1,0.1,0.,0.,0.,0.,6.1
13,"Jenkins, Malcolm",PHI,@WAS,DB,4.3,1.5,0.,0.5,0.2,0.1,0.1,0.,0.,0.,6.1
14,"Thomas, Earl",SEA,ARZ,DB,4.1,2.4,0.,0.6,0.1,0.,0.,0.,0.,0.,6.
15,"Adams, Jamal",NYJ,@NEP,DB,4.4,1.5,0.1,0.5,0.,0.1,0.1,0.,0.,0.,6.
16,"Amos, Adrian",CHI,@MIN,DB,4.8,0.7,0.,0.3,0.1,0.1,0.1,0.,0.,0.,5.9
17,"Tartt, Jaquiski",SFO,@LAR,DB,4.5,1.2,0.,0.4,0.1,0.,0.,0.,0.,0.,5.9
