Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Elliott, Ezekiel",DAL,@NYG,RB,21.2,98.4,0.8,0.5,0.2,0.,0.,0.,0.1,2.6,27.7,0.1,0.1,0.1,0.,0.,0.,1.8,18.
2,"Johnson, David",ARZ,@SEA,RB,18.4,76.4,0.8,0.7,0.,0.1,0.,0.,0.,4.6,46.5,0.1,0.2,0.1,0.2,1.1,0.2,2.3,17.7
3,"Bell, Le'Veon",PIT,CIN,RB,18.8,81.2,0.6,0.5,0.1,0.,0.,0.,0.,5.1,41.8,0.2,0.2,0.1,0.,0.,0.1,1.7,16.6
4,"Gurley, Todd",LAR,SFO,RB,17.3,74.3,0.7,0.6,0.,0.,0.,0.,0.,3.7,37.,0.2,0.1,0.1,0.1,0.,0.1,2.2,16.2
5,"Fournette, Leonard",JAC,@HOU,RB,19.5,76.,0.7,0.6,0.,0.,0.,0.,0.1,2.9,24.1,0.1,0.1,0.,0.,1.9,0.,1.7,14.6
6,"Kamara, Alvin",NOR,CAR,RB,9.6,48.7,0.6,0.4,0.,0.1,0.,0.,0.,4.3,42.5,0.2,0.2,0.1,0.,22.4,0.1,1.9,13.9
7,"Drake, Kenyan",MIA,@BUF,RB,16.1,78.1,0.4,0.2,0.,0.,0.,0.1,0.1,2.9,21.1,0.1,0.1,0.,0.,0.,0.1,1.3,12.6
8,"Hunt, Kareem",KCC,OAK,RB,15.4,70.5,0.4,0.3,0.,0.,0.1,0.,0.1,2.8,21.8,0.1,0.1,0.,0.,0.,0.1,1.6,12.5
9,"Cook, Dalvin",MIN,CHI,RB,13.5,60.3,0.6,0.5,0.,0.,0.,0.,0.,3.1,24.7,0.1,0.1,0.,0.,1.6,0.1,1.7,12.4
10,"Barkley, Saquon",NYG,DAL,RB,16.2,71.2,0.3,0.2,0.,0.,0.,0.,0.1,4.5,27.9,0.1,0.1,0.1,0.,1.2,0.1,1.2,12.2
11,"Williams, Jamaal",GBP,DET,RB,15.4,60.8,0.4,0.4,0.,0.,0.,0.,0.,2.5,23.3,0.2,0.1,0.,0.,0.,0.,1.3,12.2
12,"Michel, Sony",NEP,NYJ,RB,10.8,43.9,0.7,0.6,0.1,0.,0.,0.,0.,2.6,20.8,0.3,0.1,0.,0.,5.7,0.,2.,12.2
13,"Freeman, Devonta",ATL,@TBB,RB,12.9,53.3,0.5,0.4,0.,0.,0.1,0.,0.,2.8,25.8,0.1,0.1,0.1,0.,0.,0.1,1.8,11.9
14,"McCoy, LeSean",BUF,MIA,RB,14.4,64.4,0.4,0.2,0.,0.1,0.,0.,0.,3.,23.8,0.1,0.1,0.,0.,0.,0.,1.6,11.9
15,"Mixon, Joe",CIN,@PIT,RB,16.8,63.2,0.4,0.3,0.1,0.,0.,0.,0.,3.1,28.7,0.,0.1,0.1,0.,0.,0.1,1.5,11.6
16,"Ingram, Mark",NOR,CAR,RB,12.,53.7,0.6,0.4,0.,0.1,0.,0.,0.,3.1,24.3,0.1,0.1,0.,0.,3.5,0.1,1.4,11.3
17,"Howard, Jordan",CHI,@MIN,RB,16.2,72.9,0.5,0.3,0.1,0.,0.,0.,0.,1.4,10.8,0.,0.,0.,0.,0.,0.1,1.3,11.3
18,"McCaffrey, Christian",CAR,@NOR,RB,9.3,35.4,0.3,0.3,0.,0.,0.,0.,0.,4.6,42.1,0.3,0.2,0.1,6.9,2.2,0.1,1.2,11.2
19,"Ajayi, Jay",PHI,@WAS,RB,17.8,77.1,0.1,0.1,0.,0.,0.,0.1,0.,2.4,21.,0.1,0.1,0.,0.2,0.,0.2,0.9,11.
20,"Gordon, Melvin",LAC,@DEN,RB,13.9,54.9,0.4,0.4,0.1,0.,0.,0.,0.,2.5,23.,0.1,0.1,0.,0.,0.,0.1,1.6,10.9
21,"Lynch, Marshawn",OAK,@KCC,RB,13.2,59.9,0.5,0.3,0.,0.2,0.,0.,0.1,1.8,13.9,0.,0.1,0.,0.2,0.,0.1,1.2,10.3
22,"Burkhead, Rex",NEP,NYJ,RB,6.3,27.2,0.6,0.5,0.1,0.,0.,0.,0.,2.6,25.9,0.2,0.1,0.1,0.,2.1,0.,1.5,10.2
23,"Collins, Alex",BAL,CLE,RB,13.3,57.,0.4,0.3,0.1,0.,0.,0.,0.,2.5,17.4,0.,0.1,0.,0.,1.6,0.1,1.1,10.1
24,"Johnson, Kerryon",DET,@GBP,RB,9.4,33.6,0.4,0.4,0.,0.,0.,0.,0.,3.5,29.3,0.2,0.1,0.1,0.,2.6,0.,1.,10.
25,"Miller, Lamar",HOU,JAC,RB,15.8,59.7,0.3,0.3,0.,0.,0.,0.,0.,2.1,16.4,0.1,0.1,0.,0.,0.,0.,0.9,9.8
26,"Coleman, Tevin",ATL,@TBB,RB,10.5,44.6,0.3,0.2,0.,0.,0.,0.,0.,1.9,17.9,0.3,0.1,0.,0.,0.,0.,1.1,9.8
27,"Henry, Derrick",TEN,IND,RB,12.4,52.8,0.4,0.2,0.1,0.,0.,0.,0.1,1.,12.,0.1,0.,0.,0.,0.1,0.,1.3,9.5
28,"Lewis, Dion",TEN,IND,RB,10.1,45.6,0.4,0.3,0.,0.,0.,0.,0.,1.7,12.9,0.2,0.1,0.,0.,18.9,0.,1.2,9.
29,"Morris, Alfred",SFO,@LAR,RB,13.,55.,0.4,0.4,0.,0.,0.,0.,0.,2.,11.6,0.,0.,0.,0.,0.,0.1,1.5,9.
30,"Mack, Marlon",IND,@TEN,RB,11.4,44.,0.3,0.2,0.,0.,0.,0.,0.,1.9,18.1,0.2,0.1,0.,0.,2.,0.,1.,8.9
31,"Hyde, Carlos",CLE,@BAL,RB,10.5,43.5,0.4,0.3,0.,0.,0.,0.,0.,2.8,20.,0.,0.1,0.,0.,0.,0.1,1.3,8.4
32,"Barber, Peyton",TBB,ATL,RB,12.3,46.5,0.4,0.4,0.,0.,0.,0.,0.,1.7,11.6,0.,0.,0.,0.,0.,0.1,1.5,8.1
33,"Peterson, Adrian",WAS,PHI,RB,12.4,44.,0.2,0.1,0.,0.,0.,0.,0.,2.5,21.3,0.1,0.1,0.,0.,5.5,0.2,0.6,8.
34,"Booker, Devontae",DEN,LAC,RB,11.1,41.4,0.2,0.1,0.,0.,0.,0.,0.,2.4,22.8,0.1,0.1,0.,0.,13.1,0.1,0.7,8.
35,"Penny, Rashaad",SEA,ARZ,RB,7.3,49.4,0.1,0.1,0.,0.,0.,0.,0.,2.5,21.,0.1,0.1,0.,0.,0.7,0.,0.6,8.
36,"Murray, Latavius",MIN,CHI,RB,11.5,44.7,0.4,0.4,0.,0.,0.,0.,0.,1.3,10.1,0.,0.,0.,0.,0.4,0.,1.2,8.
37,"Anderson, C.J.",CAR,@NOR,RB,14.,54.4,0.2,0.2,0.,0.,0.,0.,0.,1.7,12.4,0.,0.,0.,0.8,1.4,0.1,0.9,7.9
38,"Bernard, Giovani",CIN,@PIT,RB,8.2,34.6,0.2,0.1,0.,0.,0.,0.,0.,3.4,29.,0.1,0.1,0.1,0.,0.2,0.,0.6,7.9
39,"Johnson, Duke",CLE,@BAL,RB,4.9,19.9,0.2,0.1,0.1,0.,0.,0.,0.,4.2,38.3,0.2,0.2,0.1,1.,8.7,0.1,0.7,7.9
40,"Powell, Bilal",NYJ,@NEP,RB,11.5,48.,0.3,0.2,0.,0.,0.,0.,0.1,1.8,13.3,0.,0.1,0.,0.,0.8,0.1,1.,7.7
41,"Allen, Javorius",BAL,CLE,RB,9.2,34.7,0.3,0.2,0.1,0.,0.,0.,0.,2.8,17.3,0.1,0.1,0.,0.,0.,0.,1.3,7.7
42,"White, James",NEP,NYJ,RB,3.5,15.9,0.3,0.2,0.,0.1,0.,0.,0.,3.3,24.7,0.3,0.1,0.,0.,3.4,0.,1.2,7.4
43,"Gore, Frank",MIA,@BUF,RB,11.9,44.4,0.1,0.1,0.,0.,0.,0.,0.,2.,15.2,0.,0.1,0.,0.,1.8,0.,0.2,6.7
44,"Cohen, Tarik",CHI,@MIN,RB,7.5,29.3,0.2,0.1,0.1,0.,0.,0.,0.,4.1,27.,0.,0.1,0.1,19.5,51.7,0.1,1.2,6.5
45,"Clement, Corey",PHI,@WAS,RB,6.1,29.2,0.2,0.,0.1,0.,0.,0.,0.,1.7,18.3,0.1,0.1,0.,0.,4.4,0.,1.,6.5
46,"Carson, Chris",SEA,ARZ,RB,9.,33.9,0.1,0.1,0.,0.,0.,0.,0.,2.3,18.6,0.1,0.1,0.,0.,0.,0.,0.6,6.2
47,"Crowell, Isaiah",NYJ,@NEP,RB,8.6,38.2,0.1,0.1,0.,0.,0.,0.,0.,1.7,12.5,0.,0.,0.,0.,0.,0.,0.6,6.
48,"Ware, Spencer",KCC,OAK,RB,8.1,30.5,0.2,0.1,0.1,0.,0.1,0.,0.,1.9,13.6,0.,0.1,0.,0.,6.3,0.,0.8,5.9
49,"Yeldon, T.J.",JAC,@HOU,RB,6.4,25.2,0.2,0.2,0.,0.,0.,0.,0.,2.8,22.4,0.,0.1,0.,0.,0.,0.,0.5,5.8
50,"Montgomery, Ty",GBP,DET,RB,6.9,28.8,0.3,0.1,0.,0.1,0.1,0.,0.,1.7,9.9,0.,0.,0.,0.,1.1,0.,0.8,5.6
