Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,CLE,K,2.4,2.4,2.3,2.4,0.,0.3,0.8,0.8,0.4,0.1,10.7
2,"Butker, Harrison",KCC,OAK,K,2.6,2.6,2.5,2.8,0.,0.6,1.1,0.5,0.2,0.3,10.3
3,"Elliott, Jake",PHI,@WAS,K,2.7,3.,2.1,2.3,0.,0.6,0.5,0.8,0.3,0.2,9.8
4,"Prater, Matt",DET,@GBP,K,2.3,2.4,2.,2.3,0.1,0.5,0.5,0.5,0.5,0.3,9.
5,"Boswell, Chris",PIT,CIN,K,2.5,2.6,2.,2.2,0.,0.5,0.8,0.6,0.2,0.2,8.9
6,"Lutz, Wil",NOR,CAR,K,3.2,3.3,1.8,2.1,0.,0.5,0.4,0.6,0.3,0.3,8.8
7,"Vinatieri, Adam",IND,@TEN,K,2.2,2.3,2.,2.3,0.,0.6,0.5,0.5,0.4,0.3,8.7
8,"Lambo, Josh",JAC,@HOU,K,2.7,2.9,1.8,2.,0.,0.2,0.7,0.6,0.2,0.2,8.5
9,"Gano, Graham",CAR,@NOR,K,2.1,2.3,2.,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.4
10,"Bryant, Matt",ATL,@TBB,K,2.3,2.3,1.8,2.,0.,0.4,0.5,0.4,0.4,0.2,8.2
11,"Gould, Robbie",SFO,@LAR,K,1.8,1.9,1.9,2.,0.,0.4,0.6,0.8,0.2,0.1,8.1
12,"Dawson, Phil",ARZ,@SEA,K,1.8,2.1,2.1,2.4,0.1,0.4,0.7,0.7,0.3,0.4,8.1
13,"Hauschka, Steven",BUF,MIA,K,1.8,2.,1.9,2.1,0.,0.5,0.7,0.4,0.2,0.2,7.7
14,"Succop, Ryan",TEN,IND,K,2.1,2.2,1.7,1.9,0.,0.4,0.4,0.7,0.1,0.3,7.3
15,"Zuerlein, Greg",LAR,SFO,K,2.1,2.2,1.6,1.7,0.,0.4,0.6,0.4,0.2,0.1,7.3
16,"Gostkowski, Stephen",NEP,NYJ,K,2.4,2.6,1.6,1.9,0.,0.6,0.4,0.5,0.1,0.3,7.1
17,"Carlson, Daniel",MIN,CHI,K,2.1,2.4,1.7,2.,0.,0.5,0.6,0.3,0.2,0.3,6.9
18,"Myers, Jason",NYJ,@NEP,K,1.8,1.8,1.8,2.3,0.,0.5,0.4,0.7,0.1,0.5,6.5
19,"Sanders, Jason",MIA,@BUF,K,2.3,2.4,1.3,1.5,0.,0.5,0.5,0.3,0.,0.1,6.2
20,"Maher, Brett",DAL,@NYG,K,2.3,2.3,1.5,1.9,0.1,0.4,0.4,0.4,0.2,0.5,6.1
21,"Hopkins, Dustin",WAS,PHI,K,2.1,2.2,1.6,2.,0.,0.7,0.4,0.3,0.1,0.5,6.
22,"Crosby, Mason",GBP,DET,K,2.3,2.5,1.2,1.5,0.,0.4,0.4,0.3,0.1,0.3,5.6
23,"Catanzaro, Chandler",TBB,ATL,K,1.6,1.7,1.4,1.8,0.,0.4,0.4,0.6,0.1,0.4,5.5
24,"McManus, Brandon",DEN,LAC,K,1.6,1.6,1.4,1.8,0.,0.4,0.6,0.3,0.1,0.4,5.2
25,"Nugent, Mike",OAK,@KCC,K,1.8,2.1,1.2,1.5,0.,0.3,0.4,0.4,0.1,0.3,5.2
26,"Parkey, Cody",CHI,@MIN,K,1.6,1.8,1.1,1.3,0.,0.3,0.3,0.4,0.1,0.2,4.9
27,"Bullock, Randy",CIN,@PIT,K,1.8,2.,1.1,1.3,0.,0.4,0.4,0.2,0.,0.2,4.9
28,"Gonzalez, Zane",CLE,@BAL,K,1.5,1.6,1.,1.2,0.,0.3,0.3,0.3,0.1,0.2,4.2
29,"Janikowski, Sebastian",SEA,ARZ,K,1.9,1.9,0.9,1.2,0.,0.2,0.3,0.3,0.,0.3,3.9
30,"Fairbairn, Ka'imi",HOU,JAC,K,1.3,1.4,1.,1.5,0.,0.2,0.4,0.3,0.2,0.4,3.7
31,"Rosas, Aldrick",NYG,DAL,K,1.1,1.3,1.,1.3,0.,0.4,0.2,0.2,0.1,0.4,3.3
32,"Sturgis, Caleb",LAC,@DEN,K,1.4,1.6,0.9,1.3,0.,0.4,0.2,0.1,0.1,0.4,3.
