Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Jaguars, Jacksonville",JAC,@HOU,D,212.1,13.4,3.8,1.3,0.7,0.5,0.,18.3
2,"Ravens, Baltimore",BAL,CLE,D,258.4,15.6,2.9,1.5,1.2,0.3,0.,16.8
3,"Vikings, Minnesota",MIN,CHI,D,184.9,11.9,2.3,1.3,0.2,0.1,0.3,16.1
4,"Seahawks, Seattle",SEA,ARZ,D,256.8,18.5,2.4,0.9,0.7,0.4,0.2,14.9
5,"Chargers, Los Angeles",LAC,@DEN,D,304.8,14.3,2.4,1.5,0.8,0.3,0.,13.4
6,"Steelers, Pittsburgh",PIT,CIN,D,278.1,21.2,4.,1.1,0.3,0.1,0.,13.2
7,"Cardinals, Arizona",ARZ,@SEA,D,259.2,18.1,2.2,1.,0.7,0.2,0.,13.1
8,"Titans, Tennessee",TEN,IND,D,290.3,17.5,4.7,0.3,0.2,0.1,0.,12.6
9,"Falcons, Atlanta",ATL,@TBB,D,293.,13.6,2.1,0.7,0.8,0.,0.,12.5
10,"Bills, Buffalo",BUF,MIA,D,282.9,16.6,2.4,1.2,0.,0.2,0.,12.5
11,"Chiefs, Kansas City",KCC,OAK,D,328.4,18.4,1.9,1.3,0.9,0.2,0.,12.4
12,"Eagles, Philadelphia",PHI,@WAS,D,353.7,15.5,1.5,0.8,1.2,0.4,0.,12.1
13,"Patriots, New England",NEP,NYJ,D,289.8,16.1,4.6,0.4,0.,0.,0.1,11.9
14,"Giants, New York",NYG,DAL,D,308.7,18.2,2.1,1.5,0.3,0.2,0.,11.8
15,"Cowboys, Dallas",DAL,@NYG,D,278.7,16.8,1.5,0.8,0.6,0.1,0.,11.5
16,"Lions, Detroit",DET,@GBP,D,365.1,22.4,2.5,1.4,0.9,0.1,0.,11.
17,"Colts, Indianapolis",IND,@TEN,D,288.2,17.4,1.2,0.9,0.3,0.,0.2,9.9
18,"Bears, Chicago",CHI,@MIN,D,387.8,20.9,1.6,0.5,0.7,0.3,0.,9.5
19,"Dolphins, Miami",MIA,@BUF,D,346.2,25.8,2.,0.7,0.2,0.3,0.2,9.1
20,"Rams, Los Angeles",LAR,SFO,D,366.9,26.1,2.7,0.7,0.3,0.2,0.1,9.1
21,"Broncos, Denver",DEN,LAC,D,330.6,25.,1.3,0.6,0.5,0.2,0.,9.1
22,"Packers, Green Bay",GBP,DET,D,351.6,24.8,3.1,0.5,0.3,0.2,0.,8.7
23,"Buccaneers, Tampa Bay",TBB,ATL,D,388.2,26.1,1.5,0.7,0.5,0.2,0.,8.3
24,"Texans, Houston",HOU,JAC,D,349.,26.2,2.,0.5,0.5,0.,0.,8.
25,"Panthers, Carolina",CAR,@NOR,D,452.3,30.3,2.,0.6,0.7,0.3,0.,7.4
26,"49ers, San Francisco",SFO,@LAR,D,376.6,25.6,1.3,0.5,0.5,0.1,0.,7.2
27,"Saints, New Orleans",NOR,CAR,D,437.2,27.7,1.9,1.1,0.2,0.1,0.,7.
28,"Redskins, Washington",WAS,PHI,D,448.5,26.8,2.1,0.7,0.4,0.1,0.,6.8
29,"Raiders, Oakland",OAK,@KCC,D,406.9,27.3,2.,0.6,0.4,0.,0.,6.
30,"Bengals, Cincinnati",CIN,@PIT,D,429.4,28.7,1.8,0.6,0.2,0.1,0.,5.2
31,"Browns, Cleveland",CLE,@BAL,D,393.4,28.8,2.,0.2,0.2,0.,0.,4.9
32,"Jets, New York",NYJ,@NEP,D,393.3,28.4,1.6,0.1,0.3,0.,0.,4.4
