Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
37,"Matthews, Rishard",TEN,WR,90.3,10.6,52.6,757.4,7.9,4.,1.8,0.6,1.6,0.,0.,4.,1.5,0.5,0.2,0.,0.,6.3,11.6,0.6,11.1,122.1
38,"Ginn Jr., Ted",NOR,WR,112.2,5.3,66.9,920.1,4.1,1.3,0.,0.,1.2,0.5,1.2,11.7,1.8,0.6,0.2,65.7,0.,139.9,236.4,0.6,8.3,121.8
39,"Nelson, J.J.",ARZ,WR,96.4,20.2,43.3,692.7,5.9,2.,1.5,0.6,0.,1.2,0.6,2.8,1.4,0.5,0.2,33.1,1.2,4.8,30.4,0.,20.,115.2
40,"Parker, DeVante",MIA,WR,95.1,11.2,56.4,877.4,4.6,1.4,0.5,0.8,0.2,0.4,1.3,11.5,1.8,0.6,0.2,0.,0.,34.7,0.,0.7,12.3,114.1
41,"Gabriel, Taylor",ATL,WR,71.5,9.7,45.7,717.3,5.3,1.5,0.7,0.4,0.4,0.5,1.8,2.9,1.4,0.5,0.2,29.,0.8,0.,7.4,0.,11.4,111.2
42,"Diggs, Stefon",MIN,WR,116.2,21.1,78.8,845.7,4.2,1.5,0.5,0.7,1.1,0.5,0.,4.5,1.7,0.6,0.2,14.8,0.,26.7,9.9,0.,16.8,111.
43,"Wallace, Mike",BAL,WR,113.4,12.7,66.6,900.3,2.9,1.2,0.8,0.,0.,0.,1.,10.1,1.8,0.6,0.2,21.6,0.,0.,0.,0.,9.4,111.
44,"Cooper, Amari",OAK,WR,111.6,18.,59.5,832.9,4.5,0.1,0.8,0.7,1.9,0.,1.,7.7,1.6,0.5,0.2,-1.1,0.,8.7,0.,0.5,19.3,110.8
45,"LaFell, Brandon",CIN,WR,114.4,22.6,64.2,851.6,3.9,2.,0.,0.2,0.,0.7,1.1,9.9,1.7,0.6,0.2,9.5,0.2,0.,0.,0.2,19.8,110.5
46,"Williams, Tyrell",LAC,WR,93.5,12.9,51.9,776.2,5.2,1.3,0.2,1.4,0.,1.4,0.9,5.1,1.6,0.5,0.2,0.,0.,8.7,0.,0.3,12.4,108.2
47,"Crowder, Jamison",WAS,WR,82.8,13.6,55.4,765.2,5.2,0.9,1.7,1.,0.1,0.8,0.7,5.1,1.5,0.5,0.2,-3.6,0.,170.9,0.,0.,13.9,107.3
48,"Jones, Marvin",DET,WR,122.6,16.5,65.8,955.1,1.8,1.1,0.,0.2,0.2,0.,0.2,11.8,1.9,0.6,0.2,-0.5,0.,0.,0.,0.2,9.7,106.6
49,"Sanu, Mohamed",ATL,WR,88.6,19.,63.,699.9,5.2,3.3,1.9,0.,0.,0.,0.,2.8,1.4,0.5,0.2,19.5,0.3,0.,11.,0.6,18.8,105.2
50,"Snead, Willie",NOR,WR,101.5,15.4,66.3,860.9,3.1,2.1,0.4,0.1,0.4,0.,0.,9.9,1.7,0.6,0.2,0.,0.,0.,0.,0.,15.,104.7
51,"Shepard, Sterling",NYG,WR,110.,14.8,60.9,679.1,5.9,3.1,1.4,0.7,0.7,0.,0.,2.7,1.4,0.5,0.2,6.4,0.,0.,0.,0.3,10.5,103.5
52,"Thomas, Demaryius",DEN,WR,126.7,24.9,69.6,821.2,3.6,2.,0.7,0.,0.,0.3,0.7,7.1,1.6,0.5,0.2,0.,0.,0.,0.,1.7,21.7,101.7
53,"Matthews, Jordan",BUF,WR,98.9,10.4,62.3,760.2,3.2,1.5,1.,0.,0.1,0.,0.6,5.5,1.5,0.5,0.2,1.5,0.,0.,0.,0.,6.,95.2
54,"Stills, Kenny",MIA,WR,80.1,4.9,39.8,620.9,5.1,0.9,0.,1.2,0.5,0.5,2.,2.5,1.2,0.4,0.2,0.,0.,0.,0.,0.,7.9,92.9
55,"Williams, Terrance",DAL,WR,78.9,14.6,46.2,673.4,3.9,0.8,1.1,0.4,1.1,0.4,0.,2.7,1.3,0.4,0.2,0.,0.,0.,3.8,0.4,15.2,89.8
56,"Inman, Dontrelle",LAC,WR,94.9,9.7,49.5,692.1,3.5,1.,0.4,0.,0.8,0.2,1.1,3.3,1.4,0.5,0.2,0.,0.,0.,0.,0.5,10.2,89.
57,"Thompson, Deonte",CHI,WR,85.7,19.5,55.5,691.1,3.2,2.8,0.3,0.,0.,0.,0.,2.8,1.4,0.5,0.2,-1.3,0.,52.6,130.,0.,15.4,87.9
58,"Marshall, Brandon",NYG,WR,95.4,13.8,49.2,577.2,4.5,2.1,1.5,0.6,0.3,0.,0.,2.3,1.2,0.4,0.1,6.5,0.,0.,0.,0.,10.9,85.4
59,"Lee, Marqise",JAC,WR,102.5,11.4,51.2,675.,2.4,0.5,0.2,1.6,0.,0.2,0.,2.7,1.4,0.5,0.2,24.7,0.,1.7,223.7,0.,9.8,84.5
60,"Moncrief, Donte",IND,WR,78.9,15.8,41.4,475.6,6.,4.3,0.8,0.8,0.,0.,0.1,1.9,1.,0.3,0.1,1.1,0.,7.9,9.9,0.,15.2,83.9
61,"Brown, John",ARZ,WR,72.6,11.5,38.3,526.2,4.8,2.3,1.1,0.,0.4,0.5,0.5,2.1,1.1,0.4,0.1,9.3,0.,25.1,38.9,0.,12.6,82.2
62,"Jones, Zay",BUF,WR,76.,11.6,39.9,610.9,3.4,0.8,0.7,0.,1.4,0.,0.4,2.4,1.2,0.4,0.2,0.,0.,40.6,94.2,0.,14.1,81.3
63,"Coleman, Corey",CLE,WR,121.9,10.7,57.1,641.,1.9,0.,0.5,1.2,0.3,0.,0.,2.6,1.3,0.4,0.2,14.,0.,10.1,27.8,0.,9.2,77.8
64,"Richardson, Paul",SEA,WR,68.5,11.7,43.1,565.3,3.4,3.,0.2,0.,0.2,0.,0.,2.3,1.1,0.4,0.1,3.8,0.,18.8,106.4,0.,11.1,77.4
65,"Stewart, ArDarius",NYJ,WR,82.6,20.7,44.3,499.9,4.7,2.8,1.4,0.6,0.,0.,0.,2.,1.,0.3,0.1,2.2,0.,38.3,21.4,0.4,17.9,77.4
66,"Lockett, Tyler",SEA,WR,64.7,6.3,37.9,557.8,2.4,0.3,0.1,0.5,0.3,0.3,0.7,2.2,1.1,0.4,0.1,28.5,0.6,194.2,446.6,0.,8.4,76.5
67,"Funchess, Devin",CAR,WR,68.8,7.6,33.1,507.4,3.7,0.9,1.4,0.,0.5,0.6,0.4,2.,1.,0.3,0.1,22.6,0.,29.1,72.,0.4,5.1,76.
68,"Thielen, Adam",MIN,WR,63.8,8.1,43.5,589.1,2.9,1.5,0.4,0.,0.4,0.,0.6,2.4,1.2,0.4,0.1,17.3,0.,2.4,16.8,1.3,6.6,75.6
69,"Rogers, Eli",PIT,WR,82.9,8.2,57.,657.2,2.,1.5,0.,0.2,0.3,0.,0.,2.6,1.3,0.4,0.2,4.4,0.,34.2,0.,1.6,6.4,75.6
70,"Beasley, Cole",DAL,WR,71.5,14.1,50.2,536.3,3.3,2.8,0.5,0.,0.,0.,0.,2.1,1.1,0.4,0.1,2.4,0.,29.3,0.,0.,12.5,73.4
71,"Roberts, Seth",OAK,WR,79.9,22.6,36.8,435.,4.1,1.2,2.2,0.,0.,0.6,0.,1.7,0.9,0.3,0.1,0.3,0.,0.,22.9,0.,15.4,71.9
72,"Hurns, Allen",JAC,WR,89.3,11.9,43.6,553.6,2.5,1.1,0.5,0.3,0.,0.6,0.,2.2,1.1,0.4,0.1,5.1,0.,5.8,115.2,0.,6.,71.
73,"Woods, Robert",LAR,WR,94.3,9.6,52.3,621.7,1.2,0.5,0.,0.4,0.,0.3,0.,2.5,1.2,0.4,0.2,13.2,0.,34.5,0.,0.,5.5,70.9
74,"Benjamin, Travis",LAC,WR,80.5,9.7,43.,606.4,2.3,0.2,0.9,0.,0.,1.1,0.,2.4,1.2,0.4,0.2,-0.2,0.,103.5,40.3,2.3,4.2,69.7
75,"Wright, Kendall",CHI,WR,70.6,9.4,42.2,519.2,2.8,2.2,0.,0.,0.6,0.,0.,2.1,1.,0.3,0.1,6.8,0.,10.8,135.6,0.,7.,69.5
76,"Strong, Jaelen",HOU,WR,85.3,7.6,50.5,574.,1.4,0.8,0.3,0.3,0.,0.,0.,2.3,1.1,0.4,0.1,4.6,0.,92.3,27.9,0.,6.8,66.
77,"Boyd, Tyler",CIN,WR,78.7,11.6,49.9,582.3,0.5,0.5,0.,0.,0.,0.,0.,2.3,1.2,0.4,0.1,38.1,0.,0.,0.5,0.5,5.3,64.
78,"Conley, Chris",KCC,WR,70.1,14.3,41.5,470.2,1.3,1.2,0.,0.,0.,0.,0.,1.9,0.9,0.3,0.1,28.2,0.8,29.9,10.7,0.,8.1,62.3
79,"Kerley, Jeremy",NYJ,WR,94.,4.,50.6,518.3,1.8,0.2,0.8,0.,0.8,0.,0.,2.1,1.,0.3,0.1,0.,0.,127.5,25.7,0.9,4.4,60.9
80,"Wilson, Albert",KCC,WR,61.3,7.9,35.8,352.5,3.,1.4,0.4,0.7,0.,0.5,0.,1.4,0.7,0.2,0.1,28.4,0.5,0.,2.7,0.,8.3,59.4
81,"Doctson, Josh",WAS,WR,75.2,18.9,43.6,536.2,1.1,0.,0.8,0.,0.3,0.,0.,2.1,1.1,0.4,0.1,0.,0.,100.7,83.7,1.4,15.6,58.1
82,"Coleman, Brandon",NOR,WR,50.8,9.7,32.7,412.7,2.8,1.7,0.5,0.5,0.,0.,0.,1.7,0.8,0.3,0.1,0.,0.,0.,0.,0.1,8.6,57.7
83,"Kearse, Jermaine",NYJ,WR,88.3,15.8,41.6,517.6,0.9,0.9,0.,0.,0.,0.,0.,2.1,1.,0.3,0.1,0.,0.,0.,0.,0.5,10.6,56.
84,"Austin, Tavon",LAR,WR,65.6,5.5,33.6,337.9,1.8,0.2,0.1,0.5,0.,0.7,0.2,1.4,0.7,0.2,0.1,94.8,0.5,181.2,2.5,1.,4.4,55.2
85,"Amendola, Danny",NEP,WR,53.1,14.3,35.,337.4,3.4,2.4,1.,0.,0.,0.,0.,1.3,0.7,0.2,0.1,4.5,0.,124.6,109.6,0.7,6.5,53.5
86,"Humphries, Adam",TBB,WR,61.4,10.3,35.5,416.8,1.2,0.9,0.,0.,0.,0.4,0.,1.7,0.8,0.3,0.1,11.,0.,127.6,30.,0.,6.8,51.5
87,"Goodwin, Marquise",SFO,WR,79.5,4.4,39.4,439.9,1.,0.5,0.,0.,0.,0.,0.5,1.8,0.9,0.3,0.1,0.,0.,22.3,0.,0.,3.8,50.1
88,"Heyward-Bey, Darrius",PIT,WR,41.6,4.1,17.3,346.6,1.4,0.,0.7,0.,0.8,0.,0.,1.4,0.7,0.2,0.1,15.,0.6,4.2,89.4,0.,2.8,48.7
89,"Smith, Torrey",PHI,WR,77.2,8.4,33.,361.,2.,1.1,0.,0.6,0.4,0.,0.,1.4,0.7,0.2,0.1,3.6,0.,0.,62.4,0.,5.7,48.5
90,"Agholor, Nelson",PHI,WR,69.9,15.2,32.3,346.9,1.8,0.2,0.,0.,0.1,1.1,0.5,1.4,0.7,0.2,0.1,13.,0.,0.,120.9,0.,7.8,48.5
91,"Perriman, Breshad",BAL,WR,58.6,4.4,29.3,411.8,1.,0.,0.4,0.1,0.,0.,0.4,1.6,0.8,0.3,0.1,0.7,0.,0.,0.,0.,4.7,47.2
92,"Allison, Geronimo",GBP,WR,43.9,6.8,24.4,309.1,1.5,1.4,0.2,0.,0.,0.,0.,1.2,0.6,0.2,0.1,11.5,0.6,0.,28.1,0.,5.1,45.1
93,"Shepard, Russell",CAR,WR,65.7,7.3,29.,412.7,0.5,0.,0.5,0.,0.,0.,0.,1.7,0.8,0.3,0.1,10.2,0.,26.3,74.6,0.4,3.9,44.8
94,"Jackson, Vincent",FA,WR,65.6,11.7,28.1,428.1,0.2,0.,0.2,0.,0.,0.,0.,1.7,0.9,0.3,0.1,0.,0.,0.,0.,0.,6.8,44.3
95,"Golladay, Kenny",DET,WR,67.1,15.1,33.7,413.5,0.8,0.4,0.4,0.,0.,0.,0.,1.7,0.8,0.3,0.1,0.3,0.,14.,27.8,1.4,11.7,44.
96,"Shorts, Cecil",FA,WR,65.9,9.5,28.7,383.5,0.4,0.4,0.,0.,0.,0.,0.,1.5,0.8,0.3,0.1,21.7,0.,19.9,23.5,0.,7.9,43.7
97,"Rogers, Chester",IND,WR,56.5,7.4,29.2,406.,0.2,0.,0.,0.,0.,0.,0.2,1.6,0.8,0.3,0.1,3.5,0.,59.2,4.,0.,5.9,42.4
98,"Floyd, Michael",MIN,WR,44.9,8.6,18.9,224.6,3.2,2.3,1.,0.,0.,0.,0.,0.9,0.4,0.1,0.1,0.,0.,0.,0.,0.,7.4,41.7
99,"Hamilton, Cobi",FA,WR,37.5,7.8,19.5,263.7,2.5,0.,0.,1.3,1.1,0.,0.,1.1,0.5,0.2,0.1,0.,0.,0.,55.3,0.,5.8,41.1
100,"Hardy, Justin",ATL,WR,38.6,8.4,24.4,252.8,2.4,2.4,0.,0.,0.,0.,0.,1.,0.5,0.2,0.1,0.,0.,0.,12.3,0.,6.1,39.4
101,"Louis, Ricardo",CLE,WR,52.5,9.4,27.8,322.8,1.2,0.7,0.5,0.,0.,0.,0.,1.3,0.6,0.2,0.1,-1.4,0.,4.5,111.4,0.2,5.2,39.1
102,"Dorsett, Phillip",NEP,WR,47.,5.4,25.1,337.5,0.8,0.,0.,0.,0.,0.,0.8,1.4,0.7,0.2,0.1,4.3,0.,7.,17.2,0.,5.1,39.
103,"Fuller, Will",HOU,WR,42.,4.8,22.7,279.4,0.9,0.4,0.3,0.,0.,0.2,0.,1.1,0.6,0.2,0.1,1.,0.,71.8,16.6,0.1,5.,33.3
104,"Robinson, Aldrick",SFO,WR,43.6,2.3,20.6,264.2,1.1,0.6,0.,0.,0.5,0.,0.,1.1,0.5,0.2,0.1,0.,0.,7.2,27.6,0.,2.2,33.1
105,"Quick, Brian",WAS,WR,49.7,6.,23.5,291.9,0.5,0.,0.,0.,0.,0.5,0.,1.2,0.6,0.2,0.1,0.,0.,0.,14.8,0.,3.8,32.4
106,"Brown, Jaron",ARZ,WR,41.7,9.9,18.5,282.7,0.8,0.,0.,0.2,0.,0.,0.6,1.1,0.6,0.2,0.1,0.,0.,3.7,81.8,0.7,10.5,31.8
107,"Royal, Eddie",FA,WR,40.5,6.8,27.5,240.6,0.9,0.2,0.7,0.,0.,0.,0.,1.,0.5,0.2,0.1,0.,0.,120.6,123.,0.,3.1,29.5
108,"Johnson, Stevie",FA,WR,46.,11.8,27.9,273.7,0.3,0.3,0.,0.,0.,0.,0.,1.1,0.5,0.2,0.1,0.,0.,6.7,0.,0.,11.8,29.2
109,"Peake, Charone",NYJ,WR,50.9,6.5,25.2,281.,0.,0.,0.,0.,0.,0.,0.,1.1,0.6,0.2,0.1,1.8,0.,14.9,153.2,0.3,4.6,27.8
110,"Taylor, Jordan",DEN,WR,37.4,10.,19.,191.6,1.7,1.6,0.1,0.,0.,0.,0.,0.8,0.4,0.1,0.,0.,0.,14.3,45.,0.8,6.5,27.7
111,"Fowler, Bennie",DEN,WR,34.5,6.4,15.6,187.4,1.3,0.7,0.,0.,0.,0.,0.6,0.7,0.4,0.1,0.,0.6,0.,28.3,5.7,0.,5.1,27.6
112,"Hawkins, Andrew",FA,WR,39.5,7.4,22.7,232.7,0.7,0.1,0.6,0.,0.,0.,0.,0.9,0.5,0.2,0.1,0.,0.,0.,0.,0.,3.3,27.4
113,"Wheaton, Markus",CHI,WR,38.1,7.6,17.3,185.4,1.5,0.,0.9,0.,0.6,0.,0.,0.7,0.4,0.1,0.,13.6,0.,8.,150.,1.7,5.1,26.5
114,"Wright, Jarius",MIN,WR,40.8,2.2,26.,254.2,0.2,0.2,0.,0.,0.,0.,0.,1.,0.5,0.2,0.1,12.1,0.,0.,135.8,0.6,0.8,26.4
115,"Treadwell, Laquon",MIN,WR,51.,10.,28.4,263.6,0.,0.,0.,0.,0.,0.,0.,1.1,0.5,0.2,0.1,0.6,0.,2.2,217.1,0.,8.8,26.4
116,"Patterson, Cordarrelle",OAK,WR,46.4,6.4,25.2,238.7,0.,0.,0.,0.,0.,0.,0.,1.,0.5,0.2,0.1,19.7,0.,9.4,436.8,0.,4.6,25.8
117,"Butler, Brice",DAL,WR,25.7,5.5,11.5,173.5,1.3,0.1,0.,1.2,0.,0.,0.,0.7,0.3,0.1,0.,5.3,0.,22.7,38.6,0.,7.3,25.6
118,"Jones, T.J.",DET,WR,30.2,2.5,15.2,227.9,0.2,0.,0.,0.2,0.,0.,0.,0.9,0.5,0.2,0.1,0.,0.,0.,0.,0.,1.5,24.3
119,"Holmes, Andre",BUF,WR,38.2,7.1,15.3,153.6,1.3,1.3,0.,0.,0.,0.,0.,0.6,0.3,0.1,0.,4.3,0.,0.6,0.,0.,5.,23.9
120,"King, Tavarres",NYG,WR,13.,0.,6.6,131.7,1.8,0.,0.,0.,0.,1.8,0.,0.5,0.3,0.1,0.,0.,0.,0.,0.,0.,1.8,23.8
