Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,SFO,RB,19.5,80.4,1.,0.8,0.1,0.,0.,0.,0.,5.4,57.,0.3,0.7,0.1,0.,5.,0.1,3.9,21.3
2,"Bell, Le'Veon",PIT,@BAL,RB,20.,95.9,0.6,0.6,0.,0.,0.,0.,0.,4.1,31.4,0.2,0.1,0.1,0.,0.,0.1,2.9,16.9
3,"Ajayi, Jay",MIA,NOR,RB,20.2,87.6,0.5,0.3,0.1,0.1,0.,0.,0.,2.7,17.9,0.,0.1,0.,0.,0.,0.,1.7,13.4
4,"Howard, Jordan",CHI,@GBP,RB,15.6,79.2,0.5,0.5,0.,0.,0.,0.,0.,1.9,18.3,0.1,0.1,0.,0.,0.,0.1,1.9,12.8
5,"Freeman, Devonta",ATL,BUF,RB,12.9,58.6,0.6,0.4,0.,0.,0.,0.,0.,3.4,29.9,0.1,0.1,0.1,0.,0.,0.1,3.9,12.7
6,"McFadden, Darren",DAL,LAR,RB,16.9,83.8,0.4,0.3,0.,0.,0.,0.,0.1,2.4,18.2,0.,0.1,0.,0.,0.,0.2,3.8,12.4
7,"McCoy, LeSean",BUF,@ATL,RB,12.8,65.1,0.5,0.3,0.1,0.,0.,0.,0.,2.6,20.6,0.1,0.1,0.,0.,0.,0.1,3.,11.9
8,"Hunt, Kareem",KCC,WAS,RB,14.5,62.7,0.4,0.3,0.,0.,0.,0.,0.,2.3,22.3,0.2,0.1,0.,0.,0.3,0.1,3.8,11.8
9,"Anderson, C.J.",DEN,OAK,RB,14.6,59.1,0.5,0.4,0.1,0.,0.,0.,0.,2.6,22.,0.1,0.1,0.,0.,3.2,0.2,2.1,11.6
10,"Ingram, Mark",NOR,@MIA,RB,12.3,61.,0.4,0.3,0.1,0.,0.,0.,0.,3.,22.4,0.1,0.1,0.,0.,0.,0.1,3.3,11.6
11,"Gordon, Melvin",LAC,PHI,RB,17.4,65.1,0.4,0.4,0.,0.,0.,0.,0.,3.3,28.9,0.1,0.1,0.1,0.,0.,0.3,2.9,11.5
12,"Murray, DeMarco",TEN,@HOU,RB,14.5,59.7,0.4,0.3,0.,0.,0.,0.,0.1,2.6,18.8,0.1,0.1,0.,0.,1.,0.1,2.,10.8
13,"Montgomery, Ty",GBP,CHI,RB,11.5,53.8,0.3,0.2,0.,0.,0.,0.1,0.,2.4,19.3,0.3,0.1,0.,0.,3.4,0.1,2.4,10.7
14,"Lynch, Marshawn",OAK,@DEN,RB,10.8,48.4,0.6,0.4,0.,0.2,0.,0.,0.,2.1,18.,0.,0.1,0.,0.8,0.,0.,2.,10.5
15,"Blount, LeGarrette",PHI,@LAC,RB,12.5,49.6,0.8,0.6,0.,0.,0.,0.1,0.,1.,7.9,0.1,0.,0.,1.7,0.,0.1,2.,10.4
16,"McCaffrey, Christian",CAR,@NEP,RB,13.3,53.4,0.5,0.4,0.1,0.,0.,0.,0.,2.4,18.8,0.1,0.,0.,0.,0.,0.1,3.4,10.2
17,"Cook, Dalvin",MIN,DET,RB,12.,51.,0.4,0.3,0.1,0.,0.,0.,0.,2.7,19.6,0.1,0.1,0.,0.,0.,0.1,3.4,10.1
18,"Miller, Lamar",HOU,TEN,RB,17.1,63.6,0.4,0.3,0.,0.,0.,0.,0.,2.1,12.9,0.,0.1,0.,0.,0.,0.1,1.5,10.
19,"Gurley, Todd",LAR,@DAL,RB,15.4,58.,0.4,0.3,0.,0.,0.,0.,0.,2.1,16.6,0.,0.1,0.,0.,0.2,0.1,2.5,10.
20,"Crowell, Isaiah",CLE,CIN,RB,13.4,59.5,0.4,0.3,0.1,0.,0.,0.,0.,2.4,18.7,0.,0.1,0.,0.,0.,0.1,2.6,9.9
21,"Mixon, Joe",CIN,@CLE,RB,18.8,58.2,0.5,0.5,0.,0.,0.,0.,0.,1.3,10.7,0.,0.,0.,0.,4.3,0.1,3.1,9.8
22,"Gore, Frank",IND,@SEA,RB,15.5,59.2,0.2,0.2,0.,0.,0.,0.,0.,2.1,16.6,0.2,0.1,0.,0.,0.,0.1,2.9,9.8
23,"Hill, Jeremy",CIN,@CLE,RB,13.9,52.2,0.6,0.5,0.,0.,0.,0.,0.,1.3,9.8,0.,0.,0.,0.,0.,0.1,3.2,9.8
24,"Fournette, Leonard",JAC,@NYJ,RB,8.7,34.8,0.7,0.4,0.1,0.1,0.,0.,0.,2.5,19.4,0.,0.1,0.,0.,0.,0.2,2.,9.6
25,"Hyde, Carlos",SFO,@ARZ,RB,12.4,53.7,0.3,0.3,0.,0.,0.,0.,0.,2.,16.1,0.2,0.1,0.,0.,0.2,0.2,2.3,9.5
26,"Abdullah, Ameer",DET,@MIN,RB,11.2,46.7,0.3,0.2,0.,0.,0.,0.,0.,3.2,25.6,0.1,0.1,0.1,0.,36.4,0.1,1.9,9.3
27,"Gillislee, Mike",NEP,CAR,RB,10.3,46.7,0.6,0.5,0.,0.,0.,0.1,0.,0.8,6.9,0.,0.,0.,0.,1.9,0.,1.6,9.3
28,"Forte, Matt",NYJ,JAC,RB,12.1,48.,0.3,0.2,0.,0.,0.1,0.,0.,2.4,18.5,0.1,0.1,0.,0.,0.,0.1,1.2,8.7
29,"Woodhead, Danny",BAL,PIT,RB,10.,42.1,0.1,0.,0.,0.,0.,0.,0.,3.9,38.2,0.,0.1,0.,0.,0.,0.,0.5,8.6
30,"Powell, Bilal",NYJ,JAC,RB,8.6,42.5,0.2,0.1,0.1,0.,0.,0.,0.,3.1,22.8,0.1,0.1,0.,0.,0.,0.1,0.7,8.4
31,"Kelley, Rob",WAS,@KCC,RB,11.6,48.3,0.3,0.2,0.,0.1,0.,0.,0.,1.7,13.7,0.,0.1,0.,0.,0.,0.,1.8,8.4
32,"Coleman, Tevin",ATL,BUF,RB,8.8,40.1,0.3,0.2,0.,0.,0.,0.,0.1,1.,7.9,0.3,0.1,0.,0.,0.,0.1,2.2,8.3
33,"Henry, Derrick",TEN,@HOU,RB,10.3,44.4,0.5,0.4,0.1,0.,0.,0.,0.,1.3,11.5,0.,0.,0.,2.1,4.5,0.,2.2,8.3
34,"Mack, Marlon",IND,@SEA,RB,9.1,40.8,0.5,0.5,0.,0.,0.,0.,0.,1.4,9.1,0.,0.,0.,0.,20.5,0.,0.3,8.2
35,"Perkins, Paul",NYG,@TBB,RB,12.6,49.8,0.1,0.1,0.,0.,0.,0.,0.,2.7,20.9,0.1,0.1,0.,0.,0.5,0.,0.7,8.
36,"West, Terrance",BAL,PIT,RB,10.9,42.7,0.3,0.2,0.1,0.,0.,0.,0.,2.5,17.1,0.1,0.1,0.,0.,0.,0.,1.3,8.
37,"Peterson, Adrian",NOR,@MIA,RB,6.6,22.4,0.1,0.1,0.,0.,0.,0.,0.,3.1,27.7,0.4,0.1,0.1,0.,4.7,0.,1.,8.
38,"Sproles, Darren",PHI,@LAC,RB,6.8,28.6,0.2,0.1,0.,0.1,0.,0.,0.,3.7,28.7,0.1,0.1,0.1,17.5,2.4,0.,1.7,7.8
39,"Stewart, Jonathan",CAR,@NEP,RB,12.9,48.9,0.5,0.5,0.,0.,0.,0.,0.,0.6,2.9,0.,0.,0.,0.,0.,0.1,1.3,7.7
40,"Bernard, Giovani",CIN,@CLE,RB,9.4,40.7,0.2,0.1,0.1,0.,0.,0.,0.,3.,26.8,0.,0.1,0.1,0.,0.2,0.1,3.,7.6
41,"Murray, Latavius",MIN,DET,RB,10.3,36.8,0.4,0.3,0.,0.,0.,0.,0.,2.,17.2,0.,0.1,0.,0.,0.4,0.1,1.5,7.4
