Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Gostkowski, Stephen",NEP,CAR,K,3.,3.2,2.1,2.3,0.1,0.5,0.6,0.8,0.1,0.2,9.5
2,"Sturgis, Caleb",PHI,@LAC,K,2.5,2.6,2.2,2.5,0.,0.7,0.8,0.5,0.2,0.3,9.3
3,"Bryant, Matt",ATL,BUF,K,3.5,3.6,1.7,1.9,0.,0.6,0.4,0.4,0.3,0.2,9.1
4,"Tucker, Justin",BAL,PIT,K,1.6,1.6,2.1,2.3,0.,0.4,0.6,0.7,0.5,0.2,8.7
5,"Hopkins, Dustin",WAS,@KCC,K,2.7,3.,2.,2.4,0.,0.8,0.6,0.5,0.2,0.4,8.4
6,"Vinatieri, Adam",IND,@SEA,K,2.6,2.7,1.7,1.9,0.,0.3,0.5,0.6,0.3,0.2,8.3
7,"Bailey, Dan",DAL,LAR,K,2.5,2.5,1.8,2.,0.,0.5,0.6,0.4,0.3,0.2,8.2
8,"Prater, Matt",DET,@MIN,K,1.9,2.,1.8,2.,0.,0.4,0.4,0.5,0.5,0.2,7.9
9,"Crosby, Mason",GBP,CHI,K,3.,3.1,1.6,1.8,0.1,0.4,0.6,0.3,0.2,0.2,7.9
10,"Walsh, Blair",SEA,IND,K,1.9,2.2,1.7,2.,0.,0.4,0.7,0.4,0.2,0.3,7.1
11,"Forbath, Kai",MIN,DET,K,1.9,2.1,1.7,1.8,0.,0.5,0.6,0.4,0.1,0.2,7.
12,"Boswell, Chris",PIT,@BAL,K,1.7,1.8,1.7,1.8,0.,0.3,0.7,0.6,0.,0.2,6.9
13,"Catanzaro, Chandler",NYJ,JAC,K,2.2,2.4,1.6,2.,0.,0.5,0.5,0.4,0.2,0.3,6.8
14,"Myers, Jason",JAC,@NYJ,K,1.8,2.1,1.6,2.,0.,0.5,0.3,0.5,0.3,0.4,6.7
15,"McManus, Brandon",DEN,OAK,K,1.7,1.8,1.7,2.1,0.,0.6,0.6,0.3,0.2,0.4,6.6
16,"Lutz, Wil",NOR,@MIA,K,2.7,2.8,1.4,1.8,0.1,0.3,0.5,0.4,0.1,0.4,6.5
17,"Koo, Younghoe",LAC,PHI,K,2.2,2.5,1.5,1.9,0.,0.4,0.6,0.4,0.1,0.4,6.3
18,"Bullock, Randy",CIN,@CLE,K,2.1,2.3,1.6,2.,0.,0.7,0.5,0.4,0.,0.4,6.3
19,"Dawson, Phil",ARZ,SFO,K,2.5,2.7,1.3,1.6,0.,0.3,0.4,0.4,0.1,0.3,6.1
20,"Santos, Cairo",KCC,WAS,K,1.9,2.,1.5,1.8,0.,0.3,0.7,0.3,0.1,0.3,5.9
21,"Fairbairn, Ka'imi",HOU,TEN,K,1.6,1.7,1.6,2.,0.1,0.5,0.5,0.4,0.1,0.4,5.9
22,"Gould, Robbie",SFO,@ARZ,K,2.,2.1,1.2,1.3,0.,0.3,0.3,0.4,0.1,0.1,5.7
23,"Hauschka, Steven",BUF,@ATL,K,1.7,2.,1.5,1.7,0.,0.5,0.6,0.4,0.,0.3,5.7
24,"Folk, Nick",TBB,NYG,K,1.7,1.8,1.6,2.,0.,0.6,0.7,0.2,0.1,0.4,5.6
25,"Gonzalez, Zane",CLE,CIN,K,1.5,1.5,1.5,1.7,0.,0.5,0.5,0.4,0.,0.3,5.5
26,"Rosas, Aldrick",NYG,@TBB,K,1.9,2.1,1.1,1.2,0.,0.3,0.4,0.4,0.,0.1,5.5
27,"Succop, Ryan",TEN,@HOU,K,1.8,1.9,1.1,1.1,0.,0.2,0.3,0.4,0.1,0.1,5.4
28,"Parkey, Cody",MIA,NOR,K,2.1,2.1,1.3,1.6,0.,0.5,0.4,0.3,0.,0.3,5.3
29,"Gano, Graham",CAR,@NEP,K,1.8,1.9,1.3,1.8,0.,0.3,0.3,0.6,0.1,0.5,5.1
30,"Barth, Connor",CHI,@GBP,K,1.9,2.,1.2,1.5,0.,0.5,0.4,0.2,0.1,0.3,4.8
31,"Janikowski, Sebastian",OAK,@DEN,K,1.7,1.8,1.1,1.6,0.,0.4,0.3,0.4,0.1,0.4,4.5
32,"Zuerlein, Greg",LAR,@DAL,K,1.5,1.5,1.1,1.4,0.,0.2,0.5,0.2,0.1,0.3,4.
