Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Cardinals, Arizona",ARZ,SFO,D,298.9,25.,4.,0.8,1.2,0.2,0.,14.4
2,"Cowboys, Dallas",DAL,LAR,D,222.7,15.1,3.8,1.,0.8,0.,0.,14.1
3,"Bengals, Cincinnati",CIN,@CLE,D,210.8,10.,3.2,1.3,0.3,0.,0.1,13.9
4,"Giants, New York",NYG,@TBB,D,297.7,19.3,3.1,1.,0.7,0.1,0.,13.8
5,"Patriots, New England",NEP,CAR,D,296.8,16.,2.4,1.3,0.8,0.1,0.,13.5
6,"Texans, Houston",HOU,TEN,D,250.4,18.8,2.7,1.7,0.4,0.,0.2,13.4
7,"Vikings, Minnesota",MIN,DET,D,284.2,18.7,3.1,0.6,0.7,0.2,0.,13.3
8,"Broncos, Denver",DEN,OAK,D,247.9,14.4,2.2,1.1,1.,0.1,0.,13.3
9,"Eagles, Philadelphia",PHI,@LAC,D,280.5,18.5,1.9,1.5,0.4,0.2,0.,13.2
10,"Jaguars, Jacksonville",JAC,@NYJ,D,260.,18.8,2.4,0.8,0.6,0.2,0.,12.9
11,"Seahawks, Seattle",SEA,IND,D,230.3,15.8,2.7,0.4,0.7,0.,0.1,11.6
12,"Chiefs, Kansas City",KCC,WAS,D,322.9,16.9,1.1,1.,0.8,0.2,0.1,11.1
13,"Raiders, Oakland",OAK,@DEN,D,323.3,21.8,1.6,1.3,1.,0.1,0.,10.6
14,"Chargers, San Diego",LAC,PHI,D,321.6,26.8,2.5,1.1,0.4,0.2,0.,10.4
15,"Packers, Green Bay",GBP,CHI,D,340.2,21.2,2.,1.5,0.7,0.,0.,10.3
16,"Rams, Los Angeles",LAR,@DAL,D,295.8,26.4,2.1,1.,0.3,0.,0.,10.3
17,"Titans, Tennessee",TEN,@HOU,D,349.9,22.3,2.6,0.6,0.7,0.1,0.,9.9
18,"Steelers, Pittsburgh",PIT,@BAL,D,349.8,24.3,2.5,0.8,0.9,0.,0.1,9.8
19,"Jets, New York",NYJ,JAC,D,288.7,21.2,1.7,0.4,0.5,0.1,0.,9.6
20,"Falcons, Atlanta",ATL,BUF,D,384.,25.7,2.4,1.,0.6,0.2,0.1,9.6
21,"Saints, New Orleans",NOR,@MIA,D,331.1,24.8,2.3,0.7,0.3,0.,0.2,8.4
22,"Panthers, Carolina",CAR,@NEP,D,405.8,26.9,2.7,1.1,0.8,0.,0.1,8.4
23,"Buccaneers, Tampa Bay",TBB,NYG,D,382.7,22.4,1.5,1.2,0.3,0.1,0.,8.4
24,"Colts, Indianapolis",IND,@SEA,D,355.9,21.1,2.2,0.6,0.5,0.1,0.,7.9
25,"Ravens, Baltimore",BAL,PIT,D,364.7,22.5,1.4,1.1,0.6,0.,0.,7.8
26,"49ers, San Francisco",SFO,@ARZ,D,383.6,27.2,2.3,0.7,0.5,0.,0.2,7.7
27,"Browns, Cleveland",CLE,CIN,D,343.1,24.8,1.8,0.7,0.2,0.,0.,7.6
28,"Bills, Buffalo",BUF,@ATL,D,362.,25.5,1.6,0.8,0.4,0.,0.,7.
29,"Redskins, Washington",WAS,@KCC,D,411.5,25.1,1.8,1.2,0.3,0.,0.,6.7
30,"Lions, Detroit",DET,@MIN,D,350.2,23.,1.2,0.5,0.2,0.1,0.,6.1
31,"Dolphins, Miami",MIA,NOR,D,435.9,29.8,1.,1.,0.6,0.1,0.,5.6
32,"Bears, Chicago",CHI,@GBP,D,404.4,31.5,2.,0.4,0.3,0.1,0.1,4.7
