"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Barkley, Saquon","NYG","@DAL","RB",17.9,88.,0.7,0.4,0.,0.,0.,0.,0.2,8.1,0.8,5.7,42.,0.2,0.2,0.1,0.,0.,0.,2.5,18.3
2,"Conner, James","PIT","@NEP","RB",16.3,75.,0.7,0.5,0.1,0.1,0.,0.,0.,5.2,0.6,4.1,36.,0.1,0.1,0.1,0.,0.,0.1,2.,15.7
3,"Elliott, Ezekiel","DAL","NYG","RB",19.7,87.,0.5,0.4,0.1,0.1,0.,0.,0.,5.2,0.7,3.9,31.,0.1,0.1,0.1,0.,0.,0.1,1.9,15.6
4,"Bell, Le'Veon","NYJ","BUF","RB",14.,57.,0.8,0.4,0.2,0.1,0.,0.,0.,3.3,0.2,2.9,29.,0.4,0.1,0.1,0.,0.,0.1,1.1,15.5
5,"Gurley, Todd","LAR","@CAR","RB",13.7,70.,0.8,0.6,0.1,0.,0.,0.,0.,4.5,0.8,2.9,28.,0.1,0.1,0.1,0.,0.,0.1,2.3,15.4
6,"Kamara, Alvin","NOS","HOU","RB",11.3,51.,0.6,0.5,0.1,0.,0.,0.,0.,6.5,1.4,5.,47.,0.2,0.2,0.1,3.,24.,0.,2.4,15.
7,"McCaffrey, Christian","CAR","LAR","RB",11.3,52.,0.3,0.3,0.,0.,0.,0.,0.,8.1,1.,6.3,52.,0.4,0.7,0.1,4.,2.,0.,2.,14.7
8,"Fournette, Leonard","JAC","KCC","RB",19.2,70.,0.6,0.5,0.,0.,0.,0.,0.1,4.5,0.3,3.5,29.,0.1,0.1,0.1,0.,1.,0.,1.9,14.6
9,"Michel, Sony","NEP","PIT","RB",16.4,75.,0.8,0.6,0.2,0.,0.,0.,0.,1.8,0.3,1.5,12.,0.1,0.1,0.,0.,5.,0.,2.3,14.2
10,"Montgomery, David","CHI","GBP","RB",13.4,58.,0.6,0.5,0.1,0.1,0.,0.,0.,4.3,0.7,3.2,28.,0.2,0.1,0.1,10.,2.,0.1,1.5,13.4
11,"Johnson, Kerryon","DET","@ARZ","RB",13.3,66.,0.5,0.5,0.,0.,0.,0.,0.,4.1,0.6,3.3,25.,0.1,0.1,0.1,0.,1.,0.1,1.4,13.
12,"Carson, Chris","SEA","CIN","RB",14.,65.,0.7,0.4,0.2,0.1,0.,0.,0.,1.8,0.2,2.,18.,0.1,0.,0.,0.,0.,0.1,1.2,12.9
13,"Mack, Marlon","IND","@LAC","RB",16.6,75.,0.6,0.6,0.,0.,0.,0.,0.,3.2,0.4,2.,13.,0.1,0.1,0.,0.,1.,0.1,1.5,12.8
14,"Johnson, David","ARZ","DET","RB",14.,57.,0.6,0.3,0.2,0.1,0.,0.,0.,4.4,0.5,2.9,28.,0.2,0.1,0.1,0.,0.1,0.2,1.2,12.8
15,"Cook, Dalvin","MIN","ATL","RB",13.5,63.,0.4,0.2,0.1,0.1,0.,0.,0.,4.7,0.5,3.6,29.,0.2,0.1,0.1,0.,1.,0.1,1.4,12.6
16,"Mixon, Joe","CIN","@SEA","RB",15.7,71.,0.5,0.4,0.1,0.,0.,0.,0.,3.6,0.4,2.8,22.,0.,0.1,0.,0.,0.,0.1,1.7,12.3
17,"Chubb, Nick","CLE","TEN","RB",13.7,66.,0.5,0.4,0.,0.,0.,0.,0.1,3.1,0.4,2.2,18.,0.1,0.1,0.,0.,0.,0.,1.4,12.2
18,"Williams, Damien","KCC","@JAC","RB",10.9,52.,0.6,0.5,0.1,0.,0.,0.,0.,3.7,0.8,3.,16.,0.3,0.1,0.1,0.,0.,0.1,2.,11.9
19,"Ingram, Mark","BAL","@MIA","RB",13.,65.,0.6,0.4,0.2,0.,0.,0.,0.,2.7,0.3,2.,14.,0.1,0.1,0.,0.,0.,0.1,1.8,11.9
20,"Henry, Derrick","TEN","@CLE","RB",13.6,65.,0.7,0.5,0.1,0.,0.,0.,0.1,1.6,0.2,1.2,11.,0.,0.,0.,0.,0.,0.1,1.7,11.8
21,"Freeman, Devonta","ATL","@MIN","RB",13.4,64.,0.4,0.2,0.,0.,0.1,0.,0.,3.6,0.6,2.6,21.,0.2,0.1,0.,0.,0.,0.1,1.7,11.6
22,"Lindsay, Phillip","DEN","@OAK","RB",12.8,62.,0.5,0.3,0.,0.1,0.,0.1,0.,3.8,0.4,2.8,19.,0.1,0.1,0.,1.,7.,0.,1.1,11.3
23,"Barber, Peyton","TBB","SFO","RB",19.6,73.,0.5,0.5,0.,0.,0.,0.,0.,2.7,0.4,1.9,10.,0.,0.,0.,0.,0.,0.1,2.3,11.3
24,"Jacobs, Josh","OAK","DEN","RB",13.1,61.,0.4,0.3,0.,0.1,0.,0.,0.1,3.8,0.2,2.9,25.,0.,0.1,0.1,1.,0.,0.2,1.4,10.9
25,"Howard, Jordan","PHI","WAS","RB",12.9,51.,0.5,0.4,0.1,0.,0.,0.,0.,2.5,0.6,1.9,18.,0.1,0.1,0.,1.,2.,0.,1.6,10.8
26,"Coleman, Tevin","SFO","@TBB","RB",11.2,59.,0.3,0.1,0.,0.1,0.,0.1,0.,2.6,0.5,2.1,18.,0.1,0.1,0.,0.,0.,0.,1.3,10.2
27,"White, James","NEP","PIT","RB",5.2,23.,0.3,0.2,0.,0.1,0.,0.,0.,7.,1.2,4.9,40.,0.3,0.2,0.1,0.,0.,0.,1.5,9.8
28,"Jones, Aaron","GBP","@CHI","RB",10.1,49.,0.5,0.3,0.,0.1,0.,0.,0.,3.1,0.3,2.1,16.,0.1,0.1,0.,0.,1.,0.1,1.,9.6
29,"Pollard, Tony","DAL","NYG","RB",16.1,64.,0.3,0.2,0.1,0.,0.,0.,0.,2.1,0.1,1.4,13.,0.,0.,0.,0.,6.,0.1,0.2,9.3
30,"Ekeler, Austin","LAC","IND","RB",12.,40.,0.2,0.1,0.,0.,0.,0.,0.,3.5,0.4,4.,32.,0.1,0.1,0.,0.,1.,0.,0.7,9.
31,"Singletary, Devin","BUF","@NYJ","RB",12.,50.,0.2,0.1,0.,0.1,0.,0.,0.,3.9,0.3,2.8,22.,0.1,0.1,0.,0.,1.,0.,0.9,8.7
32,"Sanders, Miles","PHI","WAS","RB",12.6,56.,0.2,0.1,0.,0.,0.,0.,0.,3.2,0.2,2.5,20.,0.,0.1,0.,1.,14.,0.,1.,8.6
33,"Ballage, Kalen","MIA","BAL","RB",8.4,46.,0.3,0.1,0.,0.,0.,0.,0.2,2.7,0.3,1.9,15.,0.1,0.1,0.,0.,2.,0.2,0.7,8.4
34,"McCoy, LeSean","KCC","@JAC","RB",10.3,36.,0.1,0.1,0.,0.,0.,0.,0.,4.4,0.4,3.5,30.,0.1,0.1,0.1,0.,1.,0.,0.6,8.3
35,"Gordon, Melvin","LAC","IND","RB",10.,40.,0.4,0.2,0.1,0.,0.,0.,0.,2.,0.2,1.,8.,0.2,0.1,0.1,0.,0.,0.,2.2,8.1
36,"Peterson, Adrian","WAS","@PHI","RB",12.7,49.,0.3,0.2,0.,0.,0.,0.,0.1,2.4,0.3,1.7,15.,0.,0.1,0.,0.,0.,0.1,0.7,8.1
37,"Guice, Derrius","WAS","@PHI","RB",8.2,37.,0.3,0.2,0.,0.,0.,0.,0.1,3.,0.2,2.3,18.,0.1,0.1,0.,0.,4.,0.1,0.6,8.
38,"Edwards, Gus","BAL","@MIA","RB",11.9,57.,0.2,0.1,0.1,0.,0.,0.,0.,1.5,0.3,1.2,8.,0.1,0.,0.,0.,0.,0.,0.6,7.8
39,"Cohen, Tarik","CHI","GBP","RB",6.,25.,0.2,0.1,0.,0.,0.,0.,0.,5.4,0.9,4.,34.,0.2,0.1,0.1,21.,20.,0.2,1.,7.8
40,"Johnson, Duke","HOU","@NOS","RB",8.6,36.,0.2,0.2,0.,0.,0.,0.,0.,3.7,0.4,2.8,24.,0.1,0.1,0.1,0.,0.,0.1,0.7,7.8
41,"Gore, Frank","BUF","@NYJ","RB",10.,46.,0.3,0.2,0.1,0.,0.,0.,0.,1.3,0.1,0.9,10.,0.,0.,0.,0.,1.,0.,0.3,7.4
42,"Anderson, C.J.","DET","@ARZ","RB",8.7,43.,0.2,0.2,0.,0.,0.,0.,0.,2.8,0.3,2.1,14.,0.1,0.1,0.,0.,0.,0.,1.,7.
