"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Ertz, Zach","PHI","WAS","TE",8.3,1.3,5.8,59.,0.5,0.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,8.6
2,"Kelce, Travis","KCC","@JAC","TE",6.8,1.2,4.4,57.,0.4,0.1,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.9,8.1
3,"Howard, O.J.","TBB","SFO","TE",4.1,0.7,2.7,40.,0.5,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,0.7,6.6
4,"Cook, Jared","NOS","HOU","TE",5.6,0.8,3.8,49.,0.3,0.,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.9,6.4
5,"Olsen, Greg","CAR","LAR","TE",5.5,1.,3.4,39.,0.4,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8,6.3
6,"Kittle, George","SFO","@TBB","TE",5.9,1.,3.5,50.,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.6,6.2
7,"Engram, Evan","NYG","@DAL","TE",5.6,0.5,3.3,41.,0.2,0.2,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.6,5.8
8,"Henry, Hunter","LAC","IND","TE",4.7,0.9,3.3,41.,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.8
9,"Ebron, Eric","IND","@LAC","TE",5.3,1.,3.2,34.,0.4,0.2,0.1,0.1,0.,0.,0.,-0.3,0.,0.,0.,0.1,0.8,5.8
10,"Dissly, Will","SEA","CIN","TE",3.3,0.7,2.3,29.,0.4,0.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.6
11,"Rudolph, Kyle","MIN","ATL","TE",5.3,1.,3.8,36.,0.3,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.6
12,"Witten, Jason","DAL","NYG","TE",5.3,0.7,3.9,35.,0.3,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.5,5.4
13,"Hooper, Austin","ATL","@MIN","TE",5.1,0.5,4.,39.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,5.3
14,"Njoku, David","CLE","TEN","TE",4.9,0.7,2.8,35.,0.3,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.
15,"Shaheen, Adam","CHI","GBP","TE",4.1,0.8,3.,26.,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.8
16,"McDonald, Vance","PIT","@NEP","TE",4.8,0.7,3.1,35.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,4.8
17,"Graham, Jimmy","GBP","@CHI","TE",5.8,0.8,3.2,35.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,4.8
18,"Andrews, Mark","BAL","@MIA","TE",3.5,0.7,2.3,34.,0.2,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.4,4.7
19,"Smith, Jonnu","TEN","@CLE","TE",3.9,0.5,2.6,30.,0.3,0.2,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.6,4.7
20,"Doyle, Jack","IND","@LAC","TE",4.4,0.8,3.4,32.,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,4.7
21,"Walker, Delanie","TEN","@CLE","TE",5.1,0.6,3.1,36.,0.2,0.1,0.,0.,0.,0.,0.,-0.1,0.,0.,0.,0.1,0.6,4.7
22,"Davis, Vernon","WAS","@PHI","TE",3.3,0.2,2.3,28.,0.2,0.1,0.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.3,4.2
23,"Hockenson, T.J.","DET","@ARZ","TE",3.5,0.5,2.5,27.,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,1.,0.,0.4,4.
24,"Waller, Darren","OAK","DEN","TE",3.4,0.3,2.3,31.,0.1,0.,0.,0.1,0.,0.,0.,1.,0.,0.,0.,0.,0.5,4.
25,"Eifert, Tyler","CIN","@SEA","TE",3.4,0.4,2.4,26.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.9
26,"Thomas, Jordan","HOU","@NOS","TE",2.8,0.8,1.9,21.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,3.5
27,"Brate, Cameron","TBB","SFO","TE",2.9,0.6,1.8,18.,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,3.4
28,"Fant, Noah","DEN","@OAK","TE",3.3,0.7,2.,22.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,3.2
29,"Jarwin, Blake","DAL","NYG","TE",2.7,0.3,2.1,22.,0.2,0.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.3,3.2
30,"Uzomah, C.J.","CIN","@SEA","TE",3.8,0.4,2.4,25.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.2
31,"Goedert, Dallas","PHI","WAS","TE",2.4,0.4,1.6,16.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.
32,"Vannett, Nick","SEA","CIN","TE",3.1,0.7,1.8,17.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,3.
