"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Gould, Robbie","SFO","@TBB","K",1.8,2.,2.3,2.4,0.,0.6,0.8,0.8,0.2,0.1,9.6
2,"Zuerlein, Greg","LAR","@CAR","K",2.6,2.7,2.1,2.6,0.,0.7,0.6,0.4,0.4,0.4,9.
3,"Butker, Harrison","KCC","@JAC","K",3.2,3.3,1.7,1.9,0.,0.5,0.7,0.4,0.2,0.2,8.4
4,"Tucker, Justin","BAL","@MIA","K",2.2,2.2,2.,2.3,0.,0.5,0.6,0.5,0.3,0.3,8.3
5,"Bryant, Matt","ATL","@MIN","K",2.3,2.4,1.7,1.9,0.,0.4,0.5,0.5,0.4,0.1,8.2
6,"Myers, Jason","SEA","CIN","K",2.4,2.7,1.7,1.9,0.,0.3,0.6,0.5,0.3,0.2,8.1
7,"Lutz, Wil","NOS","HOU","K",2.8,2.9,1.6,1.8,0.,0.4,0.5,0.6,0.2,0.2,7.8
8,"Fairbairn, Ka'imi","HOU","@NOS","K",2.3,2.4,1.8,2.1,0.,0.4,0.6,0.6,0.2,0.3,7.8
9,"Hauschka, Steven","BUF","@NYJ","K",2.,2.1,1.8,2.1,0.,0.3,0.7,0.5,0.3,0.3,7.8
10,"Prater, Matt","DET","@ARZ","K",2.1,2.1,1.7,2.,0.1,0.4,0.7,0.4,0.3,0.2,7.5
11,"Succop, Ryan","TEN","@CLE","K",2.,2.2,1.8,2.1,0.,0.4,0.7,0.6,0.1,0.3,7.4
12,"Gostkowski, Stephen","NEP","PIT","K",2.7,2.8,1.6,1.9,0.,0.6,0.5,0.4,0.1,0.3,7.2
13,"Elliott, Jake","PHI","WAS","K",2.1,2.3,1.5,1.7,0.,0.3,0.4,0.5,0.2,0.2,6.9
14,"Rosas, Aldrick","NYG","@DAL","K",1.8,1.9,1.6,1.8,0.,0.6,0.5,0.3,0.2,0.2,6.9
15,"Bullock, Randy","CIN","@SEA","K",2.3,2.4,1.3,1.4,0.,0.3,0.5,0.4,0.1,0.2,6.2
16,"Crosby, Mason","GBP","@CHI","K",2.,2.1,1.4,1.6,0.,0.3,0.4,0.5,0.2,0.2,6.2
17,"Slye, Joey","CAR","LAR","K",2.,2.2,1.2,1.3,0.,0.3,0.5,0.3,0.2,0.1,6.1
18,"Carlson, Daniel","OAK","DEN","K",1.7,1.7,1.3,1.5,0.,0.2,0.2,0.6,0.2,0.2,6.1
19,"Vinatieri, Adam","IND","@LAC","K",2.1,2.3,1.3,1.6,0.,0.5,0.3,0.3,0.2,0.3,6.1
20,"Hopkins, Dustin","WAS","@PHI","K",1.6,1.6,1.5,1.7,0.,0.4,0.3,0.5,0.1,0.2,6.
21,"Boswell, Chris","PIT","@NEP","K",2.3,2.5,1.3,1.7,0.,0.3,0.5,0.4,0.1,0.4,5.8
22,"Badgley, Mike","LAC","IND","K",1.9,2.1,1.3,1.7,0.,0.4,0.4,0.4,0.1,0.3,5.7
23,"Lambo, Josh","JAC","KCC","K",1.6,1.7,1.3,1.5,0.,0.2,0.6,0.3,0.2,0.2,5.7
24,"Sanders, Jason","MIA","BAL","K",2.,2.1,1.1,1.2,0.,0.4,0.2,0.4,0.,0.1,5.3
25,"McManus, Brandon","DEN","@OAK","K",1.8,1.8,1.2,1.6,0.,0.3,0.5,0.3,0.1,0.4,4.7
26,"Gay, Matt","TBB","SFO","K",1.9,2.1,1.2,1.7,0.,0.3,0.6,0.3,0.1,0.5,4.6
27,"Maher, Brett","DAL","NYG","K",1.8,1.9,1.2,1.8,0.,0.5,0.3,0.3,0.2,0.6,4.5
28,"Bailey, Dan","MIN","ATL","K",2.,2.1,1.3,1.9,0.,0.3,0.6,0.2,0.1,0.6,4.5
29,"Seibert, Austin","CLE","TEN","K",1.7,1.9,1.,1.3,0.,0.2,0.4,0.3,0.1,0.3,4.4
30,"Pineiro, Eddy","CHI","GBP","K",1.6,1.6,1.,1.2,0.,0.3,0.4,0.3,0.,0.3,4.1
31,"Gonzalez, Zane","ARZ","DET","K",1.1,1.2,1.,1.4,0.,0.2,0.4,0.3,0.2,0.4,3.6
"","","","","","","","","","","","","","","",""
