"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Smith-Schuster, JuJu","PIT","@NEP","WR",10.9,1.7,7.,96.,0.8,0.3,0.1,0.2,0.,0.1,0.1,0.,0.,0.,7.,0.,1.4,14.4
2,"Hopkins, DeAndre","HOU","@NOS","WR",11.9,1.5,6.9,94.,0.7,0.3,0.2,0.1,0.1,0.1,0.,-0.2,0.,0.,0.,0.1,1.4,13.4
3,"Adams, Davante","GBP","@CHI","WR",10.,1.6,6.1,75.,0.7,0.2,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,11.6
4,"Brown, Antonio","OAK","DEN","WR",9.8,1.2,6.2,77.,0.6,0.2,0.1,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,1.1,11.6
5,"Hill, Tyreek","KCC","@JAC","WR",7.5,0.6,4.7,74.,0.4,0.1,0.1,0.,0.,0.,0.2,7.,0.1,10.,1.,0.,1.,11.4
6,"Thomas, Michael","NOS","HOU","WR",9.9,1.7,7.1,81.,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.1,10.7
7,"Diggs, Stefon","MIN","ATL","WR",9.6,1.3,6.3,67.,0.6,0.3,0.1,0.1,0.1,0.,0.1,4.,0.,0.,0.,0.,1.,10.7
8,"Beckham, Odell","CLE","TEN","WR",8.7,1.3,5.1,69.,0.6,0.2,0.2,0.1,0.,0.1,0.,2.,0.,2.,1.,0.1,1.2,10.7
9,"Evans, Mike","TBB","SFO","WR",7.6,0.8,5.2,75.,0.5,0.2,0.2,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.8,10.7
10,"Thielen, Adam","MIN","ATL","WR",9.6,1.3,6.3,76.,0.5,0.2,0.1,0.,0.,0.1,0.,2.,0.,0.,0.,0.1,0.9,10.6
11,"Jones, Julio","ATL","@MIN","WR",7.4,1.,5.4,78.,0.5,0.2,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.2,0.9,10.5
12,"Lockett, Tyler","SEA","CIN","WR",5.1,0.5,3.6,64.,0.6,0.1,0.1,0.2,0.1,0.,0.1,3.,0.,8.,27.,0.,0.7,10.3
13,"Pettis, Dante","SFO","@TBB","WR",6.6,0.8,4.,64.,0.6,0.2,0.2,0.1,0.,0.,0.1,1.,0.,1.,0.,0.,0.9,10.2
14,"Cooper, Amari","DAL","NYG","WR",7.6,0.6,5.1,69.,0.5,0.1,0.1,0.1,0.,0.1,0.2,1.,0.,0.,0.,0.1,0.9,10.1
15,"Cooks, Brandin","LAR","@CAR","WR",7.4,1.,4.9,74.,0.3,0.2,0.1,0.,0.,0.,0.,3.,0.,0.,0.,0.,0.8,9.8
16,"Allen, Keenan","LAC","IND","WR",8.8,1.1,5.3,71.,0.3,0.1,0.1,0.,0.,0.1,0.,2.,0.,0.,1.,0.,1.1,9.6
17,"Hilton, T.Y.","IND","@LAC","WR",8.4,0.8,4.5,76.,0.3,0.1,0.,0.1,0.,0.1,0.1,0.,0.,0.,0.,0.,0.7,9.5
18,"Godwin, Chris","TBB","SFO","WR",7.5,1.3,5.,67.,0.4,0.1,0.1,0.1,0.1,0.,0.1,1.,0.,3.,0.,0.1,1.3,9.3
19,"Brown, John","BUF","@NYJ","WR",8.1,1.2,4.1,58.,0.5,0.2,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,1.,9.2
20,"Boyd, Tyler","CIN","@SEA","WR",7.2,0.9,4.6,63.,0.5,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.1,4.,0.,0.8,9.1
21,"Shepard, Sterling","NYG","@DAL","WR",7.4,1.5,4.5,67.,0.4,0.2,0.1,0.,0.,0.,0.,1.,0.,1.,1.,0.,0.9,9.
22,"Moore, D.J.","CAR","LAR","WR",7.4,0.9,4.5,64.,0.4,0.1,0.1,0.1,0.,0.,0.1,4.,0.,0.,9.,0.1,0.8,8.9
23,"Golladay, Kenny","DET","@ARZ","WR",7.7,1.1,4.2,61.,0.4,0.2,0.1,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.8,8.8
24,"Edelman, Julian","NEP","PIT","WR",7.4,1.1,5.,65.,0.3,0.2,0.,0.1,0.1,0.,0.,4.,0.,11.,0.,0.,0.9,8.8
25,"Woods, Robert","LAR","@CAR","WR",7.6,0.6,5.,66.,0.2,0.1,0.,0.,0.1,0.,0.,7.,0.,0.,0.,0.,0.5,8.6
26,"Parker, DeVante","MIA","BAL","WR",6.6,0.7,4.3,58.,0.4,0.1,0.1,0.1,0.,0.,0.1,0.,0.,1.,2.,0.,0.6,7.9
