Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Elliott, Ezekiel",DAL,LAC,RB,21.1,106.1,0.9,0.6,0.1,0.,0.,0.,0.1,2.3,21.4,0.,0.1,0.,0.,0.5,0.1,2.8,17.9
2,"Johnson, David",ARZ,JAC,RB,16.2,66.8,0.8,0.7,0.1,0.,0.,0.,0.,4.5,48.,0.2,0.2,0.1,0.,3.9,0.2,3.1,17.6
3,"Bell, Le'Veon",PIT,GBP,RB,17.9,86.,0.5,0.5,0.,0.,0.,0.,0.,3.7,27.9,0.1,0.1,0.1,0.,0.,0.1,2.6,15.
4,"Murray, DeMarco",TEN,@IND,RB,16.4,67.7,0.5,0.3,0.,0.,0.,0.,0.1,2.9,20.6,0.1,0.1,0.,0.,1.1,0.1,2.3,12.2
5,"Gurley, Todd",LAR,NOR,RB,18.5,69.6,0.5,0.4,0.,0.,0.,0.,0.,2.5,20.1,0.,0.1,0.,0.,0.3,0.1,2.9,12.
6,"Miller, Lamar",HOU,@BAL,RB,20.2,75.7,0.5,0.4,0.,0.,0.,0.,0.,2.5,14.9,0.1,0.1,0.,0.,0.,0.1,1.8,12.
7,"Hunt, Kareem",KCC,BUF,RB,14.5,63.4,0.4,0.3,0.,0.,0.,0.,0.,2.3,21.9,0.2,0.1,0.,0.,0.3,0.1,3.9,11.9
8,"Freeman, Devonta",ATL,TBB,RB,12.1,54.6,0.5,0.4,0.,0.,0.,0.,0.,3.2,28.,0.1,0.1,0.1,0.,0.,0.1,3.8,11.7
9,"Howard, Jordan",CHI,@PHI,RB,14.4,72.9,0.4,0.4,0.,0.,0.,0.,0.,1.7,16.9,0.1,0.1,0.,0.,0.,0.1,1.7,11.7
10,"Anderson, C.J.",DEN,@OAK,RB,14.6,59.1,0.5,0.4,0.1,0.,0.,0.,0.,2.6,22.,0.1,0.1,0.,0.,3.2,0.2,2.1,11.6
11,"McCoy, LeSean",BUF,@KCC,RB,12.4,62.5,0.5,0.3,0.1,0.,0.,0.,0.,2.5,19.9,0.1,0.1,0.,0.,0.,0.1,3.,11.5
12,"Hyde, Carlos",SFO,SEA,RB,14.6,63.2,0.4,0.3,0.1,0.,0.,0.,0.,2.4,19.1,0.2,0.1,0.,0.,0.2,0.2,2.8,11.5
13,"Gillislee, Mike",NEP,MIA,RB,12.6,56.8,0.7,0.6,0.,0.,0.,0.1,0.,0.9,8.,0.1,0.,0.,0.,2.1,0.,1.9,11.3
14,"Ingram, Mark",NOR,@LAR,RB,11.8,58.9,0.4,0.3,0.1,0.,0.,0.,0.,2.9,21.4,0.1,0.1,0.,0.,0.,0.1,3.1,11.2
