Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Seahawks, Seattle",SEA,@SFO,D,192.7,13.4,3.1,0.4,0.8,0.,0.1,15.8
2,"Panthers, Carolina",CAR,@NYJ,D,273.7,18.3,3.8,1.5,1.2,0.,0.2,15.7
3,"Giants, New York",NYG,@WAS,D,244.1,16.2,3.7,1.2,0.9,0.2,0.,15.2
4,"Bengals, Cincinnati",CIN,CLE,D,210.8,10.,3.2,1.3,0.3,0.,0.1,13.9
5,"Patriots, New England",NEP,MIA,D,286.9,15.5,2.4,1.3,0.8,0.1,0.,13.7
6,"Vikings, Minnesota",MIN,@DET,D,284.2,18.7,3.1,0.6,0.7,0.2,0.,13.3
7,"Broncos, Denver",DEN,@OAK,D,247.9,14.4,2.2,1.1,1.,0.1,0.,13.3
8,"Eagles, Philadelphia",PHI,CHI,D,290.6,19.1,1.8,1.4,0.4,0.2,0.,13.1
9,"Cowboys, Dallas",DAL,LAC,D,294.3,19.8,3.2,0.9,0.7,0.,0.,12.9
10,"Texans, Houston",HOU,@BAL,D,273.7,20.4,2.4,1.6,0.4,0.,0.1,12.9
11,"Cardinals, Arizona",ARZ,JAC,D,312.9,26.2,3.8,0.7,1.1,0.2,0.,12.7
12,"Saints, New Orleans",NOR,@LAR,D,225.4,16.9,3.,0.9,0.4,0.,0.2,12.2
13,"Chiefs, Kansas City",KCC,BUF,D,305.9,16.,1.1,1.,0.9,0.2,0.1,11.4
14,"Falcons, Atlanta",ATL,TBB,D,344.1,23.3,2.7,1.1,0.7,0.2,0.2,11.4
15,"Bills, Buffalo",BUF,@KCC,D,271.5,19.1,2.1,1.,0.4,0.,0.,11.3
16,"Ravens, Baltimore",BAL,HOU,D,303.5,18.6,1.7,1.3,0.7,0.,0.,10.7
17,"Raiders, Oakland",OAK,DEN,D,323.3,21.8,1.6,1.3,1.,0.1,0.,10.6
18,"Jaguars, Jacksonville",JAC,@ARZ,D,315.,22.6,2.,0.7,0.5,0.2,0.,9.5
19,"Chargers, San Diego",LAC,@DAL,D,344.8,28.6,2.3,1.,0.3,0.1,0.,8.9
20,"Bears, Chicago",CHI,@PHI,D,323.9,25.4,2.5,0.5,0.3,0.1,0.1,8.4
21,"Steelers, Pittsburgh",PIT,GBP,D,380.4,26.2,2.2,0.7,0.8,0.,0.1,8.2
22,"Titans, Tennessee",TEN,@IND,D,387.1,24.7,2.3,0.6,0.6,0.1,0.,8.2
23,"Buccaneers, Tampa Bay",TBB,@ATL,D,395.8,23.1,1.4,1.1,0.3,0.1,0.,8.1
24,"Jets, New York",NYJ,CAR,D,304.,22.3,1.6,0.4,0.5,0.1,0.,8.
25,"Colts, Indianapolis",IND,TEN,D,356.3,21.1,2.3,0.6,0.5,0.1,0.,7.9
26,"Redskins, Washington",WAS,NYG,D,391.3,23.8,1.8,1.2,0.3,0.,0.,7.8
27,"49ers, San Francisco",SFO,SEA,D,365.5,26.1,2.4,0.7,0.5,0.,0.2,7.7
28,"Browns, Cleveland",CLE,@CIN,D,343.1,24.8,1.8,0.7,0.2,0.,0.,7.6
29,"Rams, Los Angeles",LAR,NOR,D,335.7,29.9,1.9,0.9,0.3,0.,0.,7.3
30,"Packers, Green Bay",GBP,@PIT,D,419.9,26.2,1.7,1.2,0.5,0.,0.,7.2
31,"Lions, Detroit",DET,MIN,D,350.2,23.,1.2,0.5,0.2,0.1,0.,6.1
32,"Dolphins, Miami",MIA,@NEP,D,419.2,28.9,1.1,1.,0.6,0.1,0.,5.7
