Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Bailey, Dan",DAL,LAC,K,2.9,2.9,2.1,2.3,0.,0.6,0.7,0.5,0.3,0.2,9.6
2,"Tucker, Justin",BAL,HOU,K,1.5,1.5,2.,2.2,0.,0.4,0.6,0.6,0.4,0.2,8.3
3,"Sturgis, Caleb",PHI,CHI,K,2.2,2.3,2.,2.3,0.,0.6,0.7,0.5,0.2,0.3,8.2
4,"Walsh, Blair",SEA,@SFO,K,2.1,2.4,1.9,2.2,0.,0.5,0.8,0.5,0.2,0.2,8.
5,"Prater, Matt",DET,MIN,K,1.9,2.,1.8,2.,0.,0.4,0.4,0.5,0.5,0.2,7.9
6,"Bryant, Matt",ATL,TBB,K,3.1,3.1,1.6,1.8,0.,0.6,0.4,0.4,0.2,0.2,7.9
7,"Hauschka, Steven",BUF,@KCC,K,2.2,2.6,1.9,2.1,0.,0.6,0.7,0.4,0.1,0.2,7.9
8,"Gostkowski, Stephen",NEP,MIA,K,2.6,2.8,1.8,2.,0.,0.4,0.6,0.6,0.1,0.3,7.9
9,"Lutz, Wil",NOR,@LAR,K,3.1,3.2,1.6,2.,0.1,0.4,0.6,0.4,0.1,0.3,7.8
10,"Vinatieri, Adam",IND,TEN,K,2.4,2.5,1.5,1.8,0.,0.3,0.4,0.5,0.3,0.2,7.5
11,"Boswell, Chris",PIT,GBP,K,1.8,1.9,1.8,1.9,0.,0.3,0.7,0.7,0.,0.2,7.3
12,"Myers, Jason",JAC,@ARZ,K,1.9,2.2,1.7,2.,0.,0.5,0.3,0.5,0.3,0.3,7.2
13,"Forbath, Kai",MIN,@DET,K,1.9,2.1,1.7,1.8,0.,0.5,0.6,0.4,0.1,0.2,7.
14,"Fairbairn, Ka'imi",HOU,@BAL,K,1.7,1.9,1.8,2.2,0.1,0.6,0.6,0.5,0.1,0.3,6.9
15,"Catanzaro, Chandler",NYJ,CAR,K,2.2,2.4,1.6,2.,0.,0.5,0.5,0.3,0.2,0.3,6.7
16,"Koo, Younghoe",LAC,@DAL,K,2.3,2.6,1.6,1.9,0.,0.4,0.6,0.5,0.1,0.4,6.6
17,"Crosby, Mason",GBP,@PIT,K,2.6,2.7,1.4,1.6,0.,0.4,0.5,0.2,0.2,0.2,6.6
18,"McManus, Brandon",DEN,@OAK,K,1.7,1.8,1.7,2.1,0.,0.6,0.6,0.3,0.2,0.4,6.6
19,"Santos, Cairo",KCC,BUF,K,2.,2.2,1.6,1.9,0.,0.4,0.7,0.4,0.1,0.3,6.5
20,"Bullock, Randy",CIN,CLE,K,2.1,2.3,1.6,2.,0.,0.7,0.5,0.4,0.,0.4,6.3
21,"Succop, Ryan",TEN,@IND,K,2.,2.2,1.2,1.3,0.,0.2,0.3,0.5,0.1,0.1,6.
22,"Dawson, Phil",ARZ,JAC,K,2.5,2.6,1.2,1.5,0.,0.3,0.4,0.5,0.1,0.3,6.
23,"Rosas, Aldrick",NYG,@WAS,K,2.1,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.,0.1,5.9
24,"Gano, Graham",CAR,@NYJ,K,2.,2.1,1.4,1.9,0.,0.3,0.4,0.6,0.1,0.5,5.9
25,"Hopkins, Dustin",WAS,NYG,K,2.1,2.2,1.6,2.1,0.,0.6,0.5,0.4,0.1,0.5,5.8
26,"Folk, Nick",TBB,@ATL,K,1.7,1.8,1.6,1.9,0.,0.6,0.7,0.2,0.1,0.4,5.7
27,"Gonzalez, Zane",CLE,@CIN,K,1.5,1.5,1.5,1.7,0.,0.5,0.5,0.4,0.,0.3,5.5
28,"Barth, Connor",CHI,@PHI,K,2.,2.1,1.2,1.6,0.,0.5,0.5,0.2,0.1,0.3,5.2
29,"Parkey, Cody",MIA,@NEP,K,2.,2.,1.2,1.6,0.,0.5,0.4,0.3,0.,0.3,4.9
30,"Zuerlein, Greg",LAR,NOR,K,1.7,1.7,1.2,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.8
31,"Gould, Robbie",SFO,SEA,K,1.7,1.8,1.,1.1,0.,0.3,0.3,0.4,0.,0.1,4.6
32,"Janikowski, Sebastian",OAK,DEN,K,1.7,1.8,1.1,1.6,0.,0.4,0.3,0.4,0.1,0.4,4.5
