Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Falcons, Atlanta",ATL,@CHI,D,238.1,14.2,3.9,1.6,1.,0.2,0.2,17.2
2,"Panthers, Carolina",CAR,@SFO,D,279.6,18.3,3.8,1.5,1.2,0.,0.2,15.7
3,"Steelers, Pittsburgh",PIT,@CLE,D,229.1,15.,3.8,1.2,1.4,0.,0.1,15.5
4,"Giants, New York",NYG,@DAL,D,299.,16.7,3.7,1.2,0.9,0.1,0.,15.3
5,"Colts, Indianapolis",IND,@LAR,D,223.8,12.,3.5,1.,0.8,0.1,0.,15.2
6,"Eagles, Philadelphia",PHI,@WAS,D,248.6,15.7,2.1,1.6,0.2,0.2,0.,13.7
7,"Texans, Houston",HOU,JAC,D,261.8,19.7,2.5,1.6,0.4,0.,0.2,13.
8,"Patriots, New England",NEP,KCC,D,322.6,16.,2.5,1.3,0.8,0.1,0.,12.1
9,"Jets, New York",NYJ,@BUF,D,259.9,18.9,1.9,0.5,0.6,0.1,0.,11.2
10,"Broncos, Denver",DEN,LAC,D,318.7,18.5,1.8,0.9,0.8,0.1,0.,10.5
11,"Rams, Los Angeles",LAR,IND,D,285.4,25.5,2.2,1.,0.2,0.,0.,10.1
12,"Titans, Tennessee",TEN,OAK,D,337.6,21.5,2.6,0.6,0.8,0.1,0.,10.
13,"Vikings, Minnesota",MIN,NOR,D,343.3,22.7,2.6,0.5,0.6,0.2,0.,9.8
14,"Bengals, Cincinnati",CIN,BAL,D,308.2,14.6,2.4,1.1,0.,0.,0.1,9.5
15,"Jaguars, Jacksonville",JAC,@HOU,D,331.4,22.9,2.,0.7,0.5,0.2,0.,9.4
16,"Chiefs, Kansas City",KCC,@NEP,D,364.7,19.1,0.9,0.9,0.7,0.2,0.1,9.4
17,"49ers, San Francisco",SFO,CAR,D,327.3,23.4,2.6,0.8,0.5,0.,0.2,9.3
18,"Cardinals, Arizona",ARZ,@DET,D,378.4,31.7,3.1,0.6,0.9,0.1,0.,9.
19,"Raiders, Oakland",OAK,@TEN,D,365.,24.6,1.4,1.1,0.9,0.1,0.,8.9
20,"Cowboys, Dallas",DAL,NYG,D,382.8,25.1,2.5,0.7,0.6,0.,0.,8.1
21,"Seahawks, Seattle",SEA,@GBP,D,315.4,21.6,2.1,0.2,0.6,0.,0.1,7.6
22,"Packers, Green Bay",GBP,SEA,D,447.5,27.6,1.6,1.2,0.5,0.,0.,7.
23,"Chargers, San Diego",LAC,@DEN,D,402.1,30.9,2.1,0.9,0.3,0.1,0.,6.3
24,"Browns, Cleveland",CLE,PIT,D,383.5,28.,1.6,0.6,0.1,0.,0.,6.
25,"Ravens, Baltimore",BAL,@CIN,D,429.6,26.3,1.2,0.9,0.5,0.,0.,5.9
26,"Lions, Detroit",DET,ARZ,D,377.3,25.,1.2,0.5,0.1,0.1,0.,5.7
27,"Redskins, Washington",WAS,PHI,D,490.4,29.9,1.4,0.9,0.1,0.,0.,4.5
28,"Saints, New Orleans",NOR,@MIN,D,426.9,32.,1.8,0.5,0.3,0.,0.1,4.3
29,"Bears, Chicago",CHI,ATL,D,418.,32.7,1.9,0.4,0.,0.1,0.1,4.
30,"Bills, Buffalo",BUF,NYJ,D,474.4,33.6,1.1,0.5,0.,0.,0.,3.1
