Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Bell, Le'Veon",PIT,@CLE,RB,23.1,109.6,0.6,0.6,0.,0.,0.,0.,0.,4.7,35.6,0.2,0.1,0.1,0.,0.,0.1,3.3,19.3
2,"Johnson, David",ARZ,@DET,RB,17.2,71.,0.9,0.7,0.1,0.,0.,0.,0.,4.8,50.4,0.3,0.7,0.1,0.,4.1,0.2,3.3,18.6
3,"Freeman, Devonta",ATL,@CHI,RB,17.1,77.7,0.7,0.6,0.,0.,0.,0.,0.1,4.4,40.7,0.2,0.2,0.1,0.,0.,0.1,5.2,17.4
4,"Howard, Jordan",CHI,ATL,RB,17.2,87.2,0.5,0.5,0.,0.,0.,0.,0.,2.,20.2,0.1,0.1,0.,0.,0.,0.1,2.,14.1
5,"Cook, Dalvin",MIN,NOR,RB,15.2,63.9,0.6,0.4,0.1,0.,0.,0.1,0.1,3.5,24.4,0.2,0.1,0.,0.,0.,0.1,4.,13.
6,"Murray, DeMarco",TEN,OAK,RB,17.2,71.3,0.5,0.3,0.,0.,0.,0.,0.1,3.1,22.2,0.2,0.1,0.,0.,1.2,0.1,2.4,12.9
7,"Elliott, Ezekiel",DAL,NYG,RB,16.,80.,0.5,0.3,0.1,0.,0.,0.,0.1,2.3,17.,0.,0.1,0.,0.,0.4,0.2,3.,12.6
8,"Gurley, Todd",LAR,IND,RB,18.2,68.4,0.5,0.4,0.,0.,0.,0.,0.,2.4,19.6,0.,0.1,0.,0.,0.3,0.1,2.9,11.8
9,"Hunt, Kareem",KCC,@NEP,RB,14.4,62.4,0.4,0.3,0.,0.,0.,0.,0.,2.3,22.2,0.2,0.1,0.,0.,0.3,0.1,3.7,11.7
10,"Anderson, C.J.",DEN,LAC,RB,14.8,60.7,0.5,0.4,0.1,0.,0.,0.,0.,2.5,20.6,0.1,0.1,0.,0.,2.3,0.2,2.3,11.5
