"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Hunt, Kareem","CLE","@ARZ","RB",16.8,76.,0.7,0.5,0.1,0.,0.1,0.,0.,3.9,0.8,2.8,36.,0.6,0.1,0.1,0.,15.,0.,2.9,18.7
2,"Barkley, Saquon","NYG","MIA","RB",17.9,87.,0.7,0.4,0.,0.,0.,0.,0.2,7.8,0.8,5.5,41.,0.2,0.2,0.1,0.,0.,0.,2.5,18.2
3,"Conner, James","PIT","BUF","RB",18.5,85.,0.8,0.6,0.1,0.1,0.,0.,0.,6.,0.7,4.7,41.,0.1,0.2,0.1,0.,0.,0.1,2.3,18.
4,"Gurley, Todd","LAR","@DAL","RB",15.6,80.,0.9,0.7,0.2,0.,0.1,0.,0.,5.1,0.9,3.3,31.,0.2,0.1,0.1,0.,0.,0.1,2.7,17.5
5,"Gordon, Melvin","LAC","MIN","RB",16.8,73.,0.8,0.5,0.2,0.1,0.,0.,0.,4.9,0.7,3.5,32.,0.2,0.1,0.1,0.,0.,0.,2.4,16.4
6,"Kamara, Alvin","NOS","IND","RB",11.5,52.,0.7,0.5,0.1,0.,0.,0.,0.,6.7,1.4,5.1,48.,0.2,0.2,0.1,3.,24.,0.,2.4,15.3
7,"Chubb, Nick","CLE","@ARZ","RB",16.5,79.,0.6,0.5,0.,0.,0.,0.1,0.1,3.7,0.4,2.6,22.,0.2,0.1,0.,0.,0.,0.,1.7,14.8
8,"Elliott, Ezekiel","DAL","LAR","RB",18.9,83.,0.5,0.3,0.1,0.1,0.,0.,0.,5.,0.6,3.7,29.,0.1,0.1,0.1,0.,0.,0.1,1.8,14.7
9,"McCaffrey, Christian","CAR","SEA","RB",11.1,52.,0.3,0.3,0.,0.,0.,0.,0.,8.,1.,6.2,52.,0.4,0.7,0.1,4.,2.,0.,2.1,14.6
10,"Cook, Dalvin","MIN","@LAC","RB",15.6,73.,0.5,0.3,0.1,0.1,0.,0.,0.,5.3,0.5,4.1,34.,0.2,0.1,0.1,0.,1.,0.1,1.6,14.5
11,"Williams, Damien","KCC","DEN","RB",12.7,60.,0.7,0.6,0.1,0.,0.,0.,0.,4.4,1.,3.5,21.,0.3,0.1,0.1,0.,0.,0.1,2.4,14.4
12,"Fournette, Leonard","JAC","@OAK","RB",18.2,66.,0.6,0.5,0.,0.,0.,0.,0.1,4.2,0.3,3.2,27.,0.1,0.1,0.1,0.,1.,0.,1.8,13.7
13,"Montgomery, David","CHI","@GBP","RB",13.4,58.,0.6,0.5,0.1,0.1,0.,0.,0.,4.3,0.7,3.2,28.,0.2,0.1,0.1,10.,2.,0.1,1.5,13.4
14,"Michel, Sony","NEP","@CIN","RB",14.9,68.,0.7,0.5,0.2,0.,0.,0.,0.,1.7,0.3,1.4,11.,0.1,0.,0.,0.,3.,0.,2.1,12.9
15,"Lindsay, Phillip","DEN","@KCC","RB",13.6,67.,0.5,0.4,0.,0.1,0.,0.1,0.,4.1,0.4,3.,21.,0.1,0.1,0.,1.,8.,0.,1.1,12.4
16,"Henry, Derrick","TEN","HOU","RB",14.1,67.,0.7,0.5,0.1,0.,0.,0.,0.1,1.7,0.2,1.2,11.,0.,0.,0.,0.,0.,0.1,1.7,12.1
17,"Freeman, Devonta","ATL","@SFO","RB",13.8,66.,0.4,0.2,0.,0.,0.1,0.,0.,3.8,0.7,2.7,21.,0.2,0.1,0.,0.,0.,0.1,1.8,12.
