"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Tucker, Justin","BAL","NYJ","K",2.7,2.8,2.5,2.7,0.,0.7,0.8,0.6,0.4,0.2,10.8
2,"Zuerlein, Greg","LAR","@DAL","K",2.9,3.,2.4,2.8,0.,0.8,0.7,0.4,0.4,0.4,10.1
3,"Butker, Harrison","KCC","DEN","K",3.2,3.4,1.8,2.,0.,0.5,0.7,0.4,0.2,0.2,8.7
4,"Gould, Robbie","SFO","ATL","K",1.6,1.8,2.1,2.1,0.,0.5,0.7,0.7,0.2,0.1,8.6
5,"Gostkowski, Stephen","NEP","@CIN","K",3.1,3.2,1.8,2.1,0.,0.7,0.6,0.4,0.1,0.3,8.5
6,"Bryant, Matt","ATL","@SFO","K",2.3,2.3,1.7,1.8,0.,0.4,0.4,0.5,0.4,0.1,8.1
7,"Prater, Matt","DET","TBB","K",2.2,2.2,1.8,2.1,0.1,0.4,0.7,0.4,0.3,0.2,8.
8,"Fairbairn, Ka'imi","HOU","@TEN","K",2.3,2.5,1.8,2.1,0.,0.4,0.6,0.6,0.2,0.3,7.9
9,"Lutz, Wil","NOS","IND","K",2.7,2.8,1.6,1.8,0.,0.4,0.5,0.6,0.2,0.2,7.6
10,"Slye, Joey","CAR","SEA","K",2.3,2.5,1.4,1.5,0.,0.4,0.5,0.3,0.2,0.1,7.
11,"Elliott, Jake","PHI","@WAS","K",2.1,2.3,1.5,1.7,0.,0.3,0.4,0.5,0.2,0.2,6.9
12,"Myers, Jason","SEA","@CAR","K",2.1,2.3,1.5,1.7,0.,0.2,0.6,0.4,0.3,0.2,6.9
13,"Vinatieri, Adam","IND","@NOS","K",2.3,2.5,1.4,1.7,0.,0.5,0.4,0.3,0.3,0.2,6.7
14,"Badgley, Mike","LAC","MIN","K",2.1,2.3,1.5,1.8,0.,0.4,0.4,0.5,0.1,0.3,6.4
15,"Rosas, Aldrick","NYG","MIA","K",1.6,1.7,1.5,1.7,0.,0.5,0.5,0.3,0.2,0.2,6.2
16,"Crosby, Mason","GBP","CHI","K",2.,2.1,1.4,1.6,0.,0.3,0.4,0.5,0.2,0.2,6.2
17,"Lambo, Josh","JAC","@OAK","K",1.7,1.8,1.4,1.6,0.,0.2,0.6,0.4,0.2,0.2,6.
18,"Hopkins, Dustin","WAS","PHI","K",1.6,1.6,1.5,1.7,0.,0.4,0.3,0.5,0.1,0.2,6.
19,"Succop, Ryan","TEN","HOU","K",1.7,1.9,1.5,1.8,0.,0.3,0.6,0.5,0.1,0.3,6.
20,"Carlson, Daniel","OAK","JAC","K",1.7,1.7,1.3,1.5,0.,0.2,0.2,0.6,0.2,0.2,5.9
21,"Catanzaro, Chandler","Ret","Bye","K",1.8,2.1,1.4,1.6,0.,0.3,0.5,0.2,0.3,0.2,5.9
22,"Hauschka, Steven","BUF","@PIT","K",1.6,1.6,1.5,1.9,0.,0.3,0.6,0.4,0.3,0.4,5.8
23,"Boswell, Chris","PIT","BUF","K",2.2,2.4,1.3,1.6,0.,0.3,0.5,0.4,0.1,0.4,5.7
24,"Maher, Brett","DAL","LAR","K",2.,2.1,1.4,1.8,0.,0.5,0.3,0.3,0.2,0.5,5.4
25,"Gonzalez, Zane","ARZ","CLE","K",1.3,1.5,1.3,1.6,0.,0.2,0.5,0.3,0.3,0.3,4.9
26,"Bullock, Randy","CIN","NEP","K",1.9,2.,1.,1.2,0.,0.2,0.4,0.3,0.1,0.2,4.9
27,"Sanders, Jason","MIA","@NYG","K",1.8,1.8,0.9,1.1,0.,0.4,0.2,0.4,0.,0.2,4.6
28,"Janikowski, Sebastian","Ret","Bye","K",2.,2.1,1.,1.3,0.,0.1,0.3,0.4,0.1,0.3,4.6
29,"McManus, Brandon","DEN","@KCC","K",1.7,1.7,1.2,1.6,0.,0.3,0.4,0.3,0.1,0.4,4.4
30,"Bailey, Dan","MIN","@LAC","K",1.9,2.1,1.3,1.9,0.,0.3,0.6,0.2,0.1,0.6,4.4
31,"Seibert, Austin","CLE","@ARZ","K",1.7,2.,1.,1.2,0.,0.2,0.4,0.3,0.1,0.3,4.2
32,"Pineiro, Eddy","CHI","@GBP","K",1.6,1.6,1.,1.2,0.,0.3,0.4,0.3,0.,0.3,4.1
33,"Gay, Matt","TBB","@DET","K",1.8,1.9,1.1,1.6,0.,0.3,0.5,0.2,0.1,0.5,4.
"","","","","","","","","","","","","","","",""
