"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Smith-Schuster, JuJu","PIT","BUF","WR",10.5,1.7,6.7,93.,0.8,0.3,0.1,0.2,0.,0.1,0.1,0.,0.,0.,7.,0.,1.4,14.
2,"Hopkins, DeAndre","HOU","@TEN","WR",11.2,1.4,6.5,89.,0.7,0.3,0.2,0.1,0.1,0.1,0.,-0.2,0.,0.,0.,0.1,1.3,12.6
3,"Hill, Tyreek","KCC","DEN","WR",8.3,0.7,5.2,81.,0.5,0.1,0.1,0.1,0.,0.,0.2,8.,0.1,11.,1.,0.,1.1,12.4
4,"Beckham, Odell","CLE","@ARZ","WR",9.9,1.4,5.8,79.,0.7,0.2,0.2,0.1,0.1,0.1,0.1,2.,0.1,2.,2.,0.1,1.4,12.1
5,"Adams, Davante","GBP","CHI","WR",10.,1.6,6.1,75.,0.7,0.2,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,11.6
6,"Jones, Julio","ATL","@SFO","WR",9.4,1.2,6.,86.,0.5,0.1,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.2,1.2,11.4
7,"Pettis, Dante","SFO","ATL","WR",6.9,0.8,4.2,67.,0.6,0.2,0.2,0.1,0.,0.,0.1,1.,0.,1.,0.,0.,0.9,10.7
8,"Brown, Antonio","OAK","JAC","WR",9.,1.1,5.6,70.,0.6,0.2,0.1,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,1.,10.6
9,"Lockett, Tyler","SEA","@CAR","WR",5.2,0.5,3.6,65.,0.6,0.1,0.1,0.2,0.1,0.,0.1,3.,0.,8.,27.,0.,0.7,10.4
10,"Hilton, T.Y.","IND","@NOS","WR",8.8,0.8,4.7,80.,0.3,0.1,0.,0.1,0.,0.1,0.1,0.,0.,0.,0.,0.,0.7,10.
11,"Thomas, Michael","NOS","IND","WR",9.2,1.6,6.6,76.,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.,9.9
12,"Cooks, Brandin","LAR","@DAL","WR",7.3,1.,4.8,73.,0.3,0.2,0.1,0.,0.,0.,0.,3.,0.,0.,0.,0.,0.8,9.7
13,"Shepard, Sterling","NYG","MIA","WR",7.7,1.5,4.7,69.,0.4,0.2,0.1,0.,0.,0.1,0.,1.,0.,1.,1.,0.,0.9,9.5
14,"Cooper, Amari","DAL","LAR","WR",7.2,0.6,4.8,65.,0.5,0.1,0.1,0.1,0.,0.1,0.2,1.,0.,0.,0.,0.1,0.8,9.5
15,"Green, A.J.","CIN","NEP","WR",8.9,1.2,4.6,65.,0.5,0.2,0.2,0.,0.,0.,0.1,0.,0.,0.,4.,0.1,1.1,9.5
16,"Diggs, Stefon","MIN","@LAC","WR",8.4,1.2,5.5,58.,0.5,0.3,0.1,0.1,0.1,0.,0.,3.,0.,0.,0.,0.,0.9,9.4
17,"Thielen, Adam","MIN","@LAC","WR",8.4,1.1,5.5,66.,0.4,0.2,0.1,0.,0.,0.1,0.,1.,0.,0.,0.,0.1,0.8,9.2
18,"Ridley, Calvin","ATL","@SFO","WR",6.7,0.8,4.6,54.,0.6,0.2,0.1,0.,0.1,0.1,0.1,1.,0.,1.,2.,0.1,1.,9.
19,"Allen, Keenan","LAC","MIN","WR",8.2,1.1,5.,67.,0.3,0.1,0.1,0.,0.,0.1,0.,2.,0.,0.,1.,0.,1.,9.
20,"Moore, D.J.","CAR","SEA","WR",7.4,0.9,4.6,64.,0.3,0.1,0.1,0.1,0.,0.,0.1,4.,0.,0.,9.,0.1,0.8,8.9
21,"Edelman, Julian","NEP","@CIN","WR",7.3,1.1,5.,64.,0.3,0.2,0.,0.1,0.1,0.,0.,4.,0.,11.,0.,0.,0.9,8.8
22,"Sutton, Courtland","DEN","@KCC","WR",8.5,1.,4.5,65.,0.4,0.1,0.1,0.1,0.1,0.,0.,-0.1,0.,0.,0.,0.,0.8,8.7
23,"Woods, Robert","LAR","@DAL","WR",7.5,0.6,5.,66.,0.2,0.1,0.,0.,0.1,0.,0.,7.,0.,0.,0.,0.,0.4,8.5
24,"Sanders, Emmanuel","DEN","@KCC","WR",8.6,1.,5.4,62.,0.3,0.2,0.,0.1,0.,0.,0.1,1.,0.,0.,0.,0.,1.,8.5
25,"Golladay, Kenny","DET","TBB","WR",7.3,1.1,4.,59.,0.4,0.2,0.1,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.8,8.4
26,"Parker, DeVante","MIA","@NYG","WR",6.9,0.7,4.5,61.,0.4,0.1,0.1,0.1,0.,0.,0.1,0.,0.,1.,2.,0.,0.7,8.3
27,"Boyd, Tyler","CIN","NEP","WR",7.,0.6,4.2,57.,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,8.2
28,"Brown, John","BUF","@PIT","WR",6.7,1.,3.3,53.,0.5,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.9,8.1
29,"Godwin, Chris","TBB","@DET","WR",6.5,1.1,4.3,58.,0.3,0.1,0.1,0.1,0.,0.,0.1,1.,0.,2.,0.,0.1,1.1,8.
30,"Evans, Mike","TBB","@DET","WR",6.7,0.7,3.7,60.,0.3,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.7,7.8
31,"Robinson, Allen","CHI","@GBP","WR",7.9,0.8,4.5,62.,0.2,0.,0.1,0.1,0.,0.,0.,1.,0.,0.,0.,0.1,0.8,7.6
