"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Barkley, Saquon","NYG","BUF","RB",16.7,81.,0.6,0.4,0.,0.,0.,0.,0.2,7.2,0.7,5.1,38.,0.2,0.2,0.1,0.,0.,0.,2.3,17.
2,"Conner, James","PIT","SEA","RB",17.5,80.,0.7,0.6,0.1,0.1,0.,0.,0.,5.6,0.7,4.4,39.,0.1,0.2,0.1,0.,0.,0.1,2.1,16.9
3,"Kamara, Alvin","NOS","@LAR","RB",12.1,55.,0.7,0.5,0.1,0.,0.,0.,0.1,7.,1.5,5.4,51.,0.2,0.7,0.1,3.,26.,0.,2.6,16.3
4,"Michel, Sony","NEP","@MIA","RB",18.1,83.,0.9,0.7,0.2,0.,0.,0.,0.,2.,0.4,1.7,14.,0.1,0.1,0.,0.,4.,0.,2.6,15.7
5,"McCaffrey, Christian","CAR","TBB","RB",10.8,50.,0.3,0.3,0.,0.,0.,0.,0.,7.8,0.9,6.,50.,0.4,0.7,0.1,4.,2.,0.,1.9,14.1
6,"Cook, Dalvin","MIN","@GBP","RB",15.,70.,0.5,0.3,0.1,0.1,0.,0.,0.,5.1,0.5,3.9,33.,0.2,0.1,0.1,0.,1.,0.1,1.6,14.
7,"Elliott, Ezekiel","DAL","@WAS","RB",17.9,79.,0.5,0.3,0.1,0.,0.,0.,0.,4.6,0.6,3.5,27.,0.1,0.1,0.1,0.,0.,0.1,1.7,13.9
8,"Mixon, Joe","CIN","SFO","RB",17.4,79.,0.5,0.4,0.1,0.,0.,0.,0.,3.9,0.4,3.1,24.,0.,0.1,0.1,0.,0.,0.1,1.8,13.6
9,"Gurley, Todd","LAR","NOS","RB",12.2,62.,0.7,0.5,0.1,0.,0.,0.,0.,4.,0.7,2.6,25.,0.1,0.1,0.1,0.,0.,0.1,2.1,13.6
10,"Williams, Damien","KCC","@OAK","RB",12.1,58.,0.7,0.6,0.1,0.,0.,0.,0.,4.1,0.9,3.3,19.,0.3,0.1,0.1,0.,0.,0.1,2.3,13.6
11,"Montgomery, David","CHI","@DEN","RB",12.8,56.,0.6,0.4,0.1,0.1,0.,0.,0.,4.3,0.7,3.2,29.,0.2,0.1,0.1,10.,2.,0.1,1.5,13.3
