"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Zuerlein, Greg","LAR","NOS","K",2.8,3.,2.4,2.8,0.,0.8,0.7,0.4,0.4,0.4,10.
2,"Gould, Robbie","SFO","@CIN","K",1.9,2.,2.4,2.4,0.,0.6,0.8,0.8,0.2,0.1,9.9
3,"Tucker, Justin","BAL","ARZ","K",2.3,2.4,2.1,2.4,0.,0.6,0.7,0.5,0.3,0.3,9.
4,"Butker, Harrison","KCC","@OAK","K",3.1,3.3,1.7,1.9,0.,0.4,0.7,0.4,0.2,0.2,8.3
5,"Lutz, Wil","NOS","@LAR","K",2.9,3.,1.7,1.9,0.,0.4,0.5,0.6,0.2,0.2,8.2
6,"Bryant, Matt","ATL","PHI","K",2.2,2.3,1.7,1.8,0.,0.4,0.4,0.5,0.4,0.1,8.
7,"Boswell, Chris","PIT","SEA","K",2.8,3.,1.6,1.9,0.,0.4,0.6,0.5,0.1,0.3,7.6
8,"Fairbairn, Ka'imi","HOU","JAC","K",2.1,2.3,1.7,1.9,0.,0.4,0.5,0.5,0.2,0.3,7.2
9,"Gostkowski, Stephen","NEP","@MIA","K",2.7,2.8,1.6,1.9,0.,0.6,0.5,0.4,0.1,0.3,7.1
10,"Myers, Jason","SEA","@PIT","K",2.1,2.4,1.5,1.7,0.,0.2,0.6,0.5,0.3,0.2,7.
11,"Prater, Matt","DET","LAC","K",1.9,2.,1.6,1.9,0.1,0.4,0.6,0.4,0.2,0.3,6.9
12,"Vinatieri, Adam","IND","@TEN","K",2.3,2.5,1.5,1.7,0.,0.5,0.4,0.3,0.3,0.2,6.9
13,"Slye, Joey","CAR","TBB","K",2.3,2.5,1.4,1.4,0.,0.4,0.5,0.3,0.2,0.1,6.8
14,"Catanzaro, Chandler","Ret","Bye","K",2.,2.3,1.5,1.7,0.,0.4,0.6,0.2,0.3,0.2,6.6
15,"Hopkins, Dustin","WAS","DAL","K",1.7,1.8,1.6,1.8,0.,0.5,0.4,0.6,0.2,0.2,6.6
16,"Elliott, Jake","PHI","@ATL","K",2.,2.2,1.4,1.7,0.,0.3,0.4,0.5,0.2,0.2,6.5
17,"Crosby, Mason","GBP","MIN","K",2.,2.,1.3,1.6,0.,0.3,0.4,0.5,0.2,0.2,6.
18,"Lambo, Josh","JAC","@HOU","K",1.6,1.7,1.4,1.6,0.,0.2,0.6,0.3,0.2,0.2,5.9
19,"Succop, Ryan","TEN","IND","K",1.6,1.8,1.5,1.8,0.,0.3,0.6,0.5,0.1,0.3,5.9
20,"Maher, Brett","DAL","@WAS","K",2.1,2.2,1.4,1.9,0.,0.5,0.3,0.3,0.2,0.5,5.8
21,"Rosas, Aldrick","NYG","BUF","K",1.5,1.6,1.4,1.6,0.,0.5,0.4,0.3,0.2,0.2,5.7
22,"Badgley, Mike","LAC","@DET","K",1.9,2.1,1.3,1.7,0.,0.4,0.4,0.4,0.1,0.3,5.6
23,"Carlson, Daniel","OAK","KCC","K",1.6,1.6,1.2,1.4,0.,0.2,0.2,0.6,0.2,0.2,5.4
24,"Bullock, Randy","CIN","SFO","K",2.,2.1,1.1,1.3,0.,0.3,0.4,0.3,0.1,0.2,5.4
25,"McManus, Brandon","DEN","CHI","K",1.9,1.9,1.3,1.7,0.,0.3,0.5,0.4,0.1,0.4,5.2
26,"Seibert, Austin","CLE","@NYJ","K",2.,2.3,1.1,1.4,0.,0.3,0.5,0.3,0.1,0.2,5.1
27,"Hauschka, Steven","BUF","@NYG","K",1.5,1.5,1.3,1.7,0.,0.2,0.5,0.4,0.2,0.4,5.1
28,"Sanders, Jason","MIA","NEP","K",1.9,1.9,1.,1.1,0.,0.4,0.2,0.4,0.,0.1,4.8
29,"Bailey, Dan","MIN","@GBP","K",2.,2.1,1.3,1.9,0.,0.4,0.6,0.2,0.1,0.6,4.6
30,"Janikowski, Sebastian","Ret","Bye","K",2.,2.2,1.,1.3,0.,0.1,0.3,0.4,0.1,0.3,4.6
31,"Gay, Matt","TBB","@CAR","K",1.8,2.,1.2,1.7,0.,0.3,0.5,0.3,0.1,0.5,4.4
32,"Gonzalez, Zane","ARZ","@BAL","K",1.2,1.4,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.3
33,"Pineiro, Eddy","CHI","@DEN","K",1.6,1.6,1.,1.2,0.,0.3,0.3,0.4,0.,0.3,4.
"","","","","","","","","","","","","","","",""
