"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Barkley, Saquon","NYG","DAL","RB",17.9,88.,0.7,0.4,0.,0.,0.,0.,0.2,8.1,0.8,5.7,42.,0.2,0.2,0.1,0.,0.,0.,2.5,18.3
2,"Hunt, Kareem","CLE","@DEN","RB",15.8,71.,0.6,0.5,0.1,0.,0.1,0.,0.,3.6,0.7,2.7,34.,0.5,0.1,0.1,0.,15.,0.,2.7,17.6
3,"Gordon, Melvin","LAC","GBP","RB",16.8,73.,0.8,0.5,0.2,0.1,0.,0.,0.,4.9,0.7,3.5,32.,0.2,0.1,0.1,0.,0.,0.,2.4,16.4
4,"Conner, James","PIT","IND","RB",16.9,77.,0.7,0.5,0.1,0.1,0.,0.,0.,5.4,0.6,4.3,37.,0.1,0.1,0.1,0.,0.,0.1,2.,16.2
5,"Elliott, Ezekiel","DAL","@NYG","RB",19.7,87.,0.5,0.4,0.1,0.1,0.,0.,0.,5.2,0.7,3.9,31.,0.1,0.1,0.1,0.,0.,0.1,1.9,15.6
6,"Williams, Damien","KCC","MIN","RB",12.8,61.,0.8,0.6,0.1,0.,0.,0.,0.,4.4,1.,3.6,22.,0.3,0.1,0.1,0.,0.,0.1,2.4,14.7
7,"Cook, Dalvin","MIN","@KCC","RB",15.1,71.,0.5,0.3,0.1,0.1,0.,0.,0.,5.2,0.5,4.,33.,0.2,0.1,0.1,0.,1.,0.1,1.6,14.1
8,"McCaffrey, Christian","CAR","TEN","RB",10.8,50.,0.3,0.3,0.,0.,0.,0.,0.,7.8,0.9,6.,50.,0.4,0.2,0.1,4.,2.,0.,1.9,14.
9,"Chubb, Nick","CLE","@DEN","RB",15.1,73.,0.6,0.4,0.,0.,0.,0.,0.1,3.3,0.4,2.4,19.,0.1,0.1,0.,0.,0.,0.,1.5,13.4
10,"Henry, Derrick","TEN","@CAR","RB",15.2,72.,0.8,0.5,0.1,0.,0.,0.,0.1,1.8,0.2,1.3,12.,0.1,0.1,0.,0.,0.,0.1,1.9,13.2
11,"Jones, Aaron","GBP","@LAC","RB",13.3,66.,0.6,0.4,0.,0.1,0.1,0.,0.,4.1,0.4,2.8,21.,0.1,0.1,0.,0.,1.,0.,1.4,12.8
12,"Fournette, Leonard","JAC","HOU","RB",16.7,61.,0.6,0.5,0.,0.,0.,0.,0.1,3.8,0.3,3.,25.,0.1,0.1,0.1,0.,1.,0.,1.6,12.6
13,"Michel, Sony","NEP","@BAL","RB",14.4,66.,0.7,0.5,0.2,0.,0.,0.,0.,1.6,0.3,1.3,11.,0.1,0.,0.,0.,3.,0.,2.,12.5
14,"Johnson, David","ARZ","SFO","RB",16.9,63.,0.4,0.4,0.,0.,0.,0.,0.,5.7,0.7,3.5,31.,0.1,0.1,0.1,0.,0.1,0.1,1.5,12.3
15,"Coleman, Tevin","SFO","@ARZ","RB",13.1,68.,0.4,0.1,0.,0.1,0.,0.1,0.1,3.1,0.6,2.5,22.,0.1,0.1,0.,0.,0.,0.,1.5,11.9
16,"Mack, Marlon","IND","@PIT","RB",15.3,69.,0.6,0.5,0.,0.,0.,0.,0.,3.,0.4,1.9,12.,0.1,0.1,0.,0.,1.,0.1,1.4,11.7
17,"Johnson, Kerryon","DET","@OAK","RB",11.8,59.,0.5,0.4,0.,0.,0.,0.,0.,3.6,0.5,2.9,22.,0.1,0.1,0.,0.,1.,0.1,1.2,11.5
18,"Montgomery, David","CHI","@PHI","RB",11.,48.,0.5,0.4,0.1,0.,0.,0.,0.,3.7,0.6,2.7,25.,0.2,0.1,0.1,9.,2.,0.1,1.3,11.3
19,"Barber, Peyton","TBB","@SEA","RB",18.,67.,0.4,0.4,0.,0.,0.,0.,0.,2.5,0.3,1.8,9.,0.,0.,0.,0.,0.,0.1,2.1,10.3
20,"Lindsay, Phillip","DEN","CLE","RB",11.4,55.,0.4,0.3,0.,0.,0.,0.1,0.,3.4,0.3,2.5,17.,0.,0.1,0.,1.,6.,0.,0.9,10.1
21,"Singletary, Devin","BUF","WAS","RB",14.8,56.,0.3,0.2,0.,0.1,0.,0.,0.,4.1,0.4,2.9,23.,0.1,0.1,0.1,0.,1.,0.,0.9,9.9
22,"Bell, Le'Veon","NYJ","@MIA","RB",10.8,36.,0.5,0.4,0.,0.,0.,0.,0.,3.7,0.2,2.6,28.,0.1,0.1,0.1,0.,0.,0.1,1.,9.8
23,"Howard, Jordan","PHI","CHI","RB",11.6,46.,0.5,0.4,0.1,0.,0.,0.,0.,2.2,0.5,1.6,16.,0.1,0.1,0.,1.,1.,0.,1.5,9.7
24,"Ingram, Mark","BAL","NEP","RB",10.6,53.,0.5,0.3,0.2,0.,0.,0.,0.,2.2,0.2,1.7,11.,0.1,0.,0.,0.,0.,0.1,1.5,9.6
25,"Peterson, Adrian","WAS","@BUF","RB",15.1,58.,0.3,0.3,0.,0.,0.,0.,0.1,2.8,0.3,2.1,18.,0.,0.1,0.,0.,0.,0.1,0.8,9.5
26,"Guice, Derrius","WAS","@BUF","RB",9.9,44.,0.4,0.3,0.,0.,0.,0.,0.1,3.5,0.3,2.6,21.,0.1,0.1,0.,0.,5.,0.1,0.7,9.4
27,"Pollard, Tony","DAL","@NYG","RB",16.1,64.,0.3,0.2,0.1,0.,0.,0.,0.,2.1,0.1,1.4,13.,0.,0.,0.,0.,6.,0.1,0.2,9.3
28,"McCoy, LeSean","KCC","MIN","RB",11.3,39.,0.1,0.1,0.,0.,0.,0.,0.,4.9,0.5,3.8,33.,0.2,0.1,0.1,0.,1.,0.,0.7,9.1
29,"Carson, Chris","SEA","TBB","RB",12.,53.,0.4,0.4,0.,0.,0.,0.,0.,1.8,0.2,1.5,11.,0.1,0.,0.,0.,0.,0.1,1.3,8.8
30,"White, James","NEP","@BAL","RB",4.6,20.,0.3,0.2,0.,0.1,0.,0.,0.,6.1,1.1,4.2,35.,0.2,0.1,0.1,0.,0.,0.,1.3,8.6
31,"Jacobs, Josh","OAK","DET","RB",10.2,48.,0.3,0.2,0.,0.1,0.,0.,0.,3.1,0.2,2.4,20.,0.,0.1,0.,0.,0.,0.2,1.1,8.4
32,"Williams, Jamaal","GBP","@LAC","RB",10.6,41.,0.3,0.2,0.1,0.,0.,0.,0.,3.6,0.2,2.4,22.,0.1,0.1,0.,0.,6.,0.,0.7,8.3
33,"Johnson, Duke","HOU","@JAC","RB",9.1,38.,0.3,0.2,0.,0.,0.,0.,0.,3.7,0.4,2.8,24.,0.1,0.1,0.1,0.,0.,0.1,0.7,8.2
34,"Sanders, Miles","PHI","CHI","RB",11.8,53.,0.2,0.1,0.,0.,0.,0.,0.,3.,0.2,2.3,18.,0.,0.1,0.,1.,13.,0.1,0.9,8.1
35,"Drake, Kenyan","MIA","NYJ","RB",7.6,35.,0.2,0.1,0.1,0.,0.,0.,0.1,3.5,0.3,2.5,22.,0.2,0.1,0.,0.,10.,0.1,0.7,7.8
