"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Smith-Schuster, JuJu","PIT","IND","WR",10.3,1.7,6.6,91.,0.8,0.3,0.1,0.2,0.,0.1,0.1,0.,0.,0.,7.,0.,1.4,13.7
2,"Hopkins, DeAndre","HOU","@JAC","WR",10.3,1.3,6.,82.,0.6,0.2,0.1,0.1,0.1,0.1,0.,-0.2,0.,0.,0.,0.1,1.2,11.6
3,"Adams, Davante","GBP","@LAC","WR",10.,1.6,6.1,74.,0.7,0.2,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,11.5
4,"Brown, Antonio","OAK","DET","WR",9.6,1.2,6.,75.,0.6,0.2,0.1,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,1.1,11.4
5,"Hill, Tyreek","KCC","MIN","WR",7.5,0.6,4.6,74.,0.4,0.1,0.1,0.,0.,0.,0.2,7.,0.1,10.,1.,0.,1.,11.3
6,"Pettis, Dante","SFO","@ARZ","WR",7.1,0.8,4.3,68.,0.6,0.2,0.2,0.1,0.,0.,0.1,1.,0.,1.,0.,0.,0.9,10.7
7,"Lockett, Tyler","SEA","TBB","WR",5.3,0.5,3.7,67.,0.6,0.1,0.1,0.2,0.1,0.,0.1,3.,0.,8.,28.,0.,0.7,10.7
8,"Beckham, Odell","CLE","@DEN","WR",8.7,1.3,5.1,69.,0.6,0.2,0.2,0.1,0.,0.1,0.,2.,0.,2.,1.,0.1,1.2,10.7
9,"Diggs, Stefon","MIN","@KCC","WR",9.3,1.3,6.2,65.,0.6,0.3,0.1,0.1,0.1,0.,0.,4.,0.,0.,0.,0.,1.,10.4
10,"Allen, Keenan","LAC","GBP","WR",9.5,1.2,5.8,78.,0.4,0.1,0.1,0.,0.,0.1,0.,2.,0.,0.,1.,0.,1.2,10.4
11,"Thielen, Adam","MIN","@KCC","WR",9.4,1.3,6.2,74.,0.5,0.2,0.1,0.,0.,0.1,0.,1.,0.,0.,0.,0.1,0.9,10.3
12,"Cooper, Amari","DAL","@NYG","WR",7.6,0.6,5.1,69.,0.5,0.1,0.1,0.1,0.,0.1,0.2,1.,0.,0.,0.,0.1,0.9,10.1
13,"Hilton, T.Y.","IND","@PIT","WR",8.7,0.8,4.7,79.,0.3,0.1,0.,0.1,0.,0.1,0.1,0.,0.,0.,0.,0.,0.7,9.8
14,"Parker, DeVante","MIA","NYJ","WR",8.,0.8,5.2,71.,0.4,0.1,0.1,0.1,0.,0.,0.1,0.,0.,2.,2.,0.,0.8,9.7
15,"Shepard, Sterling","NYG","DAL","WR",7.4,1.5,4.5,67.,0.4,0.2,0.1,0.,0.,0.,0.,1.,0.,1.,1.,0.,0.9,9.
16,"Edelman, Julian","NEP","@BAL","WR",7.4,1.1,5.,65.,0.3,0.2,0.,0.1,0.1,0.,0.,4.,0.,11.,0.,0.,0.9,8.9
17,"Moore, D.J.","CAR","TEN","WR",7.4,0.9,4.5,63.,0.3,0.1,0.1,0.1,0.,0.,0.1,4.,0.,0.,9.,0.1,0.8,8.8
18,"Golladay, Kenny","DET","@OAK","WR",7.6,1.1,4.2,61.,0.4,0.2,0.1,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.8,8.8
19,"Fitzgerald, Larry","ARZ","SFO","WR",9.3,1.2,5.6,61.,0.4,0.1,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,8.7
20,"Godwin, Chris","TBB","@SEA","WR",6.7,1.1,4.4,60.,0.4,0.1,0.1,0.1,0.,0.,0.1,1.,0.,2.,0.,0.1,1.1,8.2
21,"Robinson, Allen","CHI","@PHI","WR",8.2,0.8,4.7,65.,0.3,0.,0.1,0.1,0.,0.,0.,1.,0.,0.,0.,0.1,0.9,8.
22,"Evans, Mike","TBB","@SEA","WR",6.8,0.8,3.8,61.,0.3,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.7,8.
23,"Sutton, Courtland","DEN","CLE","WR",7.6,0.9,4.,58.,0.3,0.1,0.,0.1,0.1,0.,0.,-0.1,0.,0.,0.,0.,0.8,7.7
24,"Brown, John","BUF","WAS","WR",6.4,0.9,3.1,50.,0.4,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.8,7.7
25,"Gordon, Josh","NEP","@BAL","WR",6.5,0.6,3.4,54.,0.3,0.1,0.1,0.1,0.1,0.,0.,3.,0.,1.,3.,0.,0.6,7.5
26,"Sanders, Emmanuel","DEN","CLE","WR",7.6,0.9,4.7,54.,0.3,0.1,0.,0.1,0.,0.,0.,1.,0.,0.,0.,0.,0.8,7.5
27,"Williams, Mike","LAC","GBP","WR",5.,0.8,3.1,46.,0.4,0.2,0.1,0.,0.,0.,0.1,1.,0.,0.,0.,0.,0.7,7.4
28,"Anderson, Robby","NYJ","@MIA","WR",5.9,0.7,3.5,49.,0.4,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,1.,0.1,0.9,7.1
29,"Jones, Marvin","DET","@OAK","WR",6.4,0.8,3.4,52.,0.3,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.7,7.1
30,"Jeffery, Alshon","PHI","CHI","WR",5.8,0.8,3.4,48.,0.4,0.2,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.7,7.
31,"Valdes-Scantling, Marquez","GBP","@LAC","WR",7.,0.9,3.8,53.,0.2,0.,0.,0.1,0.,0.1,0.,2.,0.,1.,1.,0.,0.5,6.9
32,"Davis, Corey","TEN","@CAR","WR",6.8,0.7,4.,51.,0.3,0.,0.1,0.1,0.,0.1,0.,2.,0.,0.,0.,0.,0.6,6.8
33,"Goodwin, Marquise","SFO","@ARZ","WR",5.5,0.8,2.8,45.,0.3,0.1,0.1,0.,0.,0.,0.1,2.,0.,0.,1.,0.,0.5,6.7
34,"Jackson, DeSean","PHI","CHI","WR",6.1,0.5,3.3,51.,0.2,0.1,0.,0.,0.,0.,0.1,1.,0.,1.,0.,0.,0.5,6.4
35,"Allison, Geronimo","GBP","@LAC","WR",7.,0.7,4.3,50.,0.2,0.,0.,0.,0.1,0.,0.1,0.,0.,0.,0.,0.1,0.4,6.1
36,"Tate, Golden","NYG","DAL","WR",6.7,0.8,3.9,48.,0.2,0.1,0.,0.,0.,0.,0.,2.,0.,1.,2.,0.,0.6,6.1
37,"Kirk, Christian","ARZ","SFO","WR",6.6,0.7,3.4,43.,0.3,0.1,0.,0.,0.,0.,0.1,1.,0.,8.,0.,0.,0.5,6.
38,"Westbrook, Dede","JAC","HOU","WR",6.3,0.9,3.6,42.,0.3,0.,0.2,0.,0.1,0.,0.1,3.,0.,13.,3.,0.1,0.8,6.
39,"Fuller, Will","HOU","@JAC","WR",4.8,0.4,3.,40.,0.3,0.1,0.1,0.,0.1,0.,0.1,0.,0.,4.,3.,0.,0.5,6.
40,"Snead, Willie","BAL","NEP","WR",7.,0.7,4.,45.,0.3,0.1,0.1,0.,0.1,0.,0.,0.1,0.,0.,1.,0.,0.4,6.
41,"Watkins, Sammy","KCC","MIN","WR",5.7,0.8,3.2,45.,0.2,0.1,0.1,0.,0.,0.,0.,3.,0.,0.,0.,0.1,0.8,6.
42,"Samuel, Curtis","CAR","TEN","WR",5.3,0.8,3.1,35.,0.3,0.1,0.1,0.,0.,0.,0.,4.,0.1,0.,11.,0.1,0.7,5.8
43,"Landry, Jarvis","CLE","@DEN","WR",7.4,0.9,3.7,44.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,1.,2.,0.1,0.7,5.8
44,"Gallup, Michael","DAL","@NYG","WR",6.1,0.6,3.2,46.,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,1.,1.,0.,0.4,5.6
45,"Funchess, Devin","IND","@PIT","WR",5.9,0.9,3.2,40.,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.8,5.6
46,"Moncrief, Donte","PIT","IND","WR",7.,0.6,4.1,48.,0.1,0.,0.,0.,0.,0.,0.1,0.1,0.,0.1,2.,0.1,0.4,5.6
47,"Wilson, Albert","MIA","NYJ","WR",5.2,0.4,3.2,40.,0.2,0.,0.1,0.1,0.,0.,0.1,1.,0.,0.,1.,0.,0.4,5.5
48,"Dorsett, Phillip","NEP","@BAL","WR",3.8,0.5,2.6,32.,0.3,0.1,0.,0.,0.,0.,0.,4.,0.,0.,10.,0.,0.6,5.4
49,"Metcalf, DK","SEA","TBB","WR",3.6,0.4,2.2,35.,0.3,0.1,0.1,0.1,0.,0.,0.,1.,0.,3.,16.,0.,0.3,5.2
50,"Quinn, Trey","WAS","@BUF","WR",5.3,0.8,3.1,37.,0.3,0.1,0.1,0.,0.,0.1,0.,0.,0.,5.,0.,0.,0.7,5.2
51,"Conley, Chris","JAC","HOU","WR",5.3,0.6,3.1,36.,0.3,0.1,0.1,0.,0.,0.,0.,1.,0.,8.,1.,0.1,0.6,5.2
52,"Richardson, Paul","WAS","@BUF","WR",4.5,0.3,2.6,36.,0.3,0.1,0.,0.,0.,0.,0.1,1.,0.,2.,0.,0.,0.3,5.2
53,"Callaway, Antonio","CLE","@DEN","WR",4.8,0.4,2.5,34.,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,3.,6.,0.1,0.5,5.
54,"Perriman, Breshad","TBB","@SEA","WR",4.2,0.3,2.5,38.,0.2,0.,0.,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.4,4.9
55,"Benjamin, Travis","LAC","GBP","WR",4.3,0.3,2.5,35.,0.2,0.,0.,0.,0.,0.,0.,4.,0.,3.,0.,0.,0.4,4.9
56,"Enunwa, Quincy","NYJ","@MIA","WR",6.4,0.8,3.4,41.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,1.,11.,0.1,0.4,4.8
57,"Williams, Tyrell","OAK","DET","WR",4.5,0.5,2.7,33.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,4.5
