Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,@IND,RB,18.,74.3,0.9,0.7,0.1,0.,0.,0.,0.,5.,53.4,0.3,0.7,0.1,0.,4.3,0.2,3.5,19.6
2,"Bell, Le'Veon",PIT,MIN,RB,18.1,86.9,0.5,0.5,0.,0.,0.,0.,0.,3.7,28.2,0.1,0.1,0.1,0.,0.,0.1,2.6,15.2
3,"Howard, Jordan",CHI,@TBB,RB,15.5,78.9,0.5,0.5,0.,0.,0.,0.,0.,1.8,18.1,0.1,0.1,0.,0.,0.,0.1,1.8,12.7
4,"Gillislee, Mike",NEP,@NOR,RB,13.8,62.7,0.8,0.7,0.,0.,0.,0.1,0.,1.1,9.3,0.1,0.,0.,0.,2.5,0.,2.2,12.6
5,"Gordon, Melvin",LAC,MIA,RB,18.5,69.1,0.4,0.4,0.,0.,0.,0.,0.,3.5,30.8,0.1,0.1,0.1,0.,0.,0.3,3.1,12.3
6,"Gurley, Todd",LAR,WAS,RB,18.9,71.1,0.5,0.4,0.,0.,0.,0.,0.,2.6,20.6,0.,0.1,0.,0.,0.5,0.1,3.,12.3
7,"Ajayi, Jay",MIA,@LAC,RB,18.1,78.2,0.4,0.3,0.1,0.1,0.,0.,0.,2.4,16.,0.,0.1,0.,0.,0.,0.,1.5,12.
8,"Freeman, Devonta",ATL,GBP,RB,12.2,55.1,0.5,0.4,0.,0.,0.,0.,0.,3.2,28.2,0.1,0.1,0.1,0.,0.,0.1,3.7,12.
9,"Lynch, Marshawn",OAK,NYJ,RB,11.8,53.3,0.7,0.4,0.,0.2,0.,0.,0.,2.5,20.9,0.1,0.1,0.,1.,0.,0.,2.2,11.7
10,"Hyde, Carlos",SFO,@SEA,RB,14.6,63.2,0.4,0.3,0.1,0.,0.,0.,0.,2.4,19.1,0.2,0.1,0.,0.,0.2,0.2,2.8,11.5
11,"Miller, Lamar",HOU,@CIN,RB,18.8,70.2,0.4,0.3,0.,0.,0.,0.,0.,2.3,13.9,0.,0.1,0.,0.,0.,0.1,1.7,11.1
12,"Crowell, Isaiah",CLE,@BAL,RB,14.8,65.2,0.4,0.3,0.1,0.,0.,0.,0.,2.6,20.8,0.,0.1,0.,0.,0.,0.1,2.9,11.
13,"McFadden, Darren",DAL,@DEN,RB,15.,74.,0.4,0.3,0.,0.,0.,0.,0.1,2.1,16.1,0.,0.1,0.,0.,0.,0.2,3.4,10.8
14,"McCaffrey, Christian",CAR,BUF,RB,14.1,56.6,0.5,0.4,0.1,0.,0.,0.,0.,2.4,19.3,0.1,0.,0.,0.,0.,0.1,3.6,10.8
15,"Murray, DeMarco",TEN,@JAC,RB,14.5,60.2,0.4,0.3,0.,0.,0.,0.,0.1,2.5,18.4,0.1,0.1,0.,0.,1.,0.1,2.,10.8
16,"Blount, LeGarrette",PHI,@KCC,RB,12.9,51.1,0.8,0.7,0.,0.,0.,0.1,0.,1.,8.1,0.1,0.,0.,1.8,0.,0.1,2.1,10.8
17,"Stewart, Jonathan",CAR,BUF,RB,17.2,65.4,0.6,0.6,0.,0.,0.,0.,0.,0.8,3.9,0.,0.,0.,0.,0.,0.1,1.7,10.4
18,"McCoy, LeSean",BUF,@CAR,RB,11.2,56.9,0.4,0.3,0.1,0.,0.,0.,0.,2.3,18.,0.1,0.1,0.,0.,0.,0.1,2.7,10.4
19,"Hunt, Kareem",KCC,PHI,RB,12.4,53.5,0.3,0.3,0.,0.,0.,0.,0.,1.9,19.,0.2,0.1,0.,0.,0.3,0.1,3.2,10.
20,"Montgomery, Ty",GBP,@ATL,RB,10.8,50.,0.3,0.2,0.,0.,0.,0.1,0.,2.3,18.3,0.3,0.1,0.,0.,3.3,0.1,2.2,9.9
21,"Mixon, Joe",CIN,HOU,RB,18.8,57.7,0.5,0.5,0.,0.,0.,0.,0.,1.2,9.9,0.,0.,0.,0.,4.,0.1,3.,9.7
22,"Anderson, C.J.",DEN,DAL,RB,12.4,50.3,0.4,0.3,0.1,0.,0.,0.,0.,2.1,17.6,0.1,0.1,0.,0.,2.1,0.2,1.8,9.5
23,"Fournette, Leonard",JAC,TEN,RB,8.3,33.3,0.7,0.4,0.1,0.1,0.,0.,0.,2.5,19.9,0.,0.1,0.,0.,0.,0.2,1.9,9.5
24,"West, Terrance",BAL,CLE,RB,12.8,50.5,0.3,0.2,0.1,0.,0.,0.,0.,3.,19.8,0.1,0.1,0.,0.,0.,0.,1.5,9.4
25,"Cook, Dalvin",MIN,@PIT,RB,11.1,46.6,0.4,0.3,0.1,0.,0.,0.,0.,2.6,17.8,0.1,0.1,0.,0.,0.,0.1,2.9,9.4
26,"Forte, Matt",NYJ,@OAK,RB,12.9,51.2,0.3,0.2,0.,0.,0.1,0.,0.,2.5,19.7,0.1,0.1,0.,0.,0.,0.1,1.3,9.3
27,"Powell, Bilal",NYJ,@OAK,RB,9.4,46.3,0.2,0.1,0.1,0.,0.,0.,0.,3.4,24.8,0.2,0.1,0.,0.,0.,0.1,0.8,9.2
28,"Ingram, Mark",NOR,NEP,RB,9.6,47.9,0.3,0.2,0.1,0.,0.,0.,0.,2.4,17.6,0.1,0.1,0.,0.,0.,0.1,2.6,9.
29,"Woodhead, Danny",BAL,CLE,RB,10.6,44.8,0.1,0.,0.,0.,0.,0.,0.,4.1,39.5,0.,0.1,0.,0.,0.,0.,0.5,9.
30,"Hill, Jeremy",CIN,HOU,RB,12.8,47.,0.6,0.5,0.,0.,0.,0.,0.,1.2,8.9,0.,0.,0.,0.,0.,0.1,2.9,8.8
31,"White, James",NEP,@NOR,RB,4.1,16.,0.1,0.1,0.,0.,0.,0.,0.,4.1,41.4,0.4,0.2,0.1,0.,5.1,0.,1.,8.7
32,"Rodgers, Jacquizz",TBB,CHI,RB,13.4,52.1,0.3,0.3,0.,0.,0.,0.,0.,1.7,14.,0.,0.1,0.,0.,0.,0.,1.3,8.6
33,"Kelley, Rob",WAS,@LAR,RB,11.8,49.1,0.4,0.2,0.,0.1,0.,0.,0.,1.7,13.9,0.,0.1,0.,0.,0.,0.,1.9,8.5
34,"Abdullah, Ameer",DET,@NYG,RB,10.1,42.,0.2,0.2,0.,0.,0.,0.,0.,2.9,24.1,0.1,0.1,0.,0.,33.1,0.1,1.8,8.5
35,"Perkins, Paul",NYG,DET,RB,13.2,51.9,0.1,0.1,0.,0.,0.,0.,0.,2.8,21.3,0.1,0.1,0.,0.,0.6,0.,0.7,8.3
36,"Henry, Derrick",TEN,@JAC,RB,10.3,44.3,0.5,0.4,0.1,0.,0.,0.,0.,1.3,11.9,0.,0.,0.,1.6,4.1,0.,2.2,8.3
37,"Gore, Frank",IND,ARZ,RB,13.2,50.6,0.2,0.2,0.,0.,0.,0.,0.,1.8,14.2,0.1,0.1,0.,0.,0.,0.1,2.4,8.3
38,"Mack, Marlon",IND,ARZ,RB,8.9,40.2,0.5,0.5,0.,0.,0.,0.,0.,1.3,8.9,0.,0.,0.,0.,18.6,0.,0.3,8.2
39,"Johnson, Duke",CLE,@BAL,RB,7.2,30.4,0.,0.,0.,0.,0.,0.,0.,4.7,44.7,0.,0.2,0.1,5.4,2.8,0.,2.2,8.
40,"Coleman, Tevin",ATL,GBP,RB,8.3,37.9,0.3,0.2,0.,0.,0.,0.,0.1,0.9,6.9,0.3,0.1,0.,0.,0.,0.1,2.,7.8
41,"Peterson, Adrian",NOR,NEP,RB,6.3,21.4,0.1,0.1,0.,0.,0.,0.,0.,2.9,26.4,0.4,0.1,0.1,0.,4.4,0.,0.9,7.6
42,"Sproles, Darren",PHI,@KCC,RB,6.2,26.2,0.2,0.1,0.,0.1,0.,0.,0.,3.4,26.3,0.1,0.1,0.1,16.1,2.2,0.,1.6,7.1
43,"Murray, Latavius",MIN,@PIT,RB,9.8,35.2,0.4,0.3,0.,0.,0.,0.,0.,1.9,16.,0.,0.1,0.,0.,0.3,0.1,1.4,7.1
44,"Sims, Charles",TBB,CHI,RB,6.9,29.8,0.,0.,0.,0.,0.,0.,0.,2.9,28.7,0.2,0.1,0.1,0.,0.,0.1,2.5,6.9
45,"Bernard, Giovani",CIN,HOU,RB,8.5,36.7,0.1,0.1,0.1,0.,0.,0.,0.,2.8,25.2,0.,0.1,0.1,0.,0.2,0.1,2.7,6.9
46,"Lewis, Dion",NEP,@NOR,RB,9.1,35.9,0.1,0.1,0.,0.,0.,0.,0.,3.,20.8,0.1,0.1,0.,0.,14.1,0.,1.,6.9
