Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Gostkowski, Stephen",NEP,@NOR,K,3.,3.3,2.1,2.3,0.1,0.5,0.6,0.8,0.1,0.2,9.6
2,"Sturgis, Caleb",PHI,@KCC,K,2.4,2.5,2.2,2.4,0.,0.6,0.8,0.5,0.2,0.3,9.1
3,"Bryant, Matt",ATL,GBP,K,3.4,3.5,1.7,1.9,0.,0.6,0.4,0.4,0.2,0.2,8.7
4,"Tucker, Justin",BAL,CLE,K,1.5,1.5,2.,2.2,0.,0.4,0.5,0.6,0.4,0.2,8.2
5,"Vinatieri, Adam",IND,ARZ,K,2.6,2.7,1.7,1.9,0.,0.3,0.5,0.6,0.3,0.2,8.1
6,"Walsh, Blair",SEA,SFO,K,2.1,2.4,1.9,2.2,0.,0.5,0.8,0.5,0.2,0.2,8.
7,"Boswell, Chris",PIT,MIN,K,1.8,1.9,1.8,2.,0.,0.4,0.7,0.7,0.1,0.2,7.6
8,"Bailey, Dan",DAL,@DEN,K,2.4,2.4,1.7,1.9,0.,0.5,0.6,0.4,0.3,0.3,7.6
9,"Hauschka, Steven",BUF,@CAR,K,2.,2.4,1.8,2.,0.,0.6,0.7,0.4,0.1,0.2,7.1
10,"Hopkins, Dustin",WAS,@LAR,K,2.4,2.6,1.8,2.2,0.,0.7,0.6,0.4,0.1,0.4,7.1
11,"McManus, Brandon",DEN,DAL,K,1.8,1.9,1.8,2.1,0.,0.6,0.6,0.3,0.2,0.3,6.9
12,"Bullock, Randy",CIN,HOU,K,2.1,2.4,1.7,2.1,0.,0.8,0.5,0.5,0.,0.4,6.7
13,"Prater, Matt",DET,@NYG,K,1.6,1.7,1.5,1.8,0.,0.4,0.3,0.4,0.4,0.3,6.7
14,"Succop, Ryan",TEN,@JAC,K,2.2,2.4,1.3,1.4,0.,0.2,0.4,0.5,0.2,0.1,6.6
15,"Myers, Jason",JAC,TEN,K,1.8,2.1,1.6,1.9,0.,0.5,0.3,0.5,0.3,0.4,6.5
16,"Forbath, Kai",MIN,@PIT,K,1.7,2.,1.5,1.7,0.,0.4,0.5,0.4,0.1,0.2,6.4
17,"Gano, Graham",CAR,BUF,K,2.1,2.3,1.5,2.,0.,0.4,0.4,0.7,0.1,0.4,6.4
18,"Crosby, Mason",GBP,@ATL,K,2.5,2.6,1.3,1.6,0.,0.4,0.5,0.2,0.2,0.3,6.3
19,"Lutz, Wil",NOR,NEP,K,2.6,2.7,1.4,1.8,0.1,0.3,0.5,0.4,0.1,0.4,6.3
20,"Fairbairn, Ka'imi",HOU,@CIN,K,1.5,1.7,1.7,2.,0.1,0.6,0.5,0.4,0.1,0.4,6.1
21,"Folk, Nick",TBB,CHI,K,1.8,1.9,1.7,2.,0.,0.6,0.8,0.2,0.1,0.4,6.1
22,"Koo, Younghoe",LAC,MIA,K,2.2,2.5,1.5,1.8,0.,0.3,0.6,0.4,0.1,0.4,6.
23,"Parkey, Cody",MIA,@LAC,K,2.3,2.3,1.4,1.7,0.,0.5,0.5,0.3,0.,0.3,6.
24,"Rosas, Aldrick",NYG,DET,K,2.1,2.3,1.2,1.3,0.,0.3,0.4,0.5,0.,0.1,5.9
25,"Santos, Cairo",KCC,PHI,K,1.9,2.,1.5,1.8,0.,0.3,0.7,0.3,0.1,0.3,5.9
26,"Catanzaro, Chandler",NYJ,@OAK,K,1.9,2.,1.4,1.8,0.,0.4,0.5,0.3,0.2,0.4,5.5
27,"Dawson, Phil",ARZ,@IND,K,2.3,2.4,1.1,1.5,0.,0.3,0.3,0.4,0.1,0.3,5.3
28,"Janikowski, Sebastian",OAK,NYJ,K,1.8,1.9,1.2,1.6,0.,0.4,0.3,0.4,0.1,0.4,5.1
29,"Gonzalez, Zane",CLE,@BAL,K,1.3,1.4,1.3,1.6,0.,0.5,0.5,0.4,0.,0.3,4.7
30,"Gould, Robbie",SFO,@SEA,K,1.7,1.8,1.,1.1,0.,0.3,0.3,0.4,0.,0.1,4.6
31,"Zuerlein, Greg",LAR,WAS,K,1.5,1.5,1.1,1.4,0.,0.2,0.5,0.2,0.1,0.3,4.2
32,"Barth, Connor",CHI,@TBB,K,1.7,1.8,1.1,1.4,0.,0.4,0.4,0.1,0.1,0.4,4.2
