Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@CIN,K,2.3,2.3,2.3,2.4,0.,0.3,0.8,0.8,0.4,0.1,10.4
2,"Lutz, Wil",NOR,CLE,K,3.3,3.4,1.8,2.1,0.,0.5,0.4,0.7,0.3,0.3,9.2
3,"Gould, Robbie",SFO,DET,K,2.,2.1,2.1,2.2,0.,0.4,0.6,0.9,0.2,0.1,9.2
4,"Vinatieri, Adam",IND,@WAS,K,2.2,2.3,2.,2.3,0.,0.5,0.5,0.5,0.4,0.3,8.8
5,"Succop, Ryan",TEN,HOU,K,2.5,2.6,1.9,2.2,0.,0.5,0.5,0.8,0.2,0.2,8.8
6,"Elliott, Jake",PHI,@TBB,K,2.4,2.7,1.9,2.2,0.,0.5,0.5,0.7,0.3,0.2,8.7
7,"Boswell, Chris",PIT,KCC,K,2.4,2.6,1.9,2.1,0.,0.4,0.7,0.5,0.2,0.2,8.4
8,"Butker, Harrison",KCC,@PIT,K,2.1,2.1,2.1,2.4,0.,0.5,0.9,0.4,0.2,0.4,7.9
9,"Bryant, Matt",ATL,CAR,K,2.2,2.2,1.7,2.,0.,0.4,0.5,0.4,0.4,0.2,7.9
10,"Prater, Matt",DET,@SFO,K,2.1,2.1,1.8,2.1,0.1,0.4,0.4,0.5,0.4,0.3,7.8
11,"Zuerlein, Greg",LAR,ARZ,K,2.1,2.2,1.7,1.8,0.,0.4,0.6,0.4,0.3,0.1,7.6
12,"Gano, Graham",CAR,@ATL,K,1.9,2.1,1.7,1.9,0.,0.4,0.6,0.6,0.1,0.2,7.4
13,"Myers, Jason",NYJ,MIA,K,2.,2.,1.9,2.4,0.,0.5,0.4,0.8,0.1,0.5,7.3
14,"Carlson, Daniel",MIN,@GBP,K,2.1,2.4,1.8,2.,0.,0.5,0.6,0.4,0.2,0.3,7.3
15,"McManus, Brandon",DEN,OAK,K,2.,2.,1.8,2.1,0.,0.4,0.8,0.4,0.2,0.3,7.2
16,"Lambo, Josh",JAC,NEP,K,2.3,2.4,1.5,1.8,0.,0.2,0.6,0.5,0.2,0.3,7.
17,"Hopkins, Dustin",WAS,IND,K,2.3,2.4,1.7,2.2,0.,0.8,0.4,0.3,0.1,0.4,6.8
18,"Gostkowski, Stephen",NEP,@JAC,K,2.3,2.4,1.5,1.8,0.,0.6,0.4,0.5,0.1,0.3,6.7
19,"Hauschka, Steven",BUF,LAC,K,1.6,1.7,1.6,1.9,0.,0.4,0.6,0.4,0.2,0.3,6.5
20,"Dawson, Phil",ARZ,@LAR,K,1.5,1.8,1.7,2.2,0.1,0.3,0.6,0.5,0.2,0.4,6.4
21,"Maher, Brett",DAL,NYG,K,2.3,2.3,1.5,1.9,0.1,0.4,0.4,0.4,0.2,0.5,6.1
22,"Parkey, Cody",CHI,SEA,K,1.8,2.,1.2,1.4,0.,0.4,0.3,0.4,0.1,0.2,5.6
23,"Sanders, Jason",MIA,@NYJ,K,2.1,2.3,1.1,1.3,0.,0.4,0.4,0.3,0.,0.1,5.4
24,"Catanzaro, Chandler",TBB,PHI,K,1.6,1.6,1.4,1.8,0.,0.4,0.3,0.5,0.1,0.4,5.4
25,"Bullock, Randy",CIN,BAL,K,1.9,2.1,1.2,1.3,0.,0.4,0.4,0.2,0.,0.2,5.2
26,"Crosby, Mason",GBP,MIN,K,2.2,2.3,1.1,1.4,0.,0.4,0.4,0.3,0.1,0.3,5.2
27,"Nugent, Mike",OAK,@DEN,K,1.7,2.,1.1,1.4,0.,0.3,0.4,0.4,0.1,0.3,4.9
28,"Fairbairn, Ka'imi",HOU,@TEN,K,1.6,1.7,1.2,1.6,0.,0.3,0.4,0.3,0.2,0.4,4.8
29,"Gonzalez, Zane",CLE,@NOR,K,1.6,1.7,1.,1.3,0.,0.3,0.3,0.3,0.1,0.2,4.5
30,"Sturgis, Caleb",LAC,@BUF,K,1.7,2.,1.2,1.6,0.,0.6,0.3,0.2,0.1,0.4,4.4
31,"Janikowski, Sebastian",SEA,@CHI,K,2.,2.1,0.9,1.2,0.,0.3,0.3,0.3,0.,0.3,4.3
32,"Rosas, Aldrick",NYG,@DAL,K,1.1,1.3,1.,1.3,0.,0.4,0.2,0.2,0.1,0.4,3.3
