Travis Kelce,KC,94.2,"1,145.4",7.4,0.5,158.0
,high,101.0,"1,195.0",7.8,0.0,161.5
,low,87.4,"1,095.8",7.0,1.0,159.2
George Kittle,SF,89.0,"1,073.4",5.9,0.5,141.5
,high,90.0,"1,207.0",6.0,0.0,156.7
,low,88.0,939.7,5.7,1.0,131.6
Zach Ertz,PHI,92.0,989.3,6.7,0.5,138.2
,high,102.0,"1,016.0",7.0,0.0,143.6
,low,81.9,962.5,6.4,1.0,135.0
Mark Andrews,BAL,57.9,804.2,7.9,0.5,126.8
,high,61.9,818.3,9.0,0.0,133.0
,low,54.0,790.0,6.8,1.0,122.7
Darren Waller,LV,75.8,926.9,4.6,0.5,119.1
,high,82.0,"1,022.0",5.2,0.0,126.2
,low,69.6,831.8,4.0,1.0,115.7
Jared Cook,NO,51.4,714.5,6.8,0.0,112.2
,high,54.7,750.0,7.0,0.0,114.6
,low,48.0,679.0,6.6,0.0,109.9
Hunter Henry,LAC,60.8,745.9,5.6,0.5,107.0
,high,65.0,785.0,6.0,0.0,114.5
,low,56.6,706.9,5.1,1.0,101.6
Evan Engram,NYG,67.8,784.3,4.9,0.5,106.5
,high,69.0,810.0,5.0,0.0,111.0
,low,66.7,758.6,4.7,1.0,108.6
Tyler Higbee,LAR,68.4,809.2,4.2,0.5,105.2
,high,69.8,821.5,4.4,0.0,108.9
,low,67.0,797.0,4.0,1.0,103.7
Rob Gronkowski,TB,49.7,760.6,3.4,0.5,95.2
,high,52.0,906.0,3.7,0.0,108.6
,low,47.3,615.1,3.0,1.0,84.0
Austin Hooper,CLE,58.2,686.7,4.6,0.5,95.0
,high,65.0,739.0,5.0,0.0,103.9
,low,51.4,634.5,4.1,1.0,88.1
Noah Fant,DEN,49.4,674.9,4.5,0.5,93.7
,high,53.0,788.0,5.0,0.0,108.8
,low,45.7,561.9,4.1,1.0,83.3
Hayden Hurst,ATL,56.2,667.4,3.9,0.5,89.0
,high,65.0,812.0,4.0,0.0,105.2
,low,47.3,522.8,3.8,1.0,75.0
Chris Herndon IV,NYJ,43.8,559.9,4.7,0.0,84.3
,high,44.0,562.0,6.0,0.0,92.2
,low,43.6,557.9,3.4,0.0,76.5
Mike Gesicki,MIA,53.2,612.3,4.1,1.0,83.6
,high,57.0,638.0,4.1,0.0,87.8
,low,49.4,586.6,4.0,2.0,83.4
Dallas Goedert,PHI,53.4,564.7,4.5,0.5,82.4
,high,54.0,591.3,5.0,0.0,83.8
