Travis Kelce,KC,89.2,"1,113.9",8.8,0.3,163.6
,high,91.0,"1,132.0",9.8,0.0,173.0
,low,87.4,"1,095.8",7.8,0.5,159.2
George Kittle,SF,85.2,969.1,6.1,0.2,132.9
,high,90.0,998.4,6.4,0.0,142.3
,low,80.3,939.7,5.7,0.4,131.6
Mark Andrews,BAL,63.9,850.5,7.3,0.3,128.0
,high,65.9,882.7,7.7,0.0,133.5
,low,61.9,818.3,6.8,0.6,122.7
Zach Ertz,PHI,78.2,875.5,6.4,0.2,125.6
,high,81.9,962.5,6.4,0.0,135.0
,low,74.6,788.4,6.4,0.4,116.3
Darren Waller,LV,71.2,842.8,5.2,0.2,114.8
,high,72.7,853.8,5.2,0.0,115.7
,low,69.6,831.8,5.2,0.4,115.5
Jared Cook,NO,50.4,703.2,6.5,0.2,108.8
,high,54.7,750.0,6.6,0.0,114.6
,low,46.2,656.5,6.4,0.3,103.3
Tyler Higbee,LAR,67.1,763.2,4.6,0.1,103.4
,high,69.8,821.5,4.7,0.0,108.9
,low,64.4,704.9,4.4,0.3,97.9
Evan Engram,NYG,65.3,725.4,4.9,0.2,101.3
,high,66.7,758.6,5.0,0.0,108.6
,low,64.0,692.1,4.7,0.3,102.5
Hunter Henry,LAC,55.4,681.8,4.9,0.2,97.2
,high,56.6,706.9,5.1,0.0,101.6
,low,54.2,656.7,4.7,0.4,92.9
Rob Gronkowski,TB,47.4,632.2,4.2,0.1,87.9
,high,47.5,649.3,4.6,0.0,91.9
,low,47.3,615.1,3.7,0.3,84.0
Austin Hooper,CLE,49.9,575.2,4.5,0.1,84.5
,high,51.4,634.5,4.9,0.0,88.1
,low,48.4,515.9,4.1,0.1,80.9
Noah Fant,DEN,51.0,601.1,4.1,0.2,84.5
,high,56.2,640.4,4.2,0.0,90.2
,low,45.7,561.9,4.1,0.3,83.3
Mike Gesicki,MIA,51.7,594.3,4.2,0.2,84.1
,high,53.9,602.1,4.3,0.0,84.9
,low,49.4,586.6,4.1,0.4,83.4
Hayden Hurst,ATL,50.7,571.0,4.1,0.2,81.3
,high,54.1,619.3,4.4,0.0,87.9
,low,47.3,522.8,3.8,0.3,75.0
Jack Doyle,IND,53.6,547.4,4.2,0.2,79.7
,high,57.3,569.8,4.7,0.0,80.1
,low,49.9,525.0,3.7,0.4,79.3
Chris Herndon IV,NYJ,46.3,578.7,3.6,0.1,79.3
,high,49.1,599.6,3.8,0.0,82.3
,low,43.6,557.9,3.4,0.3,76.5
T.J. Hockenson,DET,50.7,570.8,3.7,0.2,78.8
,high,53.9,617.9,4.4,0.0,87.6
,low,47.5,523.8,2.9,0.3,70.0
Dallas Goedert,PHI,51.3,547.8,4.1,0.2,78.7
,high,52.8,591.3,4.2,0.0,83.0
,low,49.9,504.2,4.0,0.5,74.5
