Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Donald, Aaron",LAR,@ARI,DL,2.1,1.2,0.9,0.1,0.0,0.3,0.1,0.0,4.9
2,"Jarrett, Grady",ATL,NOS,DL,2.2,2.2,0.4,0.0,0.0,0.0,0.0,0.0,4.2
3,"Simmons, Jeffery",TEN,CLE,DL,2.1,1.5,0.3,0.5,0.0,0.1,0.1,0.0,4.1
4,"Jones, Chris",KCC,DEN,DL,1.9,1.1,0.6,0.2,0.0,0.1,0.0,0.0,3.9
5,"Clark, Kenny",GBP,PHI,DL,2.5,1.3,0.3,0.1,0.0,0.1,0.0,0.0,3.9
6,"Ogunjobi, Larry",CLE,@TEN,DL,2.4,0.9,0.3,0.1,0.0,0.1,0.0,0.0,3.7
7,"Joseph, Sebastian",LAR,@ARI,DL,2.6,1.2,0.1,0.1,0.0,0.1,0.0,0.0,3.5
8,"Allen, Jonathan",WAS,@PIT,DL,2.4,1.2,0.2,0.0,0.0,0.0,0.0,0.0,3.5
9,"Wilkins, Christian",MIA,CIN,DL,1.8,1.6,0.1,0.3,0.1,0.0,0.0,0.0,3.4
10,"Oliver, Ed",BUF,@SFO,DL,1.9,0.8,0.4,0.1,0.0,0.2,0.0,0.0,3.4
11,"Onyemata, David",NOS,@ATL,DL,1.7,0.9,0.4,0.2,0.1,0.0,0.0,0.0,3.3
12,"Guy, Lawrence",NEP,@LAC,DL,2.4,1.3,0.1,0.0,0.0,0.0,0.0,0.0,3.3
13,"Reed, Jarran",SEA,NYG,DL,1.5,1.4,0.4,0.2,0.0,0.1,0.0,0.0,3.2
14,"Richardson, Sheldon",CLE,@TEN,DL,1.9,1.4,0.2,0.2,0.0,0.0,0.0,0.0,3.2
15,"Kinlaw, Javon",SFO,BUF,DL,1.3,1.3,0.3,0.3,0.1,0.0,0.0,0.0,3.1
16,"Butler, Adam",NEP,@LAC,DL,1.8,1.1,0.2,0.2,0.0,0.0,0.0,0.0,3.0
17,"Cox, Fletcher",PHI,@GBP,DL,1.7,0.7,0.4,0.1,0.0,0.1,0.0,0.0,3.0
18,"Tomlinson, Dalvin",NYG,@SEA,DL,1.5,1.4,0.1,0.2,0.0,0.0,0.0,0.0,2.8
19,"Payne, Da'Ron",WAS,@PIT,DL,1.3,1.2,0.3,0.1,0.0,0.2,0.0,0.0,2.7
20,"Gallimore, Neville",DAL,@BAL,DL,1.6,1.4,0.1,0.0,0.0,0.1,0.0,0.0,2.6
21,"Fatukasi, Foley",NYJ,LVR,DL,1.4,1.4,0.2,0.2,0.0,0.0,0.0,0.0,2.5
22,"Williams, DeShawn",DEN,@KCC,DL,1.3,0.8,0.3,0.1,0.0,0.1,0.0,0.0,2.5
23,"Lawrence, Dexter",NYG,@SEA,DL,1.5,1.0,0.2,0.0,0.0,0.0,0.0,0.0,2.4
24,"Jones, Abry",JAC,@MIN,DL,1.5,0.8,0.2,0.2,0.0,0.0,0.0,0.0,2.4
25,"Shelton, Danny",DET,@CHI,DL,1.2,1.5,0.1,0.1,0.0,0.0,0.0,0.0,2.3
26,"Jones, DaQuan",TEN,CLE,DL,1.6,0.9,0.1,0.1,0.0,0.0,0.0,0.0,2.3
27,"Ford, Poona",SEA,NYG,DL,1.5,0.7,0.1,0.1,0.0,0.1,0.0,0.0,2.2
28,"Hurst, Maurice",LVR,@NYJ,DL,1.2,0.9,0.2,0.1,0.0,0.0,0.0,0.0,2.2
29,"Joseph, Linval",LAC,NEP,DL,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
30,"Costin, Doug",JAC,@MIN,DL,1.2,1.2,0.1,0.1,0.0,0.0,0.0,0.0,2.1
31,"Nnadi, Derrick",KCC,DEN,DL,1.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1
32,"Johnson, Jaleel",MIN,JAC,DL,1.3,1.1,0.2,0.0,0.0,0.0,0.0,0.0,2.1
33,"Hargrave, Javon",PHI,@GBP,DL,1.0,1.3,0.1,0.1,0.0,0.0,0.0,0.0,2.0
34,"Buggs, Isaiah",PIT,WAS,DL,1.2,0.9,0.1,0.2,0.0,0.0,0.0,0.0,1.9
35,"Nichols, Bilal",CHI,DET,DL,1.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,1.9
36,"Hamilton, Davon",JAC,@MIN,DL,1.1,1.1,0.1,0.0,0.0,0.0,0.0,0.0,1.8
37,"Covington, Christian",CIN,@MIA,DL,1.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.8
38,"Tuioti-Mariner, Jacob",ATL,NOS,DL,1.1,0.7,0.0,0.0,0.0,0.1,0.1,0.0,1.7
39,"Tuttle, Shy",NOS,@ATL,DL,1.0,0.5,0.1,0.2,0.1,0.0,0.0,0.0,1.7
40,"Settle, Tim",WAS,@PIT,DL,0.9,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.7
41,"Woods, Antwaun",DAL,@BAL,DL,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7
42,"Stephen, Shamar",MIN,JAC,DL,1.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,1.7
43,"Hankins, Johnathan",LVR,@NYJ,DL,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.7
44,"Coley, Trevon",ARI,LAR,DL,1.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,1.6
45,"Stewart, Grover",IND,@HOU,DL,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6
46,"Dunn, Brandon",HOU,IND,DL,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
47,"Tillery, Jerry",LAC,NEP,DL,0.8,0.5,0.2,0.1,0.0,0.0,0.0,0.0,1.5
48,"Jefferson, Quinton",BUF,@SFO,DL,0.7,0.6,0.1,0.1,0.0,0.0,0.0,0.0,1.5
49,"Williams, Xavier",CIN,@MIA,DL,0.8,0.7,0.2,0.0,0.0,0.0,0.0,0.0,1.5
50,"Brown, Malcolm",NOS,@ATL,DL,0.6,1.2,0.1,0.1,0.0,0.0,0.0,0.0,1.5
51,"Davis, Raekwon",MIA,CIN,DL,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
52,"Watts, Armon",MIN,JAC,DL,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2
53,"Jones, Justin",LAC,NEP,DL,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2
54,"Butler, Vernon",BUF,@SFO,DL,0.7,0.8,0.0,0.0,0.0,0.1,0.0,0.0,1.2
55,"Bryan, Taven",JAC,@MIN,DL,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1
56,"Lewis, Tyquan",IND,@HOU,DL,0.7,0.2,0.1,0.1,0.0,0.0,0.0,0.0,1.1
57,"Pennel, Mike",KCC,DEN,DL,0.6,0.8,0.0,0.1,0.0,0.0,0.0,0.0,1.1
58,"Davison, Tyeler",ATL,NOS,DL,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,"Blacklock, Ross",HOU,IND,DL,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9
60,"Gaines, Greg",LAR,@ARI,DL,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9
61,"Jackson, Malik",PHI,@GBP,DL,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.9
62,"Penisini, John",DET,@CHI,DL,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8
63,"Givens, Kevin",SFO,BUF,DL,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8
64,"Square, Damion",LAC,NEP,DL,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8
65,"Jenkins, John",CHI,DET,DL,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8
66,"Davidson, Marlon",ATL,NOS,DL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
67,"Mata'afa, Hercules",MIN,JAC,DL,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7
