Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Walker, Tracy",DET,@ATL,DB,5.9,1.6,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,7.7
2,"Simmons, Justin",DEN,KCC,DB,5.6,1.3,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,7.6
3,"Johnson, John",LAR,CHI,DB,5.0,2.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,7.5
4,"Chinn, Jeremy",CAR,@NOS,DB,5.3,2.3,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,7.4
5,"Baker, Budda",ARI,SEA,DB,5.7,1.7,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,7.4
6,"Wilson, Donovan",DAL,@WAS,DB,5.8,1.5,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,7.3
7,"Jenkins, Rayshawn",LAC,JAC,DB,4.9,2.6,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,7.2
8,"Collins, Landon",WAS,DAL,DB,5.1,2.8,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,7.2
9,"Jenkins, Malcolm",NOS,CAR,DB,4.8,1.6,0.2,0.9,0.1,0.1,0.1,0.0,0.0,0.0,6.9
10,"McLeod, Rodney",PHI,NYG,DB,4.9,1.3,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,6.7
11,"Poyer, Jordan",BUF,@NYJ,DB,4.9,2.0,0.1,0.2,0.1,0.1,0.1,0.0,0.1,0.0,6.6
12,"Diggs, Quandre",SEA,@ARI,DB,3.8,1.6,0.1,0.8,0.5,0.0,0.0,0.0,0.0,0.0,6.5
13,"Byard, Kevin",TEN,PIT,DB,4.0,1.6,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,5.9
14,"Phillips, Adrian",NEP,SFO,DB,3.9,2.3,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,5.9
15,"Jackson, Eddie",CHI,@LAR,DB,4.5,1.2,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,5.8
16,"Mathieu, Tyrann",KCC,@DEN,DB,4.0,1.2,0.1,0.7,0.2,0.0,0.0,0.0,0.1,0.0,5.8
17,"Jackson, Kareem",DEN,KCC,DB,4.2,1.4,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.8
18,"Neal, Keanu",ATL,DET,DB,4.3,1.7,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,5.7
19,"Bates, Jessie",CIN,CLE,DB,3.5,1.9,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.6
20,"Sorensen, Daniel",KCC,@DEN,DB,4.1,1.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,5.6
21,"Vaccaro, Kenny",TEN,PIT,DB,3.9,1.8,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,5.5
22,"Winfield Jr., Antoine",TBB,@LVR,DB,3.6,1.3,0.2,0.7,0.1,0.1,0.0,0.0,0.0,0.0,5.4
23,"Reid, Justin",HOU,GBP,DB,4.0,1.4,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,5.4
24,"Peppers, Jabrill",NYG,@PHI,DB,4.1,1.6,0.0,0.2,0.0,0.1,0.1,0.0,6.0,1.0,5.4
25,"Mills, Jalen",PHI,NYG,DB,3.8,1.4,0.2,0.4,0.1,0.2,0.0,0.0,0.0,0.0,5.4
26,"Boston, Tre",CAR,@NOS,DB,3.5,1.6,0.0,0.6,0.1,0.1,0.1,0.0,0.0,0.0,5.4
27,"Rapp, Taylor",LAR,CHI,DB,4.1,1.5,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,5.2
28,"Apke, Troy",WAS,DAL,DB,4.2,1.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,5.2
29,"Edmunds, Terrell",PIT,@TEN,DB,3.8,1.5,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.2
30,"Jones, Josh",JAC,@LAC,DB,4.0,1.8,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,5.2
31,"McDougald, Bradley",NYJ,BUF,DB,3.8,1.5,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,5.2
32,"Gardner-Johnson, Chauncey",NOS,CAR,DB,4.1,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.1
33,"Maye, Marcus",NYJ,BUF,DB,3.5,1.4,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,5.1
34,"Bell, Vonn",CIN,CLE,DB,3.6,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,5.1
35,"Fitzpatrick, Minkah",PIT,@TEN,DB,3.2,1.5,0.0,0.5,0.2,0.1,0.1,0.0,0.0,0.0,5.0
36,"Joseph, Karl",CLE,@CIN,DB,3.1,1.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,4.9
37,"Harmon, Duron",DET,@ATL,DB,2.9,1.1,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,4.9
38,"Adderley, Nasir",LAC,JAC,DB,3.5,1.0,0.0,0.4,0.2,0.0,0.0,0.0,2.0,0.0,4.8
39,"Woods, Xavier",DAL,@WAS,DB,3.3,1.4,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,4.5
40,"Williams, Marcus",NOS,CAR,DB,3.1,1.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,4.5
41,"Amos, Adrian",GBP,@HOU,DB,3.5,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5
42,"Thornhill, Juan",KCC,@DEN,DB,3.0,1.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.4
43,"Whitehead, Jordan",TBB,@LVR,DB,3.1,1.6,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.4
44,"Harris, Erik",LVR,TBB,DB,3.5,0.6,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.4
45,"Hyde, Micah",BUF,@NYJ,DB,3.1,1.5,0.0,0.2,0.1,0.0,0.0,0.0,2.0,1.0,4.3
