Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kelce, Travis",KCC,@TBB,TE,8.2,1.2,6.0,77.0,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,17.2
2,"Engram, Evan",NYG,@CIN,TE,8.3,1.2,5.0,52.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.9,12.3
3,"Waller, Darren",LVR,@ATL,TE,6.8,1.0,5.1,53.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,12.3
4,"Gronkowski, Rob",TBB,KCC,TE,6.0,1.0,4.0,44.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.8
5,"Hockenson, T.J.",DET,HOU,TE,6.0,1.0,4.0,46.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.7
6,"Goedert, Dallas",PHI,SEA,TE,6.0,0.6,4.4,45.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.7
7,"Ebron, Eric",PIT,BAL,TE,5.7,1.0,4.3,41.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,10.3
8,"Reed, Jordan",SFO,@LAR,TE,5.0,0.5,4.0,42.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5,10.2
9,"Gesicki, Mike",MIA,@NYJ,TE,5.5,0.7,3.8,46.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.6
10,"Henry, Hunter",LAC,@BUF,TE,5.8,0.9,3.7,40.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.6
11,"Smith, Jonnu",TEN,@IND,TE,4.2,0.9,2.8,31.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.7,9.4
12,"Tonyan, Robert",GBP,CHI,TE,3.7,0.4,3.0,36.0,0.4,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.3
13,"Burton, Trey",IND,TEN,TE,4.6,1.1,2.9,30.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,9.3
14,"Hurst, Hayden",ATL,LVR,TE,5.2,0.6,3.6,40.0,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.1
15,"Hooper, Austin",CLE,@JAC,TE,5.2,0.7,3.6,36.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,9.1
16,"Cook, Jared",NOS,@DEN,TE,3.6,0.7,2.7,40.0,0.4,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,8.8
17,"Schultz, Dalton",DAL,WAS,TE,5.3,0.5,3.6,36.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,8.6
18,"Higbee, Tyler",LAR,SFO,TE,4.5,0.5,3.3,37.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,8.4
19,"Akins, Jordan",HOU,@DET,TE,3.8,0.4,2.9,37.0,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.9
20,"Thomas, Logan",WAS,@DAL,TE,4.2,0.6,3.0,35.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.9
