Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Chinn, Jeremy",CAR,ATL,DB,5.9,2.9,0.1,0.8,0.2,0.0,0.0,0.0,0.0,0.0,8.5
2,"McLeod, Rodney",PHI,DAL,DB,5.6,1.8,0.1,0.7,0.2,0.1,0.1,0.0,0.0,0.0,7.8
3,"Poyer, Jordan",BUF,NEP,DB,5.6,2.4,0.2,0.3,0.1,0.2,0.1,0.0,0.0,0.0,7.7
4,"Johnson, John",LAR,@MIA,DB,4.7,2.8,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,7.2
5,"Walker, Tracy",DET,IND,DB,5.1,1.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,6.7
6,"Byard, Kevin",TEN,@CIN,DB,4.7,1.7,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,6.7
7,"Jenkins, Malcolm",NOS,@CHI,DB,4.6,1.7,0.2,0.8,0.1,0.1,0.1,0.0,0.0,0.0,6.7
8,"Clark, Chuck",BAL,PIT,DB,4.4,2.4,0.3,0.3,0.0,0.3,0.1,0.0,0.0,0.0,6.6
9,"Maye, Marcus",NYJ,@KCC,DB,4.2,1.9,0.2,0.6,0.3,0.1,0.0,0.0,0.0,0.0,6.6
10,"Mills, Jalen",PHI,DAL,DB,4.4,1.7,0.2,0.5,0.2,0.2,0.0,0.0,0.0,0.0,6.6
11,"Diggs, Quandre",SEA,SFO,DB,3.6,1.7,0.1,0.9,0.6,0.0,0.0,0.0,0.0,0.0,6.6
12,"Willis, Khari",IND,@DET,DB,4.8,1.3,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,6.4
13,"Bates, Jessie",CIN,TEN,DB,4.1,2.2,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,6.4
14,"Jenkins, Rayshawn",LAC,@DEN,DB,4.6,2.0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,6.4
15,"Simmons, Justin",DEN,LAC,DB,4.8,1.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,6.4
16,"Neal, Keanu",ATL,@CAR,DB,4.8,1.7,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.4
17,"Rowe, Eric",MIA,LAR,DB,4.4,1.7,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,6.3
18,"Vaccaro, Kenny",TEN,@CIN,DB,4.4,1.9,0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,6.2
19,"Bell, Vonn",CIN,TEN,DB,4.2,2.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,6.0
20,"Phillips, Adrian",NEP,@BUF,DB,4.1,2.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,5.9
21,"Boston, Tre",CAR,ATL,DB,4.0,2.0,0.0,0.6,0.1,0.1,0.1,0.0,0.0,0.0,5.9
22,"Abram, Johnathan",LVR,@CLE,DB,4.1,1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,5.7
23,"Gardner-Johnson, Chauncey",NOS,@CHI,DB,4.4,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.5
24,"Rapp, Taylor",LAR,@MIA,DB,3.7,1.8,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,5.3
25,"Elliott, DeShon",BAL,PIT,DB,3.1,1.5,0.3,0.7,0.0,0.3,0.1,0.0,0.0,0.0,5.3
26,"Thompson, Darian",DAL,@PHI,DB,4.1,1.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.3
27,"Sorensen, Daniel",KCC,NYJ,DB,3.8,1.3,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,5.3
28,"Smith, Harrison",MIN,@GBP,DB,3.7,1.2,0.0,0.4,0.1,0.1,0.1,0.0,0.0,0.0,5.1
29,"Harris, Anthony",MIN,@GBP,DB,3.1,2.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,5.0
30,"Mathieu, Tyrann",KCC,NYJ,DB,3.4,1.0,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,5.0
31,"Adderley, Nasir",LAC,@DEN,DB,3.7,1.0,0.0,0.4,0.2,0.0,0.0,0.0,2.0,0.0,4.9
32,"Woods, Xavier",DAL,@PHI,DB,3.5,1.6,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,4.9
33,"Peppers, Jabrill",NYG,TBB,DB,3.7,1.5,0.1,0.2,0.0,0.1,0.1,0.0,7.0,1.0,4.9
34,"Winfield Jr., Antoine",TBB,@NYG,DB,3.0,1.1,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.0,4.8
35,"Joseph, Karl",CLE,LVR,DB,3.0,1.5,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,4.8
36,"Jackson, Kareem",DEN,LAC,DB,3.5,1.3,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.8
37,"McCourty, Devin",NEP,@BUF,DB,3.2,1.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,4.8
38,"Harrison, Ronnie",CLE,LVR,DB,2.8,1.1,0.1,0.8,0.2,0.0,0.0,0.0,0.0,0.0,4.7
39,"Williams, Marcus",NOS,@CHI,DB,3.1,1.3,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,4.6
40,"Jackson, Eddie",CHI,NOS,DB,3.7,0.9,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,4.6
41,"Amos, Adrian",GBP,MIN,DB,3.5,1.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.6
42,"Edmunds, Terrell",PIT,@BAL,DB,3.1,1.2,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.4
43,"Harris, Erik",LVR,@CLE,DB,3.5,0.6,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.4
44,"Harmon, Duron",DET,IND,DB,2.7,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,4.3
45,"Fitzpatrick, Minkah",PIT,@BAL,DB,2.8,1.3,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.2
46,"Love, Julian",NYG,TBB,DB,3.0,0.9,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.1
47,"Ward, Jimmie",SFO,@SEA,DB,2.9,0.9,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.1
48,"Savage, Darnell",GBP,MIN,DB,3.0,1.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,4.0
