Rank,Player,Team,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
39,"Purcell, Mike",DEN,DL,22.0,17.8,0.7,2.8,0.0,0.0,0.0,0.0,35.0
40,"Davison, Tyeler",ATL,DL,21.1,21.0,1.1,0.1,0.0,0.5,0.5,0.0,34.9
41,"Williams, Brandon",BAL,DL,17.3,27.6,0.8,0.0,0.0,0.0,0.0,0.0,32.7
42,"Vea, Vita",TBB,DL,20.4,13.1,1.9,1.8,0.0,0.0,0.0,0.0,32.5
43,"McLendon, Steve",TBB,DL,20.3,17.2,1.0,0.3,0.0,0.0,0.0,0.0,31.2
44,"Nnadi, Derrick",KCC,DL,15.5,20.8,1.1,1.7,0.5,0.3,0.0,0.0,31.1
45,"Robinson, A'Shawn",LAR,DL,19.8,8.4,2.4,1.4,0.0,0.3,0.3,0.0,30.8
46,"Dunn, Brandon",HOU,DL,17.3,19.1,0.2,1.6,1.0,0.0,0.0,0.0,30.8
47,"Jones, Justin",LAC,DL,20.9,10.5,1.1,1.2,0.0,1.1,0.0,0.0,30.7
48,"Bryan, Taven",JAC,DL,18.1,12.5,2.2,0.9,0.0,0.9,0.0,0.0,30.5
49,"Nichols, Bilal",CHI,DL,20.7,11.1,1.5,1.0,0.0,0.0,0.0,0.0,30.3
50,"Stewart, Grover",IND,DL,15.9,15.3,2.7,1.2,0.0,0.0,0.0,0.0,30.2
51,"Jones, DaQuan",TEN,DL,13.5,22.1,1.3,2.6,0.0,0.0,0.0,0.0,29.8
52,"Ford, Poona",SEA,DL,22.0,11.0,0.3,0.8,0.0,0.0,0.0,0.0,29.0
53,"Rankins, Sheldon",NOS,DL,14.3,7.5,2.7,2.5,0.0,0.4,0.0,0.0,26.2
54,"Butler, Vernon",BUF,DL,13.8,10.4,2.6,0.7,0.0,0.4,0.4,0.0,25.9
55,"Brown, Malcolm",NOS,DL,16.3,14.0,0.8,1.0,0.0,0.0,0.0,0.0,25.9
56,"Thomas, Solomon",SFO,DL,18.0,7.1,2.1,0.0,0.0,0.0,0.0,0.0,25.8
57,"Tillery, Jerry",LAC,DL,13.2,12.3,2.5,0.7,0.0,0.0,0.0,0.0,25.1
58,"Johnson, Jaleel",MIN,DL,11.6,12.5,2.9,0.0,0.0,0.0,0.0,0.0,23.7
59,"Taylor, Vincent",CLE,DL,16.9,5.7,0.0,2.6,0.6,0.0,0.0,0.0,23.6
60,"Jenkins, John",CHI,DL,14.1,11.4,0.7,2.2,0.0,0.0,0.0,0.0,23.4
61,"Jones, D.J.",SFO,DL,18.5,2.2,1.2,0.0,0.0,1.0,0.0,0.0,23.1
62,"Covington, Christian",CIN,DL,18.5,5.0,0.3,0.7,0.0,0.0,0.0,0.0,22.2
63,"Fatukasi, Foley",NYJ,DL,14.3,11.7,0.2,1.2,0.0,0.0,0.0,0.0,21.8
64,"Saunders, Khalen",KCC,DL,14.7,10.7,0.2,1.2,0.0,0.0,0.0,0.0,21.6
65,"Davis, Carl",NEP,DL,13.8,9.6,0.5,0.3,0.0,0.0,0.0,0.2,20.1
66,"Stallworth, Taylor",IND,DL,13.3,7.9,0.0,1.1,0.0,0.0,0.0,0.0,18.3
67,"Jefferson, Quinton",BUF,DL,9.8,6.5,1.2,1.1,0.0,0.0,0.0,0.0,16.5
68,"Allen, Beau",NEP,DL,10.7,6.8,0.8,0.0,0.0,0.0,0.0,0.0,15.7
69,"Watts, Armon",MIN,DL,9.6,3.5,1.1,1.5,0.0,0.4,0.0,0.0,15.5
70,"Collins, Maliek",LVR,DL,8.4,6.2,1.5,0.8,0.0,0.0,0.0,0.0,15.3
71,"Hall, P.J.",HOU,DL,9.3,8.4,0.3,0.6,0.0,0.0,0.0,0.0,14.7
72,"Johnson, Austin",NYG,DL,8.5,10.5,0.0,0.9,0.0,0.0,0.0,0.0,14.7
73,"Settle, Tim",WAS,DL,8.7,3.2,1.3,0.0,0.0,1.1,0.0,0.0,14.0
74,"Blacklock, Ross",HOU,DL,9.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
75,"Kerr, Zach",CAR,DL,8.9,5.9,0.0,1.2,0.0,0.0,0.0,0.0,13.0
76,"Phillips, Harrison",BUF,DL,7.5,8.7,0.1,0.5,0.0,0.0,0.0,0.0,12.6
77,"Hunt, Margus",CIN,DL,10.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,11.8
78,"Tuioti-Mariner, Jacob",ATL,DL,6.7,7.1,0.0,0.0,0.0,0.4,0.0,0.0,10.7
79,"Gaines, Greg",LAR,DL,6.0,7.9,0.1,0.0,0.0,0.0,0.0,0.0,10.3
80,"Ellis, Justin",BAL,DL,5.3,10.1,0.0,0.0,0.0,0.0,0.0,0.0,10.3
81,"Jackson, Malik",PHI,DL,6.0,1.8,1.7,0.0,0.0,0.0,0.0,0.0,10.3
82,"Mack, Isaiah",NEP,DL,5.4,5.2,0.6,0.0,0.0,0.0,0.0,0.0,9.1
83,"Lewis, Tyquan",IND,DL,5.7,2.9,0.5,0.0,0.0,0.0,0.0,0.0,8.2
84,"Anderson, Abdullah",MIN,DL,3.3,0.1,1.7,0.0,0.0,0.0,0.0,0.0,6.7
85,"Senat, Deadrin",ATL,DL,3.7,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.7
86,"Nunez-Roches, Rakeem",TBB,DL,4.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,6.3
87,"Wren, Renell",CIN,DL,4.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,5.8
88,"Hill, Trysten",DAL,DL,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2
89,"Buggs, Isaiah",PIT,DL,1.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.8
90,"Mone, Bryan",SEA,DL,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6
91,"Niles, Scott",CIN,DL,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
92,"Ridgeway, Hassan",PHI,DL,1.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.3
93,"Lawrence, Devaroe",WAS,DL,0.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,"Russell, Dontavius",JAC,DL,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9
95,"Mata'afa, Hercules",MIN,DL,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5
96,"Coley, Trevon",ARI,DL,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5
97,"Peko, Kyle",DEN,DL,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4
98,"Daniels, Mike",CIN,DL,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4
99,"Givens, Kevin",SFO,DL,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
100,"Cowart, Byron",NEP,DL,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
101,"Zimmer, Justin",BUF,DL,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
102,"Ivie, Joey",TEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"Kilgo, Darius",DET,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,"Walton, Leterrius",PIT,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

