Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kelce, Travis",KCC,NYJ,TE,8.4,1.3,6.0,74.0,0.6,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,16.8
2,"Kittle, George",SFO,@SEA,TE,7.9,0.9,5.4,68.0,0.4,0.1,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.8,14.5
3,"Waller, Darren",LVR,@CLE,TE,7.9,0.9,5.8,62.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.7,13.8
4,"Andrews, Mark",BAL,PIT,TE,5.6,0.6,4.1,52.0,0.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.5
5,"Smith, Jonnu",TEN,@CIN,TE,5.0,0.7,3.4,41.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.2
6,"Cook, Jared",NOS,@CHI,TE,4.4,0.6,3.1,45.0,0.5,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9
7,"Gronkowski, Rob",TBB,@NYG,TE,6.0,0.8,4.0,47.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.4
8,"Engram, Evan",NYG,TBB,TE,6.6,0.8,4.2,44.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.7,10.3
9,"Higbee, Tyler",LAR,@MIA,TE,5.0,0.6,4.0,44.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.0
10,"Rodgers, Richard",PHI,DAL,TE,5.6,0.5,4.1,44.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.7
11,"Graham, Jimmy",CHI,NOS,TE,5.4,1.0,3.6,35.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.5
12,"Hockenson, T.J.",DET,IND,TE,4.5,0.8,3.5,38.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.4
13,"Schultz, Dalton",DAL,@PHI,TE,5.5,0.3,3.9,41.0,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,9.3
14,"Gesicki, Mike",MIA,LAR,TE,4.9,0.8,3.7,40.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.3
15,"Henry, Hunter",LAC,@DEN,TE,5.5,0.6,3.7,42.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.2
16,"Hurst, Hayden",ATL,@CAR,TE,4.5,0.4,3.3,38.0,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.9
17,"Burton, Trey",IND,@DET,TE,4.1,0.7,2.8,34.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,8.9
18,"Bryant, Harrison",CLE,LVR,TE,3.6,0.5,2.6,30.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.4
