Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Ryan, Logan",NYG,PIT,DB,4.2,1.8,0.2,0.8,0.2,0.1,0.0,0.0,1.0,1.0,6.6
2,"Fuller, Kyle",CHI,@DET,DB,3.8,0.7,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,5.5
3,"Hughes, Mike",MIN,GBP,DB,3.9,0.9,0.0,0.6,0.1,0.2,0.0,0.0,9.0,0.0,5.4
4,"Bradberry, James",NYG,PIT,DB,4.0,1.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.3
5,"Haden, Joe",PIT,@NYG,DB,3.4,0.4,0.0,0.8,0.3,0.1,0.1,0.0,0.0,0.0,5.2
6,"Ward, Denzel",CLE,@BAL,DB,3.6,0.6,0.0,0.8,0.1,0.0,0.0,0.0,0.0,1.0,5.0
7,"Nelson, Steven",PIT,@NYG,DB,3.7,0.7,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.9
8,"Hilton, Mike",PIT,@NYG,DB,3.3,0.9,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.7
9,"Coleman, Justin",DET,CHI,DB,3.5,0.3,0.0,0.8,0.0,0.2,0.1,0.0,0.0,0.0,4.7
10,"Murphy, Byron",ARI,@SFO,DB,3.6,0.7,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.6
11,"Jones, Jonathan",NEP,MIA,DB,3.1,0.9,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,4.6
12,"McCourty, Jason",NEP,MIA,DB,3.4,0.9,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,4.6
13,"Moore, Kenny",IND,@JAC,DB,3.1,0.8,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.5
14,"Griffin, Shaq",SEA,@ATL,DB,3.1,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
15,"Humphrey, Marlon",BAL,CLE,DB,2.9,0.5,0.0,0.9,0.2,0.1,0.1,0.0,0.0,0.0,4.5
16,"Alexander, Jaire",GBP,@MIN,DB,3.3,0.4,0.0,0.8,0.1,0.0,0.0,0.0,1.0,0.0,4.4
17,"White, Tre'Davious",BUF,NYJ,DB,2.7,0.6,0.0,0.7,0.3,0.1,0.0,0.0,0.0,0.0,4.4
18,"Lattimore, Marshon",NOS,TBB,DB,3.0,0.7,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,4.4
19,"Mullen, Trayvon",LVR,@CAR,DB,3.1,0.7,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.3
20,"Gladney, Jeff",MIN,GBP,DB,3.1,0.8,0.0,0.4,0.1,0.1,0.1,0.0,0.0,0.0,4.2
21,"Witherspoon, Ahkello",SFO,ARI,DB,3.1,0.9,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.2
22,"King, Kevin",GBP,@MIN,DB,2.7,0.5,0.0,0.7,0.2,0.0,0.0,0.0,1.0,1.0,4.2
23,"Butler, Malcolm",TEN,@DEN,DB,2.7,0.8,0.0,0.8,0.1,0.0,0.0,0.0,1.0,0.0,4.2
24,"Jenkins, Janoris",NOS,TBB,DB,2.9,0.6,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,4.2
25,"Oliver, Isaiah",ATL,SEA,DB,2.8,0.7,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.1
26,"Ramsey, Jalen",LAR,DAL,DB,3.0,0.6,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.1
27,"Peters, Marcus",BAL,CLE,DB,2.4,0.6,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,4.1
28,"Needham, Nik",MIA,@NEP,DB,2.7,1.0,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,4.0
29,"Roby, Bradley",HOU,@KCC,DB,2.8,0.4,0.0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,4.0
30,"Bunting, Sean",TBB,@NOS,DB,2.7,0.8,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,3.9
31,"Ya-Sin, Rock",IND,@JAC,DB,3.1,0.5,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.8
32,"Flowers, Tre",SEA,@ATL,DB,2.8,1.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.8
33,"Awuzie, Chidobe",DAL,@LAR,DB,2.4,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8
34,"Gilmore, Stephon",NEP,MIA,DB,2.3,0.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,3.8
35,"Slay, Darius",PHI,@WAS,DB,2.4,0.9,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,3.7
36,"Henderson, CJ",JAC,IND,DB,2.9,0.5,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,3.6
37,"Jackson, J.C.",NEP,MIA,DB,2.1,0.5,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,3.6
38,"Wallace, Levi",BUF,NYJ,DB,2.8,0.7,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.6
39,"Davis, Michael",LAC,@CIN,DB,2.3,0.6,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,3.6
40,"Callahan, Bryce",DEN,TEN,DB,2.7,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6
41,"Harris, Chris",LAC,@CIN,DB,2.8,0.8,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,3.6
42,"Sherman, Richard",SFO,ARI,DB,2.2,0.7,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,3.6
43,"Ward, Charvarius",KCC,HOU,DB,2.5,0.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.5
44,"Maddox, Avonte",PHI,@WAS,DB,2.6,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.5
45,"Jackson, Donte",CAR,LVR,DB,2.4,0.7,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,3.5
46,"Davis, Carlton",TBB,@NOS,DB,2.5,0.3,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,3.5
47,"Poole, Brian",NYJ,@BUF,DB,2.6,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.5
48,"Kirkpatrick, Dre",ARI,@SFO,DB,2.9,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.5
49,"Peterson, Patrick",ARI,@SFO,DB,2.8,0.4,0.0,0.2,0.1,0.0,0.0,0.0,1.0,0.0,3.5
