Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Ryan, Logan",NYG,@PHI,DB,4.9,1.7,0.2,0.7,0.1,0.2,0.0,0.0,0.0,0.0,6.9
2,"Butler, Malcolm",TEN,PIT,DB,4.8,1.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,6.3
3,"Fuller, Kyle",CHI,@LAR,DB,4.3,0.6,0.0,0.9,0.2,0.1,0.0,0.0,0.0,0.0,6.0
4,"Ward, Denzel",CLE,@CIN,DB,3.7,1.0,0.0,1.3,0.2,0.0,0.0,0.0,0.0,1.0,5.9
5,"Witherspoon, Ahkello",SFO,@NEP,DB,4.0,0.8,0.0,0.9,0.1,0.2,0.0,0.0,0.0,0.0,5.7
6,"Bradberry, James",NYG,@PHI,DB,3.1,1.0,0.0,1.3,0.2,0.1,0.1,0.0,0.0,0.0,5.6
7,"Davis, Michael",LAC,JAC,DB,3.9,1.3,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,5.5
8,"Flowers, Tre",SEA,@ARI,DB,3.5,1.4,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,5.3
9,"Hill, Troy",LAR,CHI,DB,3.8,1.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.2
10,"Roby, Bradley",HOU,GBP,DB,3.7,0.5,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,5.2
11,"Okudah, Jeff",DET,@ATL,DB,4.2,0.7,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,5.1
12,"Bunting, Sean",TBB,@LVR,DB,3.5,0.8,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,5.1
13,"Jones, Jonathan",NEP,SFO,DB,3.6,0.8,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,5.1
14,"Lattimore, Marshon",NOS,CAR,DB,3.9,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0
15,"Poole, Brian",NYJ,BUF,DB,3.3,0.9,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,5.0
16,"Haden, Joe",PIT,@TEN,DB,3.3,0.3,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,5.0
17,"Oliver, Isaiah",ATL,DET,DB,3.3,1.2,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,4.8
18,"Callahan, Bryce",DEN,KCC,DB,3.5,1.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.8
19,"Slay, Darius",PHI,NYG,DB,3.8,0.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.8
20,"Fuller, Kendall",WAS,DAL,DB,2.4,0.7,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,4.7
21,"Oruwariye, Amani",DET,@ATL,DB,3.6,0.6,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.6
22,"Moseley, Emmanuel",SFO,@NEP,DB,3.2,0.8,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,4.6
23,"Ward, Charvarius",KCC,@DEN,DB,3.2,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.6
24,"Griffin, Shaq",SEA,@ARI,DB,3.3,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.6
25,"Nelson, Steven",PIT,@TEN,DB,3.3,0.7,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.6
26,"Davis, Carlton",TBB,@LVR,DB,2.7,0.6,0.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,4.5
27,"Ojemudia, Michael",DEN,KCC,DB,3.0,0.5,0.0,0.7,0.1,0.3,0.0,0.0,0.0,0.0,4.4
28,"Henderson, CJ",JAC,@LAC,DB,3.3,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3
