Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"McCaffrey, Christian",CAR,LVR,RB,15.1,72.0,0.7,0.5,0.1,0.0,0.0,0.0,0.1,8.7,1.0,7.1,59.0,0.3,0.7,0.1,0.0,0.0,0.0,2.7,25.6
2,"Elliott, Ezekiel",DAL,@LAR,RB,21.1,96.0,0.7,0.5,0.1,0.0,0.1,0.0,0.0,5.8,0.9,4.3,34.0,0.2,0.1,0.1,0.0,0.0,0.1,2.3,22.3
3,"Barkley, Saquon",NYG,PIT,RB,15.7,74.0,0.5,0.3,0.1,0.0,0.0,0.0,0.2,6.2,0.7,4.4,36.0,0.2,0.1,0.1,0.0,0.0,0.0,2.0,19.7
4,"Cook, Dalvin",MIN,GBP,RB,15.9,74.0,0.7,0.6,0.1,0.0,0.0,0.0,0.0,4.9,0.3,3.9,30.0,0.1,0.1,0.1,0.0,0.0,0.1,1.9,18.9
5,"Jones, Aaron",GBP,@MIN,RB,14.6,70.0,0.9,0.6,0.1,0.1,0.0,0.0,0.1,4.1,0.6,2.8,24.0,0.2,0.1,0.1,0.0,0.0,0.1,2.1,18.6
6,"Kamara, Alvin",NOS,TBB,RB,12.0,58.0,0.5,0.4,0.1,0.0,0.0,0.1,0.0,6.0,0.9,5.0,40.0,0.1,0.1,0.1,3.0,7.0,0.0,1.9,18.6
7,"Ekeler, Austin",LAC,@CIN,RB,7.5,32.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.7,0.7,5.4,59.0,0.4,0.7,0.1,0.0,0.0,0.1,1.3,17.4
8,"Drake, Kenyan",ARI,@SFO,RB,15.0,67.0,0.7,0.4,0.2,0.1,0.0,0.0,0.1,4.6,0.4,3.4,26.0,0.1,0.1,0.1,0.0,5.0,0.0,1.1,17.3
9,"Edwards-Helaire, Clyde",KCC,HOU,RB,10.8,52.0,0.7,0.5,0.0,0.0,0.0,0.0,0.1,3.9,0.6,2.9,27.0,0.3,0.1,0.1,0.0,0.0,0.1,1.8,16.6
10,"Henry, Derrick",TEN,@DEN,RB,17.6,92.0,0.9,0.6,0.2,0.0,0.0,0.0,0.1,1.5,0.1,1.1,10.0,0.1,0.0,0.0,0.0,0.0,0.1,2.1,16.6
11,"Conner, James",PIT,@NYG,RB,13.8,59.0,0.5,0.5,0.1,0.0,0.0,0.0,0.0,4.6,0.5,3.6,27.0,0.2,0.1,0.1,0.0,1.0,0.1,1.6,16.5
12,"Ingram, Mark",BAL,CLE,RB,15.0,79.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,2.3,0.4,1.8,17.0,0.4,0.1,0.0,0.0,0.0,0.1,2.1,16.4
13,"Mostert, Raheem",SFO,ARI,RB,13.0,63.0,1.0,0.4,0.4,0.1,0.1,0.1,0.0,2.2,0.5,1.7,17.0,0.1,0.1,0.0,0.0,-1.4,0.1,1.8,16.1
14,"Jacobs, Josh",LVR,@CAR,RB,18.0,83.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,3.5,0.4,2.8,22.0,0.0,0.1,0.0,0.0,0.0,0.1,1.8,15.9
15,"Robinson, James",JAC,IND,RB,11.0,44.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,6.2,0.7,4.6,36.0,0.2,0.1,0.1,0.0,0.0,0.1,1.5,15.1
16,"Bell, Le'Veon",KCC,HOU,RB,17.0,60.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.6,0.6,3.8,28.0,0.1,0.1,0.1,0.0,0.0,0.1,0.8,15.1
17,"Gurley, Todd",ATL,SEA,RB,14.9,55.0,0.6,0.6,0.1,0.0,0.0,0.0,0.0,4.1,0.5,2.7,19.0,0.2,0.1,0.0,0.0,0.0,0.1,1.7,14.7
18,"Chubb, Nick",CLE,@BAL,RB,16.4,82.0,0.5,0.3,0.0,0.0,0.1,0.0,0.1,2.8,0.3,1.8,15.0,0.1,0.1,0.0,0.0,0.0,0.1,1.7,14.5
19,"Carson, Chris",SEA,@ATL,RB,16.4,74.0,0.6,0.5,0.1,0.0,0.0,0.0,0.0,2.5,0.2,2.0,14.0,0.1,0.1,0.0,0.0,0.0,0.1,1.7,14.4
20,"Mixon, Joe",CIN,LAC,RB,15.4,72.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.9,0.4,2.2,17.0,0.1,0.1,0.0,0.0,0.0,0.0,1.7,14.2
21,"White, James",NEP,MIA,RB,4.7,19.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,7.0,1.3,5.1,45.0,0.3,0.2,0.1,0.0,1.0,0.1,1.4,14.0
22,"Johnson, David",HOU,@KCC,RB,13.0,55.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,3.2,0.4,2.5,23.0,0.2,0.1,0.1,0.0,0.0,0.1,1.0,13.5
23,"Akers, Cam",LAR,DAL,RB,10.0,45.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,4.2,0.6,2.6,22.0,0.2,0.1,0.0,0.0,0.0,0.1,2.5,13.2
24,"Scott, Boston",PHI,@WAS,RB,11.7,50.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,4.3,0.3,3.8,25.0,0.0,0.1,0.1,3.0,28.0,0.0,1.2,12.9
25,"Fournette, Leonard",TBB,@NOS,RB,12.0,57.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,4.4,0.4,3.2,22.0,0.0,0.1,0.1,0.0,0.0,0.1,0.9,12.9
26,"Johnson, Kerryon",DET,CHI,RB,14.0,62.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,2.6,0.3,1.9,15.0,0.1,0.1,0.0,0.0,0.0,0.1,1.5,12.6
27,"Mack, Marlon",IND,@JAC,RB,14.0,60.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,3.1,0.2,2.0,13.0,0.0,0.0,0.0,1.0,4.0,0.0,1.1,12.4
28,"Gordon, Melvin",DEN,TEN,RB,13.0,57.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,3.5,0.4,2.6,17.0,0.0,0.1,0.0,0.0,0.0,0.2,1.2,12.4
29,"Taylor, Jonathan",IND,@JAC,RB,12.0,56.0,0.6,0.4,0.1,0.0,0.0,0.0,0.0,2.5,0.4,2.0,10.0,0.1,0.1,0.0,1.0,0.0,0.0,1.6,12.1
30,"Singletary, Devin",BUF,NYJ,RB,12.8,59.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.9,0.3,2.7,21.0,0.1,0.1,0.0,0.0,0.0,0.1,0.8,12.0
31,"Cohen, Tarik",CHI,@DET,RB,4.6,19.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.3,0.8,4.7,34.0,0.2,0.1,0.1,18.0,3.0,0.1,0.6,11.7
32,"Michel, Sony",NEP,MIA,RB,16.3,68.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,1.2,0.3,0.9,7.0,0.0,0.0,0.0,0.0,1.0,0.1,1.9,11.4
33,"Hunt, Kareem",CLE,@BAL,RB,5.2,20.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,4.4,0.4,3.4,28.0,0.1,0.1,0.1,1.0,6.0,0.0,0.7,10.5
34,"Thompson, Chris",JAC,IND,RB,6.0,30.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,3.3,0.3,2.3,17.0,0.3,0.1,0.0,2.0,1.0,0.0,0.2,10.0
35,"Howard, Jordan",FA,Bye,RB,10.8,39.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,3.1,0.3,2.2,17.0,0.0,0.1,0.0,0.0,0.0,0.1,0.8,9.8
36,"Montgomery, David",CHI,@DET,RB,11.8,45.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,2.1,0.2,1.5,12.0,0.1,0.1,0.0,2.0,0.0,0.1,1.2,9.5
37,"Lindsay, Phillip",DEN,TEN,RB,11.2,49.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,2.9,0.3,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.5
38,"Johnson, Duke",HOU,@KCC,RB,5.5,29.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.7,0.6,2.6,22.0,0.1,0.1,0.0,0.0,0.0,0.1,0.8,9.1
39,"Jackson, Justin",LAC,@CIN,RB,6.6,29.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.6,0.4,2.7,18.0,0.1,0.1,0.0,0.0,1.0,0.1,0.8,8.8
40,"Brown, Malcolm",LAR,DAL,RB,13.0,56.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,8.8
41,"Samuels, Jaylen",PIT,@NYG,RB,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.7,3.2,21.0,0.2,0.1,0.0,0.0,0.1,0.1,0.6,8.5
42,"Jones, Ronald",TBB,@NOS,RB,10.0,41.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.3,0.1,1.5,15.0,0.0,0.1,0.0,0.0,0.0,0.1,0.4,8.5
43,"Gibson, Antonio",WAS,PHI,RB,10.0,40.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,2.5,0.3,1.7,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,7.9
44,"McKissic, J.D.",WAS,PHI,RB,6.6,29.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,2.8,0.1,2.1,18.0,0.1,0.1,0.0,0.0,1.0,0.1,0.5,7.9
45,"Williams, Jamaal",GBP,@MIN,RB,5.6,23.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.6,0.4,2.2,14.0,0.3,0.1,0.0,0.0,0.0,0.0,0.5,7.8
46,"Burkhead, Rex",NEP,MIA,RB,5.3,23.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,2.6,0.3,2.0,21.0,0.1,0.1,0.0,0.0,1.0,0.1,0.7,7.8
47,"Edwards, Gus",BAL,CLE,RB,11.4,62.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.6,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,7.7
48,"Richard, Jalen",LVR,@CAR,RB,3.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,3.2,29.0,0.0,0.1,0.1,1.0,10.0,0.1,0.2,7.7
49,"Breida, Matt",MIA,@NEP,RB,9.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.2,2.0,13.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,7.1
50,"Murray, Latavius",NOS,TBB,RB,7.5,32.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.3,1.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.0
51,"Hill, Brian",ATL,SEA,RB,6.7,33.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,1.7,0.2,1.2,8.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,6.5
52,"Coleman, Tevin",SFO,ARI,RB,7.5,31.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,6.5
53,"Peterson, Adrian",DET,CHI,RB,9.3,39.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.1,1.1,7.0,0.0,0.0,0.0,0.0,1.0,0.1,0.4,6.5
54,"Hyde, Carlos",SEA,@ATL,RB,8.9,37.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.2
55,"Hines, Nyheim",IND,@JAC,RB,3.1,13.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.1,0.2,2.3,16.0,0.0,0.1,0.0,23.0,8.0,0.1,0.6,6.0
56,"Freeman, Royce",DEN,TEN,RB,5.6,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.3,0.2,1.8,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,5.7
57,"Thompson, Darwin",KCC,HOU,RB,5.2,21.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.8,0.2,1.4,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.6
58,"Dillon, A.J.",GBP,@MIN,RB,6.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.4,1.5,10.0,0.1,0.0,0.0,1.0,8.0,0.0,0.5,5.3
59,"Bernard, Giovani",CIN,LAC,RB,3.7,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.4,2.3,16.0,0.0,0.1,0.0,0.0,1.0,0.0,0.4,5.3
