Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
1,"Mahomes, Patrick",KCC,@LVR,QB,40.0,26.1,331.0,2.7,1.2,0.5,0.4,0.2,0.3,0.2,0.2,1.3,3.4,16.0,0.2,0.0,4.8,30.6
2,"Murray, Kyler",ARI,@SEA,QB,37.3,24.7,273.0,1.8,0.9,0.2,0.2,0.2,0.1,0.2,0.7,1.8,7.2,43.0,0.8,0.2,4.9,29.1
3,"Wilson, Russell",SEA,ARI,QB,37.5,25.3,307.0,2.6,1.2,0.6,0.2,0.1,0.2,0.2,0.7,2.9,4.8,29.0,0.1,0.2,5.6,28.4
4,"Herbert, Justin",LAC,NYJ,QB,50.0,26.0,291.0,2.1,0.7,0.5,0.4,0.0,0.0,0.4,0.7,1.7,3.1,13.0,0.3,0.1,4.8,25.1
5,"Jackson, Lamar",BAL,TEN,QB,28.3,17.7,203.0,1.7,0.9,0.4,0.2,0.1,0.0,0.1,0.5,2.3,11.5,69.0,0.4,0.4,3.7,25.0
6,"Watson, Deshaun",HOU,NEP,QB,32.6,22.0,261.0,1.7,0.5,0.5,0.2,0.1,0.1,0.2,0.6,3.3,6.3,32.0,0.3,0.1,4.3,24.4
7,"Rodgers, Aaron",GBP,@IND,QB,34.5,23.3,277.0,2.1,1.1,0.3,0.2,0.1,0.2,0.2,0.4,1.9,2.4,11.0,0.1,0.2,4.1,23.6
8,"Roethlisberger, Ben",PIT,@JAC,QB,41.7,27.6,285.0,2.3,0.8,0.8,0.3,0.3,0.0,0.2,0.6,1.1,1.6,2.0,0.0,0.0,4.4,23.5
9,"Ryan, Matt",ATL,@NOS,QB,39.3,26.3,300.0,1.7,0.8,0.3,0.2,0.1,0.1,0.1,0.7,2.4,2.5,9.0,0.1,0.2,3.3,22.5
10,"Wentz, Carson",PHI,@CLE,QB,37.7,22.9,239.0,1.5,0.9,0.3,0.2,0.1,0.1,0.1,0.9,3.0,4.0,18.0,0.3,0.4,3.8,20.9
11,"Newton, Cam",NEP,@HOU,QB,29.6,19.3,205.0,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.7,1.5,7.3,28.0,0.9,0.1,3.1,20.3
12,"Burrow, Joe",CIN,@WAS,QB,38.9,24.7,258.0,1.3,0.9,0.2,0.1,0.0,0.0,0.0,0.6,3.2,3.3,12.0,0.3,0.3,3.3,19.7
13,"Tannehill, Ryan",TEN,@BAL,QB,27.1,17.6,202.0,1.9,1.0,0.4,0.2,0.0,0.2,0.1,0.4,2.1,3.2,14.0,0.2,0.1,3.2,19.5
14,"Brady, Tom",TBB,LAR,QB,32.0,21.6,251.0,1.6,1.1,0.2,0.1,0.1,0.0,0.0,0.9,1.7,2.1,3.0,0.2,0.1,4.0,19.5
15,"Dalton, Andy",DAL,@MIN,QB,40.0,24.0,267.0,1.3,0.4,0.2,0.3,0.0,0.3,0.0,1.0,2.3,2.9,14.0,0.2,0.4,4.0,19.4
16,"Goff, Jared",LAR,@TBB,QB,38.1,24.3,279.0,1.4,0.5,0.5,0.2,0.0,0.1,0.1,0.9,1.4,2.6,4.0,0.2,0.3,3.1,19.3
17,"Tagovailoa, Tua",MIA,@DEN,QB,29.4,19.2,214.0,1.6,1.0,0.3,0.1,0.1,0.0,0.0,0.5,1.9,3.9,15.0,0.2,0.1,3.8,19.0
18,"Smith, Alex",WAS,CIN,QB,39.0,26.0,284.0,1.0,0.3,0.2,0.2,0.0,0.0,0.3,0.7,2.1,1.8,6.0,0.2,0.2,2.7,18.8
19,"Cousins, Kirk",MIN,DAL,QB,28.0,18.9,238.0,1.7,0.8,0.4,0.1,0.1,0.1,0.2,0.9,2.1,1.6,5.0,0.0,0.2,2.9,18.6
