Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
20,"Mayfield, Baker",CLE,PHI,QB,30.2,18.7,220.0,1.7,1.0,0.4,0.1,0.1,0.1,0.1,1.0,1.5,2.4,8.0,0.1,0.0,3.3,17.9
21,"Carr, Derek",LVR,KCC,QB,30.7,20.7,232.0,1.5,0.8,0.2,0.2,0.0,0.1,0.1,0.3,2.0,2.4,10.0,0.0,0.4,3.3,17.5
22,"Stafford, Matthew",DET,@CAR,QB,30.2,19.3,229.0,1.5,0.6,0.4,0.3,0.0,0.1,0.1,0.8,2.5,1.4,6.0,0.0,0.2,3.3,17.2
23,"Rivers, Philip",IND,GBP,QB,33.0,22.3,255.0,1.1,0.4,0.4,0.2,0.1,0.0,0.0,1.0,1.4,1.4,1.0,0.0,0.1,3.2,16.5
24,"Gilbert, Garrett",DAL,@MIN,QB,33.0,22.0,257.0,0.5,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.4,1.0,0.0,0.1,0.1,14.7
25,"Lock, Drew",DEN,MIA,QB,29.0,19.0,202.0,0.9,0.6,0.0,0.1,0.0,0.1,0.0,1.7,2.2,2.6,8.0,0.1,0.1,2.0,13.4
26,"Fitzpatrick, Ryan",MIA,@DEN,QB,10.5,7.0,78.0,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.2,0.8,1.2,6.0,0.1,0.0,1.2,7.0
27,"Haskins, Dwayne",WAS,CIN,QB,12.7,8.1,83.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.1,1.3,0.7,2.0,0.0,0.1,0.7,6.2
28,"Brissett, Jacoby",IND,GBP,QB,3.9,2.2,25.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,3.0,0.2,0.1,0.4,2.8
29,"Henne, Chad",KCC,@LVR,QB,1.6,1.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,-0.4,0.2,0.0,0.2,1.9
30,"Daniel, Chase",DET,@CAR,QB,2.1,1.3,15.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.2,1.3
31,"Stidham, Jarrett",NEP,@HOU,QB,4.0,1.9,21.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.9,1.0,0.0,0.0,0.0,1.2
32,"Griffin III, Robert",BAL,TEN,QB,2.1,1.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,1.8,4.0,0.0,0.0,0.2,1.0
33,"Schaub, Matt",ATL,@NOS,QB,1.0,0.6,9.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.1,1.0
34,"Keenum, Case",CLE,PHI,QB,3.4,1.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,0.0,0.0,0.1,0.9
35,"Hurts, Jalen",PHI,@CLE,QB,0.3,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.0,0.0,0.0,0.0,0.6
36,"Taylor, Tyrod",LAC,NYJ,QB,0.9,0.6,6.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.5
37,"Finley, Ryan",CIN,@WAS,QB,1.1,0.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,0.0,0.0,0.1,0.4
38,"Streveler, Chris",ARI,@SEA,QB,0.8,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,1.0,0.0,0.0,0.0,0.3
39,"Woodside, Logan",TEN,@BAL,QB,1.7,0.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,1.0,0.0,0.0,0.0,0.2
40,"Peterman, Nathan",LVR,KCC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.1
41,"Wolford, John",LAR,@TBB,QB,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.4,0.0,0.0,0.0,0.0
42,"McCarron, AJ",HOU,NEP,QB,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,-0.2,0.0,0.0,0.0,0.0
43,"Griffin, Ryan",TBB,LAR,QB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.0,0.0,0.0,0.0,0.0
44,"Gabbert, Blaine",TBB,LAR,QB,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0.0,0.0,0.0
45,"Mannion, Sean",MIN,DAL,QB,0.4,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,-1.6,0.0,0.0,0.0,-0.1

