Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Cook, Dalvin",MIN,JAC,RB,21.0,102.0,1.1,0.8,0.1,0.1,0.1,0.0,0.1,4.2,0.1,3.5,31.0,0.1,0.1,0.1,0.0,0.0,0.2,2.3,23.2
2,"Henry, Derrick",TEN,CLE,RB,22.3,112.0,1.1,0.7,0.2,0.1,0.0,0.0,0.1,1.9,0.1,1.2,10.0,0.1,0.0,0.0,0.0,0.0,0.1,2.1,19.9
3,"Jones, Aaron",GBP,PHI,RB,14.6,66.0,0.7,0.5,0.1,0.0,0.0,0.0,0.1,4.5,0.5,3.5,28.0,0.2,0.1,0.1,0.0,0.0,0.1,1.8,18.1
4,"Mostert, Raheem",SFO,BUF,RB,13.9,65.0,0.9,0.6,0.2,0.0,0.0,0.0,0.1,3.1,0.3,2.5,23.0,0.1,0.1,0.1,0.0,4.0,0.1,1.6,17.5
5,"Ekeler, Austin",LAC,NEP,RB,12.2,52.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,7.3,0.8,5.6,50.0,0.2,0.7,0.1,0.0,0.0,0.0,1.1,17.4
6,"Chubb, Nick",CLE,@TEN,RB,18.2,104.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,2.7,0.3,1.9,14.0,0.1,0.1,0.0,0.0,0.0,0.1,1.5,17.1
7,"Elliott, Ezekiel",DAL,@BAL,RB,18.1,75.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,5.1,0.6,3.6,24.0,0.2,0.1,0.1,0.0,0.0,0.3,1.8,16.9
8,"Robinson, James",JAC,@MIN,RB,16.8,76.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.4,0.3,3.3,23.0,0.2,0.1,0.1,0.0,0.0,0.1,1.2,16.5
9,"Kamara, Alvin",NOS,@ATL,RB,10.0,42.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,6.0,0.8,4.8,38.0,0.2,0.2,0.1,1.0,5.0,0.0,1.6,16.4
10,"Carson, Chris",SEA,NYG,RB,14.1,63.0,0.7,0.5,0.1,0.1,0.0,0.0,0.0,3.4,0.4,2.7,18.0,0.2,0.1,0.0,0.0,0.0,0.1,1.9,16.1
11,"Sanders, Miles",PHI,@GBP,RB,14.4,76.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,4.7,0.5,3.0,25.0,0.2,0.1,0.1,0.0,3.0,0.1,1.5,15.7
12,"Edwards-Helaire, Clyde",KCC,DEN,RB,13.7,62.0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,4.2,0.7,3.0,23.0,0.1,0.1,0.1,0.0,0.0,0.0,1.1,15.3
13,"Gibson, Antonio",WAS,@PIT,RB,12.0,55.0,0.9,0.6,0.1,0.1,0.1,0.0,0.0,3.2,0.3,2.6,20.0,0.0,0.1,0.0,0.0,0.0,0.2,1.7,15.1
14,"Hines, Nyheim",IND,@HOU,RB,9.0,37.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.7,0.3,3.8,32.0,0.3,0.1,0.1,7.0,5.0,0.0,1.3,14.8
15,"Montgomery, David",CHI,DET,RB,17.0,67.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,4.3,0.7,3.2,23.0,0.2,0.1,0.1,0.0,0.0,0.1,1.8,14.7
16,"Gallman, Wayne",NYG,@SEA,RB,14.5,50.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,3.6,0.7,2.6,16.0,0.1,0.1,0.0,0.0,1.0,0.1,1.8,14.3
17,"Jacobs, Josh",LVR,@NYJ,RB,17.1,71.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,2.6,0.2,2.1,14.0,0.0,0.1,0.0,0.0,0.0,0.2,1.6,14.0
18,"Drake, Kenyan",ARI,LAR,RB,14.8,64.0,0.6,0.5,0.0,0.0,0.0,0.0,0.1,3.0,0.3,2.2,15.0,0.0,0.1,0.0,0.0,0.0,0.1,1.8,13.7
19,"Swift, D'Andre",DET,@CHI,RB,10.6,43.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.5,0.5,2.7,24.0,0.2,0.1,0.1,0.0,0.0,0.0,1.2,13.2
20,"Harris, Damien",NEP,@LAC,RB,13.6,68.0,0.4,0.3,0.0,0.1,0.0,0.0,0.0,2.5,0.3,1.9,17.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,13.2
21,"Michel, Sony",NEP,@LAC,RB,14.9,72.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.5,0.4,1.6,17.0,0.1,0.1,0.0,0.0,1.0,0.0,1.2,13.1
22,"Gaskin, Myles",MIA,CIN,RB,14.2,51.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,4.4,0.6,3.4,23.0,0.0,0.1,0.1,0.0,0.0,0.1,1.7,12.9
23,"Conner, James",PIT,WAS,RB,13.2,57.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,3.1,0.5,2.7,16.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,12.9
24,"Hunt, Kareem",CLE,@TEN,RB,11.8,50.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,3.5,0.6,2.6,19.0,0.2,0.1,0.0,0.0,3.0,0.0,1.2,12.9
25,"White, James",NEP,@LAC,RB,7.0,33.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,4.5,0.4,4.0,33.0,0.1,0.1,0.1,0.0,1.0,0.1,0.6,12.8
26,"Gordon, Melvin",DEN,@KCC,RB,13.7,56.0,0.6,0.4,0.0,0.1,0.0,0.0,0.0,3.0,0.2,2.2,12.0,0.1,0.1,0.0,0.0,0.0,0.3,1.1,12.3
27,"Gurley, Todd",ATL,NOS,RB,13.6,50.0,0.7,0.5,0.1,0.0,0.1,0.0,0.0,2.2,0.3,1.6,9.0,0.1,0.0,0.0,0.0,0.0,0.0,1.6,11.9
28,"Moss, Zack",BUF,@SFO,RB,10.6,49.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.8,0.1,2.1,16.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,11.7
29,"Akers, Cam",LAR,@ARI,RB,10.6,51.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.7,0.2,1.2,9.0,0.2,0.0,0.0,0.0,0.0,0.0,1.5,11.6
30,"Bernard, Giovani",CIN,@MIA,RB,9.6,33.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,3.9,0.6,3.2,25.0,0.2,0.1,0.1,0.0,3.0,0.0,1.2,11.6
31,"Johnson, Duke",HOU,IND,RB,9.7,34.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.5,0.8,2.7,24.0,0.1,0.1,0.1,0.0,0.0,0.1,0.8,10.5
32,"Edwards, Gus",BAL,DAL,RB,9.2,43.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.2,11.0,0.0,0.1,0.0,0.0,0.0,0.2,1.0,9.9
33,"Murray, Latavius",NOS,@ATL,RB,10.0,50.0,0.4,0.3,0.0,0.0,0.1,0.0,0.0,1.6,0.3,1.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.9
34,"Scott, Boston",PHI,@GBP,RB,7.0,34.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,3.3,0.5,2.7,21.0,0.1,0.1,0.0,1.0,34.0,0.0,0.9,9.7
35,"Gore, Frank",NYJ,LVR,RB,13.0,54.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.7,0.2,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.6
36,"Williams, Jamaal",GBP,PHI,RB,8.1,33.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,3.1,0.3,2.5,19.0,0.2,0.1,0.0,0.0,1.0,0.0,0.8,9.5
37,"McKinnon, Jerick",SFO,BUF,RB,7.6,28.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,3.3,0.4,2.3,17.0,0.1,0.1,0.0,0.0,12.0,0.0,0.9,9.4
