Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Koo, Younghoe",ATL,@TBB,K,1.9,2.1,2.5,2.7,0.0,0.6,0.8,0.6,0.4,0.2,10.2
2,"Tucker, Justin",BAL,@CIN,K,3.1,3.1,2.0,2.1,0.0,0.6,0.5,0.7,0.2,0.1,9.7
3,"Lutz, Wil",NOS,@CAR,K,3.4,3.5,1.9,2.2,0.0,0.5,0.6,0.7,0.1,0.3,9.4
4,"Carlson, Daniel",LVR,@DEN,K,2.8,2.9,2.1,2.3,0.0,0.9,0.5,0.4,0.3,0.2,9.3
5,"Folk, Nick",NEP,NYJ,K,2.2,2.4,2.0,2.2,0.0,0.6,0.5,0.6,0.2,0.2,8.9
6,"Sanders, Jason",MIA,@BUF,K,2.3,2.4,1.8,2.0,0.0,0.4,0.3,0.5,0.6,0.2,8.6
7,"McManus, Brandon",DEN,LVR,K,1.8,1.8,1.9,2.1,0.0,0.4,0.3,0.7,0.5,0.2,8.6
8,"Butker, Harrison",KCC,LAC,K,3.2,3.5,1.6,1.8,0.1,0.4,0.6,0.3,0.2,0.2,8.2
9,"Myers, Jason",SEA,@SFO,K,3.0,3.2,1.5,1.7,0.0,0.2,0.5,0.7,0.2,0.1,8.1
10,"Boswell, Chris",PIT,@CLE,K,2.6,2.8,1.7,1.8,0.0,0.3,0.5,0.7,0.1,0.1,8.1
11,"Blankenship, Rodrigo",IND,JAC,K,2.5,2.7,1.8,2.1,0.0,0.4,0.7,0.6,0.1,0.2,8.0
12,"Gano, Graham",NYG,DAL,K,1.5,1.6,1.9,2.0,0.0,0.3,0.8,0.6,0.2,0.1,7.9
13,"Succop, Ryan",TBB,ATL,K,3.0,3.1,1.6,1.8,0.0,0.5,0.5,0.5,0.1,0.2,7.8
14,"Gould, Robbie",SFO,SEA,K,2.5,2.6,1.6,1.9,0.0,0.4,0.5,0.6,0.1,0.2,7.5
15,"Gay, Matt",LAR,ARI,K,2.8,3.1,1.6,2.0,0.0,0.4,0.4,0.7,0.1,0.4,7.4
16,"Gonzalez, Zane",ARI,@LAR,K,2.6,2.7,1.6,1.9,0.0,0.5,0.4,0.6,0.2,0.3,7.3
17,"Zuerlein, Greg",DAL,@NYG,K,1.8,2.0,1.8,2.2,0.1,0.3,0.7,0.7,0.2,0.3,7.3
18,"Slye, Joey",CAR,NOS,K,2.2,2.4,1.8,2.3,0.0,0.5,0.4,0.6,0.2,0.5,7.1
19,"Hopkins, Dustin",WAS,@PHI,K,2.0,2.1,1.7,2.1,0.0,0.3,0.6,0.7,0.1,0.4,7.0
20,"Fairbairn, Ka'imi",HOU,TEN,K,2.5,2.7,1.5,1.8,0.0,0.4,0.6,0.4,0.2,0.3,6.9
21,"Forbath, Kai",LAR,ARI,K,2.6,2.8,1.6,2.0,0.0,0.5,0.4,0.5,0.1,0.4,6.9
22,"Crosby, Mason",GBP,@CHI,K,3.0,3.2,1.1,1.2,0.1,0.1,0.5,0.4,0.1,0.0,6.9
23,"Parkey, Cody",CLE,PIT,K,2.3,2.5,1.4,1.7,0.0,0.3,0.4,0.8,0.0,0.2,6.7
24,"Lambo, Josh",JAC,@IND,K,1.2,1.4,1.6,1.7,0.0,0.4,0.5,0.3,0.3,0.2,6.5
25,"Prater, Matt",DET,MIN,K,2.2,2.3,1.5,2.0,0.0,0.5,0.4,0.4,0.3,0.5,6.5
26,"Pineiro, Eddy",CHI,GBP,K,1.7,1.8,1.5,1.7,0.0,0.6,0.5,0.3,0.1,0.1,6.4
27,"Santos, Cairo",CHI,GBP,K,1.7,1.8,1.5,1.7,0.0,0.5,0.4,0.4,0.1,0.2,6.4
28,"Bullock, Randy",CIN,BAL,K,1.7,1.7,1.6,1.9,0.0,0.4,0.5,0.5,0.2,0.3,6.4
29,"Bass, Tyler",BUF,MIA,K,2.2,2.3,1.5,2.1,0.0,0.3,0.3,0.6,0.2,0.6,6.2
30,"Bailey, Dan",MIN,@DET,K,2.4,2.5,1.1,1.3,0.0,0.3,0.4,0.3,0.2,0.1,6.0
31,"McLaughlin, Chase",JAC,@IND,K,1.4,1.5,1.4,1.7,0.0,0.4,0.3,0.3,0.4,0.3,5.9
32,"Badgley, Mike",LAC,@KCC,K,2.2,2.4,1.3,1.7,0.0,0.5,0.3,0.5,0.1,0.4,5.8
33,"Ficken, Sam",NYJ,@NEP,K,1.5,1.8,1.4,1.7,0.0,0.3,0.6,0.3,0.2,0.3,5.5
34,"Gostkowski, Stephen",TEN,@HOU,K,2.8,2.9,1.0,1.7,0.0,0.1,0.1,0.4,0.3,0.6,5.2
35,"Elliott, Jake",PHI,WAS,K,1.7,1.9,1.2,1.4,0.0,0.2,0.5,0.4,0.1,0.2,5.1
36,"Castillo, Sergio",NYJ,@NEP,K,0.4,0.4,0.9,1.0,0.0,0.0,0.3,0.2,0.3,0.2,3.3

