Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Brown, Antonio",TBB,MIN,WR,12.5,0.4,7.8,150.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.5,24.0
2,"Adams, Davante",GBP,@DET,WR,11.4,1.9,7.6,96.0,0.9,0.5,0.1,0.1,0.1,0.1,0.0,-0.1,0.0,0.0,0.0,0.1,1.5,22.4
3,"Thielen, Adam",MIN,@TBB,WR,8.7,1.8,5.9,81.0,1.2,0.7,0.4,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,21.7
4,"Hill, Tyreek",KCC,@MIA,WR,9.2,1.0,6.0,88.0,1.0,0.3,0.1,0.2,0.1,0.2,0.1,4.0,0.1,-0.1,0.0,0.0,1.4,21.5
5,"Allen, Keenan",LAC,ATL,WR,12.3,1.3,8.1,87.0,0.6,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,20.7
6,"Metcalf, DK",SEA,NYJ,WR,8.5,1.2,5.3,91.0,0.7,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.5,18.5
7,"Godwin, Chris",TBB,MIN,WR,9.0,0.9,6.6,85.0,0.5,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,18.3
8,"Evans, Mike",TBB,MIN,WR,9.1,1.7,5.1,76.0,0.9,0.6,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.7,18.3
9,"Brown, A.J.",TEN,@JAC,WR,7.9,0.9,4.7,82.0,0.8,0.3,0.2,0.0,0.0,0.1,0.3,1.0,0.0,0.0,5.0,0.0,1.2,18.2
10,"Robinson, Allen",CHI,HOU,WR,10.7,1.3,7.0,81.0,0.5,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
