Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Ryan, Logan",NYG,@CHI,DB,4.5,2.1,0.2,0.8,0.2,0.1,0.0,0.0,1.0,1.0,7.0
2,"Bradberry, James",NYG,@CHI,DB,4.6,1.0,0.0,1.0,0.1,0.3,0.0,0.0,0.0,0.0,6.5
3,"Fuller, Kyle",CHI,NYG,DB,4.2,0.8,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,6.3
4,"Alexander, Jaire",GBP,DET,DB,4.0,0.6,0.1,0.9,0.1,0.0,0.0,0.0,1.0,0.0,5.6
5,"Awuzie, Chidobe",DAL,ATL,DB,3.2,2.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,5.4
6,"Ramsey, Jalen",LAR,@PHI,DB,4.2,0.6,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,5.4
7,"Hughes, Mike",MIN,@IND,DB,3.9,1.0,0.0,0.5,0.1,0.2,0.0,0.0,7.0,0.0,5.3
8,"Maddox, Avonte",PHI,LAR,DB,3.9,0.7,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.2
9,"White, Tre'Davious",BUF,@MIA,DB,3.2,0.7,0.0,0.9,0.3,0.1,0.0,0.0,0.0,0.0,5.1
10,"Poole, Brian",NYJ,SFO,DB,3.8,0.8,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,5.1
11,"Jenkins, Janoris",NOS,@LVR,DB,3.4,0.7,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,5.1
12,"Haden, Joe",PIT,DEN,DB,3.5,0.4,0.0,0.7,0.3,0.1,0.1,0.0,0.0,0.0,5.0
13,"King, Kevin",GBP,DET,DB,3.3,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,2.0,4.9
14,"Callahan, Bryce",DEN,@PIT,DB,3.8,1.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9
15,"Davis, Carlton",TBB,CAR,DB,3.6,0.4,0.0,0.9,0.0,0.1,0.1,0.0,0.0,0.0,4.8
16,"Wallace, Levi",BUF,@MIA,DB,3.8,0.9,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.7
17,"Ward, Denzel",CLE,CIN,DB,3.4,0.5,0.0,0.7,0.1,0.0,0.0,0.0,0.0,1.0,4.7
18,"Hilton, Mike",PIT,DEN,DB,3.2,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7
19,"Murphy, Byron",ARI,WAS,DB,3.2,0.9,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,4.6
20,"Lewis, Jourdan",DAL,ATL,DB,2.9,1.1,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.6
21,"Gilmore, Stephon",NEP,@SEA,DB,2.7,0.6,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,4.6
22,"Humphrey, Marlon",BAL,@HOU,DB,2.8,0.5,0.0,0.9,0.3,0.1,0.1,0.0,0.0,0.0,4.5
23,"Roby, Bradley",HOU,BAL,DB,3.4,0.4,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,4.5
24,"Ballentine, Corey",NYJ,SFO,DB,3.5,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,4.4
25,"Oliver, Isaiah",ATL,@DAL,DB,2.8,1.3,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.4
26,"Nelson, Steven",PIT,DEN,DB,3.4,0.7,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.4
27,"Arnette, Damon",LVR,NOS,DB,3.1,1.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.3
28,"Griffin, Shaq",SEA,NEP,DB,3.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3
29,"Bunting, Sean",TBB,CAR,DB,3.1,0.9,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.2
30,"Mullen, Trayvon",LVR,NOS,DB,2.9,0.9,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.2
31,"Moseley, Emmanuel",SFO,@NYJ,DB,3.2,0.5,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.2
32,"Flowers, Tre",SEA,NEP,DB,3.1,1.1,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,4.2
33,"Johnson, Taron",BUF,@MIA,DB,3.1,0.9,0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0,4.1
34,"Peters, Marcus",BAL,@HOU,DB,2.5,0.6,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,4.1
35,"Hayward, Casey",LAC,KCC,DB,3.1,0.6,0.0,0.5,0.1,0.0,0.0,0.0,1.0,2.0,4.1
36,"Needham, Nik",MIA,BUF,DB,2.7,0.9,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,3.9
37,"Slay, Darius",PHI,LAR,DB,2.6,1.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,3.9
38,"Henderson, CJ",JAC,@TEN,DB,2.9,0.5,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,3.8
39,"Lattimore, Marshon",NOS,@LVR,DB,2.6,0.8,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,3.8
40,"Peterson, Patrick",ARI,WAS,DB,2.8,0.6,0.0,0.5,0.1,0.0,0.0,0.0,1.0,0.0,3.8
41,"Wiltz, Jomal",MIA,BUF,DB,2.8,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.7
42,"Howard, Xavien",MIA,BUF,DB,2.2,0.9,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,3.7
43,"Skrine, Buster",CHI,NYG,DB,2.8,0.4,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,3.7
44,"McCourty, Jason",NEP,@SEA,DB,2.7,0.7,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,3.7
45,"Terrell, A.J.",ATL,@DAL,DB,2.9,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,3.6
46,"Okudah, Jeff",DET,@GBP,DB,2.9,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.0,3.6
47,"Kirkpatrick, Dre",ARI,WAS,DB,3.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.6
48,"Herndon, Tre",JAC,@TEN,DB,2.4,0.6,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,3.5
49,"Davis, Michael",LAC,KCC,DB,2.2,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,3.5
50,"Elder, Corn",CAR,@TBB,DB,2.3,0.7,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,3.5
51,"Hill, Troy",LAR,@PHI,DB,2.8,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.5
52,"Butler, Malcolm",TEN,JAC,DB,2.5,0.7,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,3.5
53,"Johnson, Jaylon",CHI,NYG,DB,2.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4
54,"Williams, K'Waun",SFO,@NYJ,DB,2.5,0.7,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,3.3
55,"Harris, Chris",LAC,KCC,DB,2.5,0.8,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,3.3
56,"Jackson, J.C.",NEP,@SEA,DB,1.8,0.3,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,3.2
57,"Jackson, Donte",CAR,@TBB,DB,2.3,0.7,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,3.2
58,"Joyner, Lamarcus",LVR,NOS,DB,2.6,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2
59,"Gladney, Jeff",MIN,@IND,DB,2.3,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.1
60,"Fulton, Kristian",TEN,JAC,DB,2.1,1.0,0.0,0.4,0.1,0.0,0.0,0.0,1.0,0.0,3.1
61,"Witherspoon, Ahkello",SFO,@NYJ,DB,2.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0
62,"Hargreaves, Vernon",HOU,BAL,DB,2.5,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.0
63,"Igbinoghene, Noah",MIA,BUF,DB,2.1,0.8,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.9
64,"Johnson, Lonnie",HOU,BAL,DB,2.4,0.3,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,2.9
65,"Joseph, Johnathan",ARI,WAS,DB,2.1,0.7,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,2.9
66,"Austin, Blessuan",NYJ,SFO,DB,2.0,0.6,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,2.8
67,"King, Desmond",TEN,JAC,DB,2.2,0.8,0.1,0.1,0.0,0.0,0.0,0.0,7.0,18.0,2.8
68,"Jones, Jonathan",NEP,@SEA,DB,2.0,0.5,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,2.8
69,"Robey, Nickell",PHI,LAR,DB,2.2,0.4,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,2.8
70,"Jones, Byron",MIA,BUF,DB,2.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.7
71,"Smith, Jimmy",BAL,@HOU,DB,1.7,0.1,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,2.6
72,"Dean, Jamel",TBB,CAR,DB,1.2,0.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,2.5
73,"Dunbar, Quinton",SEA,NEP,DB,1.8,0.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,2.5
74,"Hayden, D.J.",JAC,@TEN,DB,1.8,0.4,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.0,2.4
75,"Diggs, Trevon",DAL,ATL,DB,1.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3
76,"Sullivan, Chandon",GBP,DET,DB,1.7,0.2,0.0,0.3,0.1,0.0,0.0,0.0,0.0,3.0,2.3
77,"Young, Tavon",BAL,@HOU,DB,1.8,0.4,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,2.3
78,"Maulet, Art",NYJ,SFO,DB,1.7,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2
79,"LeBlanc, Cre'von",PHI,LAR,DB,1.4,0.2,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,2.2
80,"Oruwariye, Amani",DET,@GBP,DB,1.6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.1
81,"Jackson, William",CIN,@CLE,DB,1.4,0.5,0.0,0.3,0.1,0.0,0.0,0.0,-0.0,2.0,2.1
82,"Alexander, Mackensie",CIN,@CLE,DB,1.3,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,2.0
83,"Williams, P.J.",NOS,@LVR,DB,1.5,0.4,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.0
84,"Carrie, Travis",IND,MIN,DB,1.3,0.5,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.9
85,"Douglas, Rasul",CAR,@TBB,DB,1.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8
86,"Yiadom, Isaac",NYG,@CHI,DB,1.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7
87,"Jackson, Josh",GBP,DET,DB,1.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4.0,1.7
88,"Williams, Darious",LAR,@PHI,DB,1.2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.6
89,"Worley, Daryl",BUF,@MIA,DB,1.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6
90,"Mitchell, Terrance",CLE,CIN,DB,1.1,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.6
91,"Fenton, Rashad",KCC,@LAC,DB,0.9,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,1.5
92,"Phillips, Darius",CIN,@CLE,DB,0.5,0.2,0.0,0.5,0.2,0.0,0.0,0.0,0.0,23.0,1.5
93,"Dennard, Darqueze",ATL,@DAL,DB,1.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.5
94,"Wreh-Wilson, Blidi",ATL,@DAL,DB,1.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5
95,"Stroman, Greg",WAS,@ARI,DB,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,-0.2,0.0,1.3
96,"Harris, Davontae",BAL,@HOU,DB,1.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3
97,"Hill, Holton",MIN,@IND,DB,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
98,"McManis, Sherrick",CHI,NYG,DB,0.7,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,1.1
99,"Facyson, Brandon",LAC,KCC,DB,0.8,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,"Sutton, Cameron",PIT,DEN,DB,0.7,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,"Cockrell, Ross",TBB,CAR,DB,0.8,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,"Dawson, Duke",DEN,@PIT,DB,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8
103,"Robinson, Patrick",NOS,@LVR,DB,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8
104,"Averett, Anthony",BAL,@HOU,DB,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
105,"Lawson, Nevin",LVR,NOS,DB,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
106,"Peterson, Kevin",ARI,WAS,DB,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7
107,"McRae, Tony",DET,@GBP,DB,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
108,"Hamilton, Antonio",KCC,@LAC,DB,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5
109,"Boyd, Kris",MIN,@IND,DB,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
110,"Layne, Justin",PIT,DEN,DB,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4
111,"Williams, Joejuan",NEP,@SEA,DB,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4
112,"Kalu, Joshua",TEN,JAC,DB,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4
113,"Smith, Ryan",TBB,CAR,DB,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4
114,"Roberts, Darryl",DET,@GBP,DB,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4
115,"Johnson, Danny",WAS,@ARI,DB,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.3
116,"Bausby, DeVante",DEN,@PIT,DB,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3
117,"Darby, Ronald",WAS,@ARI,DB,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3
118,"Brooks, Nate",MIA,BUF,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
119,"Nixon, Keisean",LVR,NOS,DB,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
120,"Amadi, Ugo",SEA,NEP,DB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
121,"Thomas, Tavierre",CLE,CIN,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2
122,"Crossen, Keion",HOU,BAL,DB,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
123,"Moore, Tarvarius",SFO,@NYJ,DB,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2
124,"Stewart, M.J.",CLE,CIN,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
125,"Sims, LeShaun",CIN,@CLE,DB,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
126,"Thorpe, Neiko",SEA,NEP,DB,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
127,"Johnson, Isaiah",LVR,NOS,DB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
128,"Mabin, Greg",CIN,@CLE,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
129,"Williams, Brandon",ARI,WAS,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
130,"Aikens, Walt",TEN,JAC,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
131,"Gaines, Phillip",HOU,BAL,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
132,"Bethel, Justin",NEP,@SEA,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
