Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Young, Chase",WAS,@CLE,DL,3.4,1.2,0.9,0.1,0.0,0.3,0.0,0.0,6.2
2,"Bosa, Joey",LAC,CAR,DL,3.3,1.1,0.9,0.0,0.0,0.1,0.0,0.0,5.8
3,"Dunlap, Carlos",SEA,DAL,DL,2.6,1.9,0.5,0.5,0.0,0.2,0.0,0.0,5.2
4,"Hubbard, Sam",CIN,@PHI,DL,2.8,2.2,0.5,0.2,0.0,0.0,0.0,0.0,5.1
5,"Ngakoue, Yannick",BAL,KCC,DL,2.6,0.9,0.7,0.1,0.0,0.4,0.1,0.0,5.1
6,"Armstead, Arik",SFO,@NYG,DL,2.4,1.2,0.8,0.3,0.0,0.3,0.0,0.0,5.1
7,"Heyward, Cameron",PIT,HOU,DL,2.3,1.9,0.5,0.3,0.1,0.0,0.0,0.0,4.8
8,"Hicks, Akiem",CHI,@ATL,DL,2.8,1.2,0.5,0.2,0.0,0.0,0.0,0.0,4.7
9,"Crosby, Maxx",LVR,@NEP,DL,2.5,0.9,0.5,0.3,0.0,0.2,0.0,0.0,4.5
10,"Simon, John",NEP,LVR,DL,2.7,1.7,0.3,0.2,0.0,0.0,0.0,0.0,4.5
11,"Garrett, Myles",CLE,WAS,DL,2.2,0.7,0.8,0.1,0.0,0.2,0.1,0.0,4.4
12,"Allen, Josh",JAC,MIA,DL,2.1,0.8,0.8,0.1,0.0,0.2,0.1,0.0,4.3
13,"Jordan, Cameron",NOS,GBP,DL,2.3,0.8,0.6,0.2,0.0,0.0,0.0,0.0,4.3
14,"Flowers, Trey",DET,@ARI,DL,2.3,1.0,0.5,0.0,0.0,0.2,0.0,0.0,4.1
15,"Barnett, Derek",PHI,CIN,DL,2.1,0.7,0.6,0.0,0.0,0.2,0.0,0.0,4.0
16,"Griffen, Everson",DET,@ARI,DL,1.9,1.4,0.5,0.3,0.0,0.0,0.0,0.0,4.0
17,"Burns, Brian",CAR,@LAC,DL,2.2,0.6,0.6,0.0,0.0,0.1,0.1,0.0,3.9
18,"Fowler, Dante",ATL,CHI,DL,1.8,1.3,0.5,0.1,0.0,0.3,0.0,0.0,3.9
19,"Casey, Jurrell",DEN,TBB,DL,2.0,1.1,0.4,0.4,0.0,0.0,0.0,0.0,3.9
20,"Chaisson, K'Lavon",JAC,MIA,DL,2.0,0.9,0.6,0.1,0.0,0.0,0.0,0.0,3.8
21,"Graham, Brandon",PHI,CIN,DL,2.2,0.6,0.5,0.0,0.0,0.1,0.1,0.0,3.8
22,"Tuitt, Stephon",PIT,HOU,DL,1.9,1.3,0.4,0.2,0.0,0.0,0.0,0.0,3.6
