Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Lawson, Carl",CIN,TEN,DL,2.9,1.9,0.9,0.1,0.0,0.1,0.1,0.0,6.0
2,"Smith, Aldon",DAL,@PHI,DL,2.9,1.5,0.7,0.2,0.0,0.1,0.0,0.0,5.4
3,"Harris, Shelby",DEN,LAC,DL,2.3,1.1,0.7,0.7,0.0,0.1,0.0,0.0,5.0
4,"Burns, Brian",CAR,ATL,DL,2.1,1.5,0.7,0.2,0.0,0.4,0.1,0.0,4.9
5,"Heyward, Cameron",PIT,@BAL,DL,2.5,1.7,0.4,0.3,0.1,0.0,0.0,0.0,4.8
6,"Lawrence, Demarcus",DAL,@PHI,DL,2.3,1.6,0.5,0.2,0.0,0.2,0.0,0.0,4.6
7,"Jordan, Cameron",NOS,@CHI,DL,2.5,1.3,0.6,0.2,0.0,0.0,0.0,0.0,4.6
8,"Garrett, Myles",CLE,LVR,DL,2.0,0.5,0.9,0.0,0.0,0.3,0.1,0.0,4.5
9,"Ogbah, Emmanuel",MIA,LAR,DL,1.9,1.6,0.7,0.2,0.0,0.2,0.0,0.0,4.5
10,"Odenigbo, Ifeadi",MIN,@GBP,DL,2.2,1.2,0.7,0.0,0.0,0.1,0.1,0.0,4.4
11,"Graham, Brandon",PHI,DAL,DL,2.5,0.6,0.7,0.0,0.0,0.1,0.1,0.0,4.4
12,"Ngakoue, Yannick",BAL,PIT,DL,2.4,0.6,0.5,0.2,0.0,0.2,0.1,0.0,4.2
13,"Armstead, Arik",SFO,@SEA,DL,2.2,1.1,0.5,0.3,0.0,0.2,0.0,0.0,4.2
14,"Tuitt, Stephon",PIT,@BAL,DL,2.1,1.3,0.6,0.1,0.0,0.1,0.0,0.0,4.2
15,"Crosby, Maxx",LVR,@CLE,DL,1.9,0.9,0.7,0.2,0.0,0.1,0.0,0.0,4.1
16,"Bosa, Joey",LAC,@DEN,DL,2.3,0.8,0.7,0.0,0.0,0.0,0.0,0.0,4.1
17,"Clark, Frank",KCC,NYJ,DL,1.9,0.5,0.6,0.2,0.0,0.1,0.1,0.0,3.8
18,"Flowers, Trey",DET,IND,DL,2.0,1.3,0.4,0.1,0.0,0.2,0.1,0.0,3.8
19,"Williams, Quinnen",NYJ,@KCC,DL,2.0,1.5,0.4,0.1,0.0,0.1,0.0,0.0,3.7
20,"Barnett, Derek",PHI,DAL,DL,1.9,0.7,0.7,0.0,0.0,0.1,0.0,0.0,3.7
21,"Okwara, Romeo",DET,IND,DL,2.2,0.5,0.5,0.0,0.0,0.1,0.1,0.0,3.7
22,"Hicks, Akiem",CHI,NOS,DL,2.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,3.7
23,"Addison, Mario",BUF,NEP,DL,1.8,0.8,0.5,0.3,0.0,0.0,0.0,0.0,3.6
24,"Pierre-Paul, Jason",TBB,@NYG,DL,1.6,0.8,0.6,0.1,0.0,0.2,0.1,0.0,3.5
25,"Vernon, Olivier",CLE,LVR,DL,2.0,0.9,0.3,0.2,0.0,0.1,0.1,0.0,3.4
26,"Bledsoe, Amani",CIN,TEN,DL,2.1,1.1,0.2,0.1,0.0,0.0,0.0,0.0,3.3
27,"Murphy, Trent",BUF,NEP,DL,1.8,0.9,0.4,0.0,0.0,0.1,0.1,0.0,3.3
28,"Brockers, Michael",LAR,@MIA,DL,1.9,1.8,0.2,0.0,0.0,0.0,0.0,0.0,3.3
29,"Winovich, Chase",NEP,@BUF,DL,1.6,0.9,0.5,0.0,0.0,0.1,0.0,0.0,3.2
