Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Reed, Jarran",SEA,@ATL,DL,2.7,1.6,0.6,0.1,0.0,0.2,0.0,0.0,5.2
2,"Allen, Jonathan",WAS,PHI,DL,3.3,1.6,0.4,0.1,0.0,0.1,0.1,0.0,5.1
3,"Donald, Aaron",LAR,DAL,DL,2.1,1.2,1.0,0.1,0.0,0.2,0.1,0.0,5.0
4,"Clark, Kenny",GBP,@MIN,DL,2.5,1.9,0.5,0.1,0.0,0.0,0.0,0.0,4.6
5,"Buckner, DeForest",IND,@JAC,DL,2.1,1.2,0.7,0.1,0.0,0.1,0.1,0.0,4.4
6,"Jones, Chris",KCC,HOU,DL,1.9,0.9,0.7,0.5,0.0,0.0,0.0,0.0,4.3
7,"Ioannidis, Matt",WAS,PHI,DL,2.4,1.4,0.5,0.1,0.0,0.0,0.0,0.0,4.2
8,"Simmons, Jeffery",TEN,@DEN,DL,2.4,1.4,0.4,0.1,0.0,0.0,0.0,0.0,4.1
9,"Short, Kawann",CAR,LVR,DL,1.9,1.3,0.4,0.2,0.0,0.1,0.0,0.0,3.7
10,"Jarrett, Grady",ATL,SEA,DL,2.0,1.4,0.4,0.0,0.0,0.1,0.0,0.0,3.6
11,"Godchaux, Davon",MIA,@NEP,DL,2.1,1.9,0.1,0.0,0.0,0.0,0.0,0.0,3.4
12,"Payne, Da'Ron",WAS,PHI,DL,2.2,1.4,0.1,0.2,0.0,0.0,0.0,0.0,3.3
13,"Richardson, Sheldon",CLE,@BAL,DL,2.1,1.0,0.2,0.2,0.0,0.1,0.0,0.0,3.3
14,"Guy, Lawrence",NEP,MIA,DL,2.1,1.1,0.2,0.1,0.1,0.0,0.0,0.0,3.3
15,"Oliver, Ed",BUF,NYJ,DL,1.6,1.5,0.3,0.1,0.0,0.0,0.0,0.0,3.1
16,"Ogunjobi, Larry",CLE,@BAL,DL,2.1,0.9,0.2,0.1,0.0,0.1,0.0,0.0,3.1
17,"Shelton, Danny",DET,CHI,DL,1.8,1.8,0.2,0.0,0.0,0.0,0.0,0.0,3.1
18,"Cox, Fletcher",PHI,@WAS,DL,1.7,0.9,0.3,0.1,0.0,0.2,0.1,0.0,3.0
19,"Tomlinson, Dalvin",NYG,PIT,DL,1.5,1.8,0.2,0.0,0.0,0.1,0.0,0.0,2.9
20,"Suh, Ndamukong",TBB,@NOS,DL,1.7,1.0,0.2,0.2,0.0,0.0,0.0,0.0,2.9
21,"Purcell, Mike",DEN,TEN,DL,1.7,1.4,0.1,0.2,0.0,0.0,0.0,0.0,2.8
22,"Autry, Denico",IND,@JAC,DL,1.5,0.7,0.3,0.2,0.0,0.1,0.0,0.0,2.8
23,"Brown, Derrick",CAR,LVR,DL,1.4,1.2,0.3,0.1,0.0,0.0,0.0,0.0,2.7
24,"Wilkins, Christian",MIA,@NEP,DL,1.7,1.5,0.1,0.2,0.0,0.0,0.0,0.0,2.7
25,"Reader, D.J.",CIN,LAC,DL,1.5,1.6,0.2,0.0,0.0,0.0,0.0,0.0,2.7
26,"Hankins, Johnathan",LVR,@CAR,DL,1.8,1.4,0.1,0.1,0.0,0.0,0.0,0.0,2.7
27,"Jones, Abry",JAC,IND,DL,1.8,1.2,0.2,0.0,0.0,0.0,0.0,0.0,2.7
28,"Joseph, Linval",LAC,@CIN,DL,1.7,1.2,0.1,0.0,0.0,0.1,0.0,0.0,2.7
