Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kelce, Travis",KCC,@DEN,TE,8.3,1.3,5.9,74.0,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,16.8
2,"Kittle, George",SFO,@NEP,TE,8.1,1.0,5.6,70.0,0.4,0.2,0.0,0.0,0.0,0.1,0.1,2.0,0.0,0.0,0.0,0.0,0.9,15.1
3,"Waller, Darren",LVR,TBB,TE,7.2,0.7,5.4,59.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.6,12.3
4,"Smith, Jonnu",TEN,PIT,TE,6.0,0.5,4.3,49.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11.9
5,"Fant, Noah",DEN,KCC,TE,6.0,0.7,5.0,54.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.5,11.7
6,"Engram, Evan",NYG,@PHI,TE,6.8,0.8,4.5,48.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.7,11.3
7,"Hockenson, T.J.",DET,@ATL,TE,6.0,1.1,4.0,45.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.1
8,"Henry, Hunter",LAC,JAC,TE,6.2,0.6,4.3,51.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0
9,"Graham, Jimmy",CHI,@LAR,TE,5.5,0.9,4.0,41.0,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.5
10,"Hurst, Hayden",ATL,DET,TE,5.0,0.4,4.0,43.0,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.3
11,"Schultz, Dalton",DAL,@WAS,TE,5.7,0.3,4.1,43.0,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,10.1
12,"Goedert, Dallas",PHI,NYG,TE,6.0,0.6,4.1,42.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,10.0
13,"Gronkowski, Rob",TBB,@LVR,TE,5.5,0.6,4.0,45.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.9
14,"Cook, Jared",NOS,CAR,TE,4.0,0.6,2.9,43.0,0.5,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.9
15,"Ebron, Eric",PIT,@TEN,TE,4.9,0.6,4.0,42.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,9.0
16,"Tonyan, Robert",GBP,@HOU,TE,2.9,0.5,2.4,29.0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5
17,"Higbee, Tyler",LAR,CHI,TE,4.1,0.6,3.2,38.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.5
18,"Rodgers, Richard",PHI,NYG,TE,5.0,0.2,3.6,33.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.1
19,"Fells, Darren",HOU,GBP,TE,3.1,0.5,2.3,29.0,0.5,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0
20,"Thomas, Logan",WAS,DAL,TE,4.6,0.4,3.2,32.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.6
21,"Olsen, Greg",SEA,@ARI,TE,4.6,1.0,3.2,31.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,7.3
22,"Sample, Drew",CIN,CLE,TE,3.9,0.6,2.9,28.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.6
23,"Thomas, Ian",CAR,@NOS,TE,4.4,0.5,2.6,24.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.5
24,"Everett, Gerald",LAR,CHI,TE,3.3,0.2,2.3,30.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,6.0
25,"Firkser, Anthony",TEN,PIT,TE,3.0,0.5,2.1,25.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.8
26,"Herndon, Chris",NYJ,BUF,TE,3.8,0.3,2.6,26.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,5.6
27,"Brate, Cameron",TBB,@LVR,TE,2.7,0.4,1.8,17.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,4.7
28,"O'Shaughnessy, James",JAC,@LAC,TE,3.0,0.3,2.1,21.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.6
29,"Witten, Jason",LVR,TBB,TE,2.3,0.3,1.9,14.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.4
30,"Smith, Kaden",NYG,@PHI,TE,2.9,0.3,2.2,17.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,4.2
31,"Hollister, Jacob",SEA,@ARI,TE,2.7,0.5,1.7,15.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.8
32,"Daniels, Darrell",ARI,SEA,TE,1.7,0.2,1.5,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,3.7
33,"Kroft, Tyler",BUF,@NYJ,TE,2.1,0.5,1.1,12.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,3.7
34,"Griffin, Ryan",NYJ,BUF,TE,2.4,0.3,1.7,14.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.7
35,"Dissly, Will",SEA,@ARI,TE,1.5,0.2,1.3,12.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.6
36,"Moreau, Foster",LVR,TBB,TE,1.1,0.3,0.9,10.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.3
37,"Keene, Dalton",NEP,SFO,TE,1.8,0.3,1.3,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,3.1
38,"McDonald, Vance",PIT,@TEN,TE,2.3,0.2,1.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,3.1
39,"James, Jesse",DET,@ATL,TE,1.9,0.4,1.1,12.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.7
40,"Bell, Blake",DAL,@WAS,TE,1.6,0.0,1.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
41,"Schreck, Mason",CIN,CLE,TE,1.7,0.2,1.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.5
42,"Sprinkle, Jeremy",WAS,DAL,TE,2.0,0.2,1.1,11.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5
43,"Brown, Pharaoh",HOU,GBP,TE,1.6,0.4,1.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4
44,"Hill, Josh",NOS,CAR,TE,1.6,0.3,1.1,9.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4
45,"Sternberger, Jace",GBP,@HOU,TE,1.1,0.2,0.8,8.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9
46,"Arnold, Dan",ARI,SEA,TE,1.2,0.2,0.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9
47,"Ellefson, Ben",JAC,@LAC,TE,2.2,0.3,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8
48,"Kmet, Cole",CHI,@LAR,TE,0.9,0.1,0.6,6.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.8
49,"Lewis, Marcedes",GBP,@HOU,TE,1.2,0.2,0.7,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8
50,"Dwelley, Ross",SFO,@NEP,TE,1.0,0.2,0.8,6.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7
51,"Izzo, Ryan",NEP,SFO,TE,1.1,0.1,0.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.7
