Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Baker, Budda",ARI,@DAL,DB,6.7,2.2,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.0,8.6
2,"Chinn, Jeremy",CAR,CHI,DB,6.1,2.9,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.2
3,"Wilson, Donovan",DAL,ARI,DB,6.2,1.6,0.3,0.5,0.1,0.1,0.0,0.0,0.0,0.0,8.1
4,"Simmons, Justin",DEN,@NEP,DB,5.4,1.4,0.0,0.8,0.3,0.1,0.0,0.0,0.0,0.0,7.5
5,"Winfield Jr., Antoine",TBB,GBP,DB,4.8,1.6,0.3,0.9,0.1,0.2,0.0,0.0,0.0,0.0,7.2
6,"Johnson, John",LAR,@SFO,DB,4.7,2.3,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,6.9
7,"Clark, Chuck",BAL,@PHI,DB,4.4,2.5,0.3,0.4,0.1,0.3,0.0,0.0,0.0,0.0,6.8
8,"Collins, Landon",WAS,@NYG,DB,4.7,2.5,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,6.6
9,"McDougald, Bradley",NYJ,@MIA,DB,4.9,1.6,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,6.5
10,"Poyer, Jordan",BUF,KCC,DB,4.7,2.1,0.1,0.2,0.1,0.1,0.1,0.0,0.1,0.0,6.5
11,"Walker, Tracy",DET,@JAC,DB,5.0,1.4,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,6.4
12,"Smith, Harrison",MIN,ATL,DB,4.6,1.5,0.0,0.5,0.2,0.1,0.1,0.0,0.0,0.0,6.4
13,"Bates, Jessie",CIN,@IND,DB,4.0,2.3,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,6.2
14,"McLeod, Rodney",PHI,BAL,DB,4.5,1.2,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,6.2
15,"Willis, Khari",IND,CIN,DB,4.4,1.6,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.1
16,"Jackson, Eddie",CHI,@CAR,DB,4.8,1.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,6.0
17,"Byard, Kevin",TEN,HOU,DB,3.9,1.6,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,5.9
18,"Mathieu, Tyrann",KCC,@BUF,DB,4.0,1.3,0.1,0.8,0.2,0.0,0.0,0.0,0.1,0.0,5.9
19,"Maye, Marcus",NYJ,@MIA,DB,4.1,1.8,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,5.8
20,"Phillips, Adrian",NEP,DEN,DB,3.9,1.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,5.8
21,"Jackson, Kareem",DEN,@NEP,DB,4.2,1.3,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,5.8
22,"Harris, Anthony",MIN,ATL,DB,3.5,2.3,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,5.7
23,"Boston, Tre",CAR,CHI,DB,3.7,1.6,0.0,0.6,0.1,0.1,0.1,0.0,0.0,0.0,5.6
24,"Apke, Troy",WAS,@NYG,DB,4.2,1.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,5.3
25,"Bell, Vonn",CIN,@IND,DB,3.5,2.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,5.3
26,"Woods, Xavier",DAL,ARI,DB,3.7,1.8,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,5.2
27,"Jones, Josh",JAC,DET,DB,3.9,2.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,5.2
28,"Sorensen, Daniel",KCC,@BUF,DB,4.3,1.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,5.2
29,"Elliott, DeShon",BAL,@PHI,DB,3.3,1.4,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.1
30,"Reid, Justin",HOU,@TEN,DB,3.9,1.3,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,5.1
31,"Rowe, Eric",MIA,NYJ,DB,3.4,1.4,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,5.0
32,"Ward, Jimmie",SFO,LAR,DB,3.6,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9
33,"Mills, Jalen",PHI,BAL,DB,3.4,1.3,0.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.8
34,"Tartt, Jaquiski",SFO,LAR,DB,3.6,1.1,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.8
35,"Rapp, Taylor",LAR,@SFO,DB,3.6,1.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.7
36,"Thornhill, Juan",KCC,@BUF,DB,3.2,1.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.6
37,"Savage, Darnell",GBP,@TBB,DB,3.6,1.3,0.0,0.3,0.1,0.1,0.0,0.0,0.0,1.0,4.6
38,"Edmunds, Terrell",PIT,CLE,DB,3.4,1.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.6
39,"Hyde, Micah",BUF,KCC,DB,3.3,1.6,0.0,0.3,0.1,0.1,0.1,0.0,1.0,1.0,4.6
40,"Amos, Adrian",GBP,@TBB,DB,3.5,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5
41,"Fitzpatrick, Minkah",PIT,CLE,DB,3.1,1.2,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.4
42,"McCain, Bobby",MIA,NYJ,DB,2.9,0.9,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,4.3
43,"Harmon, Duron",DET,@JAC,DB,2.8,1.1,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,4.3
44,"Vaccaro, Kenny",TEN,HOU,DB,3.0,1.3,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.3
45,"Neal, Keanu",ATL,@MIN,DB,3.0,1.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.1
46,"Love, Julian",NYG,WAS,DB,3.0,0.7,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,4.0
47,"Murray, Eric",HOU,@TEN,DB,2.8,1.5,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,4.0
48,"Allen, Ricardo",ATL,@MIN,DB,2.7,1.4,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.0
49,"Peppers, Jabrill",NYG,WAS,DB,2.8,1.1,0.0,0.2,0.0,0.1,0.1,0.0,5.0,1.0,3.7
50,"Williams, Shawn",CIN,@IND,DB,3.0,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7.0,3.7
51,"Whitehead, Jordan",TBB,GBP,DB,2.4,1.1,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.6
52,"Burris, Juston",CAR,CHI,DB,2.2,0.9,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,3.4
53,"McCourty, Devin",NEP,DEN,DB,2.1,0.9,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,3.4
54,"Blackmon, Julian",IND,CIN,DB,2.2,0.5,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.2
55,"Dugger, Kyle",NEP,DEN,DB,2.4,1.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,2.0,3.2
56,"Redmond, Will",GBP,@TBB,DB,2.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,3.1
57,"Harris, Will",DET,@JAC,DB,2.2,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.8
58,"Thompson, Darian",DAL,ARI,DB,2.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.8
59,"Wilson, Tavon",IND,CIN,DB,2.2,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8
60,"Sendejo, Andrew",CLE,@PIT,DB,2.0,0.7,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,2.8
61,"Thompson, Deionte",ARI,@DAL,DB,2.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,2.6
62,"Adams, Andrew",TBB,GBP,DB,1.9,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.3
63,"Hooker, Amani",TEN,HOU,DB,1.4,0.2,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.9
64,"Harris, Marcell",SFO,LAR,DB,0.9,0.7,0.0,0.3,0.0,0.2,0.1,0.0,0.0,0.0,1.9
65,"Kearse, Jayron",DET,@JAC,DB,1.2,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.9
66,"Redwine, Sheldrick",CLE,@PIT,DB,1.1,0.6,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.8
67,"Edwards, Mike",TBB,GBP,DB,1.3,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8
68,"Greene, Raven",GBP,@TBB,DB,1.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6
69,"Brooks, Terrence",NEP,DEN,DB,1.0,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.5
70,"Davis, Sean",PIT,CLE,DB,0.9,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3
71,"Jones, Brandon",MIA,NYJ,DB,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
72,"Long, David",LAR,@SFO,DB,0.8,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2
73,"Odum, George",IND,CIN,DB,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
74,"Thomas, Michael",HOU,@TEN,DB,0.9,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2
75,"Gipson, Tashaun",CHI,@CAR,DB,0.9,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2
76,"Curl, Kamren",WAS,@NYG,DB,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
77,"Banjo, Chris",ARI,@DAL,DB,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
78,"Burgess, Terrell",LAR,@SFO,DB,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8
79,"Farley, Matthias",NYJ,@MIA,DB,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
80,"Wilson, Brandon",CIN,@IND,DB,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,42.0,0.7
81,"Marshall, Trey",DEN,@NEP,DB,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
82,"Marlowe, Dean",BUF,KCC,DB,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
83,"Wallace, K'Von",PHI,BAL,DB,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
84,"Fejedelem, Clayton",MIA,NYJ,DB,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
85,"Neal, Siran",BUF,KCC,DB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
86,"Everett, Deshazor",WAS,@NYG,DB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
87,"Hassell, J.T.",CLE,@PIT,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
88,"Watts, Armani",KCC,@BUF,DB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1
89,"Ladler, Kenny",WAS,@NYG,DB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
90,"Hartage, Montre",NYG,WAS,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Killebrew, Miles",DET,@JAC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

