Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
36,"Ebron, Eric",PIT,TE,62.2,10.1,37.4,376.0,2.1,1.5,0.0,0.0,0.0,0.6,0.0,1.5,0.8,0.3,0.1,1.0,0.0,0.0,0.0,0.0,5.4,87.8
37,"Graham, Jimmy",CHI,TE,52.2,5.3,30.7,363.0,1.9,1.2,0.8,0.0,0.0,0.0,0.0,1.5,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.2,79.3
38,"Asiasi, Devin",NEP,TE,42.7,5.9,28.7,390.0,1.8,0.8,0.4,0.3,0.4,0.0,0.0,1.6,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.5,4.4,77.7
39,"Smith Jr., Irv",MIN,TE,49.1,8.7,34.7,307.0,1.6,1.1,0.5,0.0,0.0,0.0,0.0,1.2,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.3,74.9
40,"Sprinkle, Jeremy",WAS,TE,53.5,4.8,33.2,306.0,1.4,1.3,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.8,71.9
41,"Smith, Kaden",NYG,TE,55.1,7.2,34.0,279.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,1.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.9,71.5
42,"Akins, Jordan",HOU,TE,51.0,6.0,30.4,342.0,0.3,0.0,0.2,0.0,0.0,0.0,0.2,1.4,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.1,66.6
43,"Schultz, Dalton",DAL,TE,42.5,4.8,28.5,306.0,1.3,0.7,0.1,0.0,0.0,0.5,0.0,1.2,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.3,3.5,66.4
44,"Firkser, Anthony",TEN,TE,33.8,6.9,20.0,266.0,3.2,0.5,1.5,1.2,0.0,0.0,0.0,1.1,0.5,0.2,0.1,4.0,0.0,0.0,3.0,0.0,5.2,66.0
45,"Brate, Cameron",TBB,TE,37.3,6.8,22.8,209.0,3.3,1.7,1.7,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.6,63.6
46,"Williams, Maxx",ARI,TE,24.7,5.2,18.9,265.0,2.9,1.3,0.4,1.1,0.0,0.0,0.0,1.1,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.5,62.6
47,"McDonald, Vance",PIT,TE,51.0,6.4,29.7,240.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,2.0,0.0,0.0,0.0,0.0,4.5,60.4
