Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Smith, Roquan",CHI,NOS,LB,6.7,2.6,0.1,0.5,0.1,0.0,0.0,0.0,8.9
2,"Kiser, Micah",LAR,@MIA,LB,5.6,3.2,0.4,0.4,0.0,0.1,0.1,0.0,8.3
3,"Kendricks, Eric",MIN,@GBP,LB,6.0,2.8,0.1,0.5,0.1,0.1,0.0,0.0,8.2
4,"Wagner, Bobby",SEA,SFO,LB,5.4,4.1,0.1,0.4,0.0,0.1,0.0,0.0,8.1
5,"Queen, Patrick",BAL,PIT,LB,5.6,1.9,0.5,0.2,0.0,0.4,0.3,0.0,8.0
6,"Smith, Jaylon",DAL,@PHI,LB,5.1,4.1,0.1,0.4,0.0,0.1,0.0,0.0,7.9
7,"Johnson, A.J.",DEN,LAC,LB,5.6,3.6,0.2,0.1,0.1,0.2,0.0,0.0,7.9
8,"Martinez, Blake",NYG,TBB,LB,5.6,3.3,0.2,0.2,0.0,0.0,0.0,0.0,7.7
9,"Warner, Fred",SFO,@SEA,LB,5.2,2.5,0.1,0.4,0.2,0.1,0.0,0.0,7.5
10,"Brown, Jayon",TEN,@CIN,LB,4.8,2.7,0.0,0.8,0.1,0.1,0.1,0.0,7.4
11,"David, Lavonte",TBB,@NYG,LB,5.4,2.0,0.2,0.4,0.1,0.1,0.1,0.0,7.3
12,"Summers, Ty",GBP,MIN,LB,5.6,2.4,0.3,0.1,0.0,0.0,0.0,0.0,7.2
13,"Edmunds, Tremaine",BUF,NEP,LB,4.8,3.1,0.1,0.4,0.1,0.0,0.0,0.0,7.0
14,"White, Devin",TBB,@NYG,LB,4.7,2.4,0.3,0.2,0.0,0.1,0.1,0.0,6.9
15,"Thompson, Shaq",CAR,ATL,LB,4.5,3.4,0.1,0.3,0.0,0.1,0.1,0.0,6.7
16,"Leonard, Darius",IND,@DET,LB,4.3,2.5,0.2,0.5,0.2,0.1,0.0,0.0,6.6
17,"Wright, K.J.",SEA,SFO,LB,4.1,2.6,0.1,0.6,0.2,0.1,0.1,0.0,6.5
18,"Trevathan, Danny",CHI,NOS,LB,5.1,1.9,0.1,0.2,0.0,0.0,0.0,0.0,6.4
19,"Jones, Deion",ATL,@CAR,LB,4.0,2.8,0.1,0.5,0.1,0.0,0.0,0.0,6.3
20,"Okereke, Bobby",IND,@DET,LB,4.7,1.7,0.1,0.4,0.1,0.0,0.0,0.0,6.2
21,"Littleton, Cory",LVR,@CLE,LB,4.6,2.5,0.1,0.2,0.0,0.0,0.0,0.0,6.2
22,"Hewitt, Neville",NYJ,@KCC,LB,4.5,2.7,0.1,0.3,0.0,0.0,0.0,0.0,6.2
23,"Murray, Kenneth",LAC,@DEN,LB,4.0,3.0,0.0,0.4,0.0,0.0,0.0,0.0,6.0
24,"Vander Esch, Leighton",DAL,@PHI,LB,4.2,2.8,0.0,0.2,0.0,0.0,0.0,0.0,6.0
25,"Baker, Jerome",MIA,LAR,LB,4.1,2.5,0.2,0.2,0.0,0.1,0.0,0.0,5.9
26,"Oluokun, Foyesade",ATL,@CAR,LB,3.9,2.6,0.0,0.2,0.1,0.3,0.0,0.0,5.8
27,"Williamson, Avery",PIT,@BAL,LB,3.8,2.7,0.1,0.4,0.1,0.0,0.0,0.0,5.7
28,"Evans, Rashaan",TEN,@CIN,LB,4.2,2.3,0.1,0.1,0.0,0.0,0.0,0.0,5.6
29,"Goodson, B.J.",CLE,LVR,LB,3.7,2.1,0.1,0.3,0.2,0.0,0.0,0.0,5.6
30,"Davis, Demario",NOS,@CHI,LB,3.8,1.8,0.2,0.4,0.0,0.0,0.0,0.0,5.5
31,"White, Kyzir",LAC,@DEN,LB,4.0,2.3,0.1,0.1,0.0,0.0,0.0,0.0,5.4
32,"Riley, Duke",PHI,DAL,LB,3.6,2.4,0.2,0.2,0.0,0.1,0.0,0.0,5.4
33,"Bentley, Ja'Whaun",NEP,@BUF,LB,3.7,2.0,0.3,0.3,0.0,0.1,0.0,0.0,5.3
34,"Jewell, Josey",DEN,LAC,LB,3.8,2.4,0.2,0.1,0.0,0.0,0.0,0.0,5.3
35,"Wilson, Eric",MIN,@GBP,LB,3.3,2.1,0.1,0.2,0.2,0.2,0.1,0.0,5.3
36,"Walker, Anthony",IND,@DET,LB,4.2,1.4,0.1,0.2,0.1,0.0,0.0,0.0,5.3
37,"Hitchens, Anthony",KCC,NYJ,LB,3.8,2.7,0.1,0.1,0.0,0.0,0.0,0.0,5.3
38,"Greenlaw, Dre",SFO,@SEA,LB,3.7,1.6,0.2,0.2,0.1,0.1,0.0,0.0,5.2
39,"Collins, Jamie",DET,IND,LB,3.0,2.1,0.2,0.5,0.1,0.1,0.0,0.0,5.1
40,"Milano, Matt",BUF,NEP,LB,3.4,1.7,0.1,0.4,0.1,0.1,0.0,0.0,5.0
41,"Watt, T.J.",PIT,@BAL,LB,2.9,0.7,0.8,0.4,0.1,0.2,0.0,0.0,5.0
42,"Wilson, Damien",KCC,NYJ,LB,3.8,1.9,0.0,0.1,0.0,0.1,0.0,0.0,5.0
43,"Bynes, Josh",CIN,TEN,LB,3.1,3.3,0.1,0.1,0.0,0.0,0.0,0.0,5.0
44,"Pratt, Germaine",CIN,TEN,LB,3.4,2.1,0.0,0.1,0.0,0.0,0.0,0.0,4.6
45,"Mayo, David",NYG,TBB,LB,3.2,1.8,0.3,0.1,0.1,0.0,0.0,0.0,4.6
46,"Landry, Harold",TEN,@CIN,LB,3.0,1.0,0.4,0.2,0.1,0.0,0.0,0.0,4.4
47,"Kwiatkoski, Nick",LVR,@CLE,LB,3.3,1.7,0.0,0.2,0.0,0.0,0.0,0.0,4.4
48,"Fort, L.J.",BAL,PIT,LB,3.2,1.3,0.2,0.1,0.0,0.1,0.1,0.0,4.4
49,"Morrow, Nicholas",LVR,@CLE,LB,3.4,1.1,0.0,0.2,0.1,0.0,0.0,0.0,4.3
50,"Chubb, Bradley",DEN,LAC,LB,2.6,1.1,0.6,0.1,0.0,0.2,0.0,0.0,4.1
51,"Whitehead, Tahir",CAR,ATL,LB,3.1,2.0,0.0,0.1,0.0,0.0,0.0,0.0,4.1
52,"Barrett, Shaq",TBB,@NYG,LB,2.6,0.8,0.6,0.2,0.0,0.1,0.0,0.0,4.0
53,"Mack, Khalil",CHI,NOS,LB,2.3,0.9,0.7,0.2,0.0,0.2,0.1,0.0,3.9
54,"Dupree, Bud",PIT,@BAL,LB,2.3,1.0,0.7,0.1,0.0,0.3,0.1,0.0,3.8
55,"Davis, Jarrad",DET,IND,LB,2.5,1.3,0.1,0.1,0.0,0.2,0.1,0.0,3.7
