Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Hopkins, DeAndre",ARI,DET,WR,10.7,0.6,8.6,94.0,0.5,0.3,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.7,20.7
2,"Evans, Mike",TBB,@DEN,WR,8.6,0.8,5.0,87.0,0.6,0.2,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,17.6
3,"Cooper, Amari",DAL,@SEA,WR,8.4,0.5,5.9,80.0,0.4,0.1,0.2,0.1,0.0,0.1,0.1,1.0,0.0,0.1,0.0,0.1,0.6,16.4
4,"Diggs, Stefon",BUF,LAR,WR,7.4,0.4,5.6,85.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5,16.3
5,"Hill, Tyreek",KCC,@BAL,WR,7.8,0.7,4.7,71.0,0.6,0.2,0.1,0.1,0.0,0.1,0.2,5.0,0.1,1.0,1.0,0.1,0.8,16.0
6,"Robinson, Allen",CHI,@ATL,WR,9.0,1.0,6.7,73.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,16.0
7,"Godwin, Chris",TBB,@DEN,WR,7.2,0.7,5.2,80.0,0.4,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,15.9
8,"Allen, Keenan",LAC,CAR,WR,8.9,1.0,6.2,74.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9,15.9
9,"Thielen, Adam",MIN,TEN,WR,6.4,0.4,5.0,73.0,0.5,0.1,0.2,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.6,15.8
10,"Lockett, Tyler",SEA,DAL,WR,7.1,1.2,5.3,73.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,3.0,18.0,0.0,0.8,15.5
11,"Slayton, Darius",NYG,SFO,WR,6.9,0.6,4.2,59.0,0.8,0.2,0.0,0.2,0.1,0.1,0.1,1.0,0.0,2.0,6.0,0.0,0.8,15.0
12,"Lazard, Allen",GBP,@NOS,WR,6.5,0.9,5.1,60.0,0.6,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.6
13,"Kupp, Cooper",LAR,@BUF,WR,7.3,0.9,5.7,67.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.1,0.7,14.6
14,"Cole, Keelan",JAC,MIA,WR,6.6,0.5,4.6,59.0,0.6,0.2,0.1,0.2,0.0,0.1,0.0,1.0,0.0,4.0,8.0,0.0,0.5,14.2
15,"Parker, DeVante",MIA,@JAC,WR,7.1,0.6,4.7,65.0,0.5,0.1,0.2,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.5,14.2
16,"Hilton, T.Y.",IND,NYJ,WR,6.8,0.7,5.3,67.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,14.0
17,"Green, A.J.",CIN,@PHI,WR,8.8,1.1,5.2,66.0,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.9,13.8
