"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Barkley, Saquon","NYG","ARZ","RB",18.2,89.,0.7,0.4,0.,0.,0.,0.,0.2,8.,0.8,5.6,42.,0.2,0.2,0.1,0.,0.,0.,2.5,18.5
2,"Gordon, Melvin","LAC","@TEN","RB",15.1,65.,0.7,0.4,0.2,0.1,0.,0.,0.,4.5,0.7,3.1,29.,0.2,0.1,0.1,0.,0.,0.,2.2,14.7
3,"Gurley, Todd","LAR","@ATL","RB",13.2,68.,0.8,0.6,0.1,0.,0.,0.,0.,4.4,0.8,2.8,27.,0.1,0.1,0.1,0.,0.,0.1,2.2,14.7
4,"Henry, Derrick","TEN","LAC","RB",16.8,79.,0.9,0.6,0.1,0.,0.,0.,0.1,2.,0.2,1.4,13.,0.1,0.1,0.,0.,0.,0.,2.1,14.6
5,"Williams, Damien","KCC","@DEN","RB",12.7,60.,0.7,0.6,0.1,0.,0.,0.,0.,4.4,1.,3.5,21.,0.3,0.1,0.1,0.,0.,0.1,2.4,14.4
6,"Kamara, Alvin","NOS","@CHI","RB",10.3,47.,0.6,0.4,0.1,0.,0.,0.,0.,6.,1.2,4.5,43.,0.2,0.2,0.1,3.,22.,0.,2.2,13.7
7,"Michel, Sony","NEP","@NYJ","RB",15.7,72.,0.8,0.6,0.2,0.,0.,0.,0.,1.8,0.3,1.5,12.,0.1,0.1,0.,0.,4.,0.,2.2,13.6
8,"Elliott, Ezekiel","DAL","PHI","RB",16.7,74.,0.4,0.3,0.1,0.,0.,0.,0.,4.4,0.6,3.3,26.,0.1,0.1,0.1,0.,0.,0.1,1.6,13.
9,"Howard, Jordan","PHI","@DAL","RB",15.2,60.,0.6,0.5,0.1,0.,0.,0.,0.,2.9,0.7,2.2,22.,0.1,0.1,0.,1.,1.,0.,2.,12.9
10,"Fournette, Leonard","JAC","@CIN","RB",16.7,61.,0.6,0.5,0.,0.,0.,0.,0.1,3.8,0.3,3.,25.,0.1,0.1,0.1,0.,1.,0.,1.7,12.5
11,"Lindsay, Phillip","DEN","KCC","RB",13.6,67.,0.5,0.4,0.,0.1,0.,0.1,0.,4.1,0.4,3.,21.,0.1,0.1,0.,1.,8.,0.,1.1,12.4
12,"Johnson, Kerryon","DET","MIN","RB",12.5,61.,0.5,0.5,0.,0.,0.,0.,0.,3.9,0.6,3.1,23.,0.1,0.1,0.1,0.,1.,0.1,1.3,11.9
13,"Jones, Aaron","GBP","OAK","RB",12.2,60.,0.6,0.4,0.,0.1,0.1,0.,0.,3.7,0.3,2.6,19.,0.1,0.1,0.,0.,1.,0.1,1.2,11.7
14,"Johnson, David","ARZ","@NYG","RB",16.2,60.,0.4,0.3,0.,0.,0.,0.,0.,5.4,0.7,3.3,29.,0.1,0.1,0.1,0.,0.1,0.1,1.4,11.7
15,"Singletary, Devin","BUF","MIA","RB",17.1,64.,0.3,0.2,0.,0.1,0.,0.,0.,4.7,0.5,3.4,27.,0.1,0.1,0.1,0.,1.,0.,1.1,11.6
16,"Montgomery, David","CHI","NOS","RB",11.1,49.,0.5,0.4,0.1,0.,0.,0.,0.,3.7,0.6,2.7,24.,0.2,0.1,0.1,9.,2.,0.1,1.3,11.3
17,"Mixon, Joe","CIN","JAC","RB",14.5,65.,0.5,0.4,0.1,0.,0.,0.,0.,3.3,0.4,2.6,20.,0.,0.1,0.,0.,0.,0.1,1.5,11.3
18,"Freeman, Devonta","ATL","LAR","RB",12.8,61.,0.4,0.2,0.,0.,0.1,0.,0.,3.4,0.6,2.5,19.,0.1,0.1,0.,0.,0.,0.1,1.6,11.
19,"Jacobs, Josh","OAK","@GBP","RB",12.9,61.,0.4,0.3,0.,0.1,0.,0.,0.1,3.9,0.2,3.,25.,0.,0.1,0.1,0.,0.,0.2,1.3,10.9
20,"Cook, Dalvin","MIN","@DET","RB",11.9,56.,0.4,0.2,0.1,0.1,0.,0.,0.,4.,0.4,3.1,25.,0.1,0.1,0.1,0.,1.,0.1,1.2,10.9
21,"Mack, Marlon","IND","HOU","RB",14.,63.,0.5,0.5,0.,0.,0.,0.,0.,2.8,0.4,1.8,11.,0.1,0.,0.,0.,1.,0.1,1.3,10.8
22,"Ingram, Mark","BAL","@SEA","RB",11.4,57.,0.6,0.3,0.2,0.,0.,0.,0.,2.3,0.2,1.8,12.,0.1,0.1,0.,0.,0.,0.1,1.6,10.4
23,"Coleman, Tevin","SFO","@WAS","RB",11.1,58.,0.3,0.1,0.,0.1,0.,0.1,0.,2.6,0.5,2.1,18.,0.1,0.1,0.,0.,0.,0.,1.3,10.2
24,"Guice, Derrius","WAS","SFO","RB",10.3,46.,0.4,0.3,0.,0.,0.,0.,0.1,3.6,0.3,2.7,23.,0.1,0.1,0.1,0.,5.,0.1,0.7,9.9
25,"Peterson, Adrian","WAS","SFO","RB",15.7,60.,0.3,0.3,0.,0.,0.,0.,0.1,2.9,0.3,2.1,18.,0.,0.1,0.,0.,0.,0.1,0.9,9.9
26,"Sanders, Miles","PHI","@DAL","RB",13.6,61.,0.2,0.1,0.1,0.,0.,0.,0.,3.3,0.2,2.6,21.,0.,0.1,0.,1.,15.,0.,1.1,9.4
27,"White, James","NEP","@NYJ","RB",5.,22.,0.3,0.2,0.,0.1,0.,0.,0.,6.6,1.2,4.6,38.,0.3,0.2,0.1,0.,0.,0.,1.4,9.3
28,"Pollard, Tony","DAL","PHI","RB",15.4,61.,0.3,0.2,0.1,0.,0.,0.,0.,2.,0.,1.3,12.,0.,0.,0.,0.,5.,0.1,0.2,9.
29,"McCoy, LeSean","KCC","@DEN","RB",11.,38.,0.1,0.1,0.,0.,0.,0.,0.,4.8,0.5,3.7,32.,0.2,0.1,0.1,0.,1.,0.,0.7,8.9
30,"Drake, Kenyan","MIA","@BUF","RB",8.2,39.,0.2,0.1,0.1,0.,0.,0.,0.1,3.8,0.3,2.7,24.,0.2,0.1,0.1,0.,11.,0.1,0.7,8.4
31,"Johnson, Duke","HOU","@IND","RB",9.4,38.,0.3,0.2,0.,0.,0.,0.,0.,3.9,0.4,3.,26.,0.1,0.1,0.1,0.,0.,0.1,0.8,8.4
32,"Carson, Chris","SEA","BAL","RB",11.2,49.,0.4,0.4,0.,0.,0.,0.,0.,1.7,0.1,1.4,10.,0.,0.,0.,0.,0.,0.1,1.2,8.2
33,"Lewis, Dion","TEN","LAC","RB",11.2,42.,0.1,0.1,0.,0.,0.,0.,0.,4.6,0.5,3.8,26.,0.1,0.1,0.1,0.,3.,0.,1.,7.7
34,"Williams, Jamaal","GBP","OAK","RB",9.7,38.,0.3,0.2,0.1,0.,0.,0.,0.,3.3,0.2,2.2,20.,0.,0.1,0.,0.,6.,0.,0.6,7.6
35,"Bell, Le'Veon","NYJ","NEP","RB",9.2,30.,0.4,0.3,0.,0.,0.,0.,0.,2.9,0.2,2.1,21.,0.1,0.1,0.,0.,0.,0.2,0.9,7.6
36,"Ekeler, Austin","LAC","@TEN","RB",6.,29.,0.2,0.1,0.,0.,0.,0.,0.,3.5,0.4,2.6,23.,0.1,0.1,0.1,0.,1.,0.,0.7,6.9
37,"Edwards, Gus","BAL","@SEA","RB",10.4,50.,0.1,0.1,0.1,0.,0.,0.,0.,1.3,0.2,1.1,7.,0.,0.,0.,0.,0.,0.,0.5,6.8
38,"Cohen, Tarik","CHI","NOS","RB",5.,21.,0.2,0.1,0.,0.,0.,0.,0.,4.5,0.7,3.3,29.,0.2,0.1,0.1,17.,17.,0.2,0.9,6.5
39,"Anderson, C.J.","DET","MIN","RB",8.1,40.,0.1,0.1,0.,0.,0.,0.,0.,2.6,0.3,2.,12.,0.,0.1,0.,0.,0.,0.,0.9,6.3
40,"Freeman, Royce","DEN","KCC","RB",9.2,38.,0.3,0.2,0.1,0.,0.,0.,0.,2.1,0.1,1.4,7.,0.,0.,0.,0.,4.,0.1,0.7,6.1
41,"Penny, Rashaad","SEA","BAL","RB",6.7,36.,0.2,0.,0.1,0.1,0.,0.,0.,1.7,0.1,1.3,11.,0.,0.,0.,0.,5.,0.,0.4,5.8
42,"Murray, Latavius","NOS","@CHI","RB",7.6,32.,0.3,0.1,0.1,0.,0.,0.,0.,1.6,0.2,1.3,8.,0.,0.,0.,0.,0.,0.,0.8,5.8
43,"Sproles, Darren","PHI","@DAL","RB",5.7,17.,0.1,0.,0.1,0.,0.,0.,0.,2.6,0.4,1.6,18.,0.2,0.1,0.,10.,6.,0.,1.2,5.7
44,"Gore, Frank","BUF","MIA","RB",9.8,42.,0.,0.,0.,0.,0.,0.,0.,1.5,0.1,1.,13.,0.,0.1,0.,0.,1.,0.,0.4,5.6
45,"Richard, Jalen","OAK","@GBP","RB",3.9,19.,0.1,0.1,0.,0.,0.,0.,0.,4.2,0.2,3.5,32.,0.,0.1,0.1,2.,1.,0.2,0.4,5.5
46,"Smith, Ito","ATL","LAR","RB",8.,29.,0.2,0.1,0.1,0.,0.,0.,0.,2.6,0.4,1.9,12.,0.,0.1,0.,0.,0.,0.,0.8,5.4
47,"Breida, Matt","SFO","@WAS","RB",6.8,34.,0.1,0.,0.,0.,0.,0.,0.,1.5,0.2,1.2,12.,0.1,0.1,0.,0.,3.,0.,0.6,5.4
48,"Henderson, Darrell","LAR","@ATL","RB",0.2,53.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,5.3
49,"Ballage, Kalen","MIA","@BUF","RB",8.1,31.,0.,0.,0.,0.,0.,0.,0.,2.2,0.3,1.7,18.,0.1,0.1,0.,0.,7.,0.1,0.1,5.
50,"Yeldon, T.J.","BUF","MIA","RB",4.7,17.,0.,0.,0.,0.,0.,0.,0.,3.6,0.1,2.4,20.,0.1,0.1,0.,0.,2.,0.,0.3,4.7
51,"Hines, Nyheim","IND","HOU","RB",4.5,18.,0.1,0.1,0.,0.,0.,0.,0.,3.7,0.5,2.7,19.,0.,0.1,0.,0.,0.,0.,0.6,4.5
52,"Bernard, Giovani","CIN","JAC","RB",4.4,17.,0.1,0.1,0.,0.,0.,0.,0.,3.6,0.2,2.5,18.,0.1,0.1,0.,0.,1.,0.,0.4,4.5
53,"Thompson, Darwin","KCC","@DEN","RB",2.,40.,0.,0.,0.,0.,0.,0.,0.,0.6,0.1,0.5,4.,0.,0.,0.,0.,3.,0.,0.1,4.4
54,"Hyde, Carlos","HOU","@IND","RB",8.8,30.,0.2,0.2,0.,0.,0.,0.,0.,1.4,0.2,0.7,4.,0.,0.,0.,1.,0.,0.1,0.7,4.2
55,"Burkhead, Rex","NEP","@NYJ","RB",4.8,16.,0.1,0.1,0.,0.,0.,0.,0.,1.7,0.5,1.3,13.,0.1,0.1,0.,0.,0.,0.1,0.2,4.1
56,"Powell, Bilal","NYJ","NEP","RB",6.6,26.,0.1,0.1,0.,0.,0.,0.,0.,1.7,0.2,1.,8.,0.1,0.,0.,0.,0.,0.1,0.5,4.1
57,"Booker, Devontae","DEN","KCC","RB",4.,18.,0.1,0.,0.1,0.,0.,0.,0.,3.6,0.6,2.6,19.,0.,0.1,0.,0.,21.,0.1,0.5,3.9
58,"Gallman, Wayne","NYG","ARZ","RB",6.,23.,0.1,0.1,0.,0.,0.,0.,0.,2.6,0.2,1.6,10.,0.,0.,0.,0.,0.,0.1,0.6,3.7
59,"Armstead, Ryquell","JAC","@CIN","RB",5.6,22.,0.1,0.1,0.,0.,0.,0.,0.,1.6,0.1,1.,8.,0.,0.,0.,0.,0.,0.1,0.4,3.6
60,"Clement, Corey","PHI","@DAL","RB",4.4,17.,0.1,0.,0.,0.,0.,0.,0.,2.1,0.2,1.6,14.,0.,0.1,0.,2.,18.,0.,0.5,3.6
61,"Dixon, Kenneth","BAL","@SEA","RB",4.7,24.,0.1,0.1,0.,0.,0.,0.,0.,0.7,0.,0.6,6.,0.,0.,0.,0.,6.,0.2,0.1,3.3
62,"Montgomery, Ty","NYJ","NEP","RB",5.3,19.,0.1,0.1,0.,0.,0.,0.,0.,2.4,0.2,1.3,11.,0.,0.,0.,0.,8.,0.1,0.2,3.3
63,"Davis, Mike","CHI","NOS","RB",4.,17.,0.1,0.,0.1,0.,0.,0.,0.,1.9,0.1,1.4,9.,0.,0.,0.,0.,4.,0.,0.3,3.3
64,"Mattison, Alexander","MIN","@DET","RB",6.5,20.,0.1,0.1,0.,0.,0.,0.,0.,1.4,0.1,1.1,6.,0.,0.,0.,0.,3.,0.,0.5,3.2
65,"Harris, Damien","NEP","@NYJ","RB",6.6,25.,0.,0.,0.,0.,0.,0.,0.,1.4,0.2,1.,7.,0.1,0.,0.,0.,3.,0.1,0.3,3.2
