"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Tucker, Justin","BAL","@SEA","K",2.5,2.6,2.3,2.5,0.,0.6,0.8,0.6,0.3,0.2,9.9
2,"Gostkowski, Stephen","NEP","@NYJ","K",3.4,3.5,2.,2.3,0.,0.7,0.7,0.5,0.1,0.3,9.4
3,"Zuerlein, Greg","LAR","@ATL","K",2.7,2.8,2.2,2.6,0.,0.7,0.7,0.4,0.4,0.4,9.2
4,"Gould, Robbie","SFO","@WAS","K",1.7,1.8,2.2,2.2,0.,0.5,0.8,0.7,0.2,0.1,9.
5,"Butker, Harrison","KCC","@DEN","K",3.2,3.4,1.8,2.,0.,0.5,0.7,0.4,0.2,0.2,8.7
6,"Lutz, Wil","NOS","@CHI","K",3.,3.1,1.7,2.,0.,0.4,0.5,0.6,0.2,0.2,8.6
7,"Bryant, Matt","ATL","LAR","K",2.2,2.3,1.7,1.8,0.,0.4,0.4,0.5,0.4,0.1,8.1
8,"Myers, Jason","SEA","BAL","K",2.2,2.5,1.6,1.8,0.,0.2,0.6,0.5,0.3,0.2,7.3
9,"Prater, Matt","DET","MIN","K",2.,2.,1.7,2.,0.1,0.4,0.7,0.4,0.3,0.3,7.3
10,"Lambo, Josh","JAC","@CIN","K",1.9,2.,1.6,1.8,0.,0.3,0.7,0.4,0.2,0.2,7.2
11,"Elliott, Jake","PHI","@DAL","K",2.1,2.4,1.5,1.7,0.,0.4,0.4,0.5,0.2,0.2,7.
12,"Badgley, Mike","LAC","@TEN","K",2.2,2.4,1.5,1.8,0.,0.5,0.5,0.5,0.1,0.3,6.7
13,"Rosas, Aldrick","NYG","ARZ","K",1.7,1.9,1.6,1.8,0.,0.6,0.5,0.3,0.2,0.2,6.7
14,"Fairbairn, Ka'imi","HOU","@IND","K",2.,2.2,1.6,1.9,0.,0.3,0.5,0.5,0.2,0.3,6.7
15,"Hopkins, Dustin","WAS","SFO","K",1.6,1.7,1.5,1.7,0.,0.4,0.3,0.5,0.1,0.2,6.1
16,"Succop, Ryan","TEN","LAC","K",1.7,1.9,1.5,1.9,0.,0.3,0.6,0.5,0.1,0.3,6.1
17,"Vinatieri, Adam","IND","HOU","K",2.1,2.3,1.3,1.6,0.,0.5,0.3,0.3,0.2,0.3,6.1
18,"Carlson, Daniel","OAK","@GBP","K",1.7,1.7,1.3,1.5,0.,0.2,0.2,0.6,0.2,0.2,5.9
19,"Hauschka, Steven","BUF","MIA","K",1.6,1.7,1.5,1.8,0.,0.2,0.6,0.4,0.3,0.4,5.7
20,"Crosby, Mason","GBP","OAK","K",1.9,2.,1.3,1.5,0.,0.3,0.4,0.4,0.2,0.3,5.7
21,"Maher, Brett","DAL","PHI","K",2.,2.,1.4,1.9,0.,0.5,0.3,0.3,0.2,0.5,5.4
22,"Bullock, Randy","CIN","JAC","K",2.,2.1,1.1,1.3,0.,0.3,0.4,0.3,0.1,0.2,5.2
23,"Catanzaro, Chandler","Ret","Bye","K",1.5,1.8,1.2,1.5,0.,0.3,0.5,0.2,0.2,0.3,5.1
24,"Janikowski, Sebastian","Ret","Bye","K",2.1,2.3,1.,1.3,0.,0.2,0.3,0.4,0.2,0.3,4.9
25,"Sanders, Jason","MIA","@BUF","K",1.8,1.9,1.,1.1,0.,0.4,0.2,0.4,0.,0.1,4.7
26,"McManus, Brandon","DEN","KCC","K",1.7,1.7,1.2,1.6,0.,0.3,0.4,0.3,0.1,0.4,4.4
27,"Pineiro, Eddy","CHI","NOS","K",1.6,1.7,1.,1.3,0.,0.3,0.3,0.4,0.,0.3,4.2
28,"Bailey, Dan","MIN","@DET","K",1.9,2.,1.2,1.8,0.,0.3,0.6,0.2,0.1,0.6,4.2
29,"Gonzalez, Zane","ARZ","@NYG","K",1.,1.2,1.,1.4,0.,0.2,0.4,0.2,0.2,0.4,3.4
"","","","","","","","","","","","","","","",""
