Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Bryant, Matt",ATL,@CAR,K,3.6,3.7,1.8,2.,0.,0.6,0.4,0.4,0.3,0.2,9.4
2,"Bailey, Dan",DAL,KCC,K,2.9,2.9,2.,2.2,0.,0.6,0.7,0.5,0.3,0.2,9.4
3,"Tucker, Justin",BAL,@TEN,K,1.6,1.6,2.1,2.4,0.,0.4,0.6,0.7,0.5,0.2,9.
4,"Vinatieri, Adam",IND,@HOU,K,2.6,2.7,1.7,1.9,0.,0.3,0.5,0.6,0.3,0.2,8.1
5,"McManus, Brandon",DEN,@PHI,K,2.1,2.1,2.,2.3,0.,0.7,0.7,0.4,0.2,0.3,8.1
6,"Myers, Jason",JAC,CIN,K,2.1,2.4,1.8,2.2,0.,0.5,0.3,0.6,0.4,0.3,7.9
7,"Prater, Matt",DET,@GBP,K,1.8,1.9,1.7,2.,0.,0.4,0.4,0.5,0.5,0.3,7.6
8,"Sturgis, Caleb",PHI,DEN,K,2.,2.1,1.8,2.1,0.,0.5,0.6,0.4,0.2,0.3,7.3
9,"Crosby, Mason",GBP,DET,K,2.8,2.9,1.5,1.7,0.,0.4,0.5,0.3,0.2,0.2,7.2
10,"Walsh, Blair",SEA,WAS,K,1.9,2.2,1.7,2.,0.,0.4,0.7,0.4,0.2,0.3,7.
11,"Catanzaro, Chandler",NYJ,BUF,K,2.2,2.3,1.6,2.,0.,0.5,0.6,0.3,0.2,0.3,6.7
12,"Lutz, Wil",NOR,TBB,K,2.7,2.7,1.4,1.8,0.1,0.3,0.5,0.4,0.1,0.4,6.5
13,"Fairbairn, Ka'imi",HOU,IND,K,1.5,1.7,1.8,2.1,0.1,0.6,0.6,0.4,0.1,0.4,6.5
14,"Bullock, Randy",CIN,@JAC,K,2.,2.3,1.7,2.,0.,0.7,0.5,0.4,0.,0.4,6.4
15,"Hauschka, Steven",BUF,@NYJ,K,1.8,2.2,1.6,1.8,0.,0.5,0.6,0.4,0.1,0.2,6.3
16,"Rosas, Aldrick",NYG,LAR,K,2.2,2.4,1.3,1.3,0.,0.4,0.4,0.5,0.,0.1,6.2
17,"Santos, Cairo",KCC,@DAL,K,2.,2.1,1.5,1.8,0.,0.4,0.7,0.4,0.1,0.3,6.2
18,"Folk, Nick",TBB,@NOR,K,1.8,1.9,1.7,2.,0.,0.6,0.8,0.2,0.1,0.4,6.1
19,"Dawson, Phil",ARZ,@SFO,K,2.5,2.7,1.3,1.6,0.,0.3,0.4,0.4,0.1,0.3,6.1
20,"Succop, Ryan",TEN,BAL,K,2.,2.1,1.1,1.2,0.,0.2,0.3,0.4,0.1,0.1,5.8
21,"Gould, Robbie",SFO,ARZ,K,2.,2.1,1.2,1.3,0.,0.3,0.3,0.4,0.1,0.1,5.7
22,"Hopkins, Dustin",WAS,@SEA,K,2.,2.2,1.5,2.,0.,0.6,0.5,0.3,0.1,0.5,5.5
23,"Janikowski, Sebastian",OAK,@MIA,K,1.9,2.,1.3,1.7,0.,0.4,0.3,0.4,0.1,0.4,5.4
24,"Gano, Graham",CAR,ATL,K,1.9,2.,1.3,1.8,0.,0.3,0.3,0.6,0.1,0.5,5.2
25,"Parkey, Cody",MIA,OAK,K,2.,2.1,1.3,1.6,0.,0.5,0.4,0.3,0.,0.3,5.2
26,"Zuerlein, Greg",LAR,@NYG,K,1.4,1.4,1.,1.4,0.,0.2,0.5,0.2,0.1,0.4,3.7
