Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
50,"Vereen, Shane",NYG,LAR,RB,5.7,24.5,0.,0.,0.,0.,0.,0.,0.,1.9,14.,0.1,0.1,0.,0.,8.9,0.1,1.5,4.5
51,"Richard, Jalen",OAK,@MIA,RB,4.7,24.3,0.,0.,0.,0.,0.,0.,0.,1.9,11.8,0.1,0.,0.,20.5,28.8,0.,0.4,4.5
52,"Zenner, Zach",DET,@GBP,RB,5.3,20.1,0.2,0.2,0.,0.,0.,0.,0.,1.2,12.6,0.,0.1,0.,0.,6.7,0.1,0.7,4.2
53,"Perine, Samaje",WAS,@SEA,RB,4.5,38.8,0.,0.,0.,0.,0.,0.,0.,0.3,3.6,0.,0.,0.,0.,2.8,0.,1.7,4.2
54,"Turbin, Robert",IND,@HOU,RB,3.,10.5,0.3,0.3,0.,0.,0.,0.,0.,1.3,8.8,0.1,0.,0.,0.,0.,0.,1.1,4.
55,"Artis-Payne, Cameron",CAR,ATL,RB,5.1,22.6,0.1,0.,0.1,0.,0.,0.,0.,0.7,6.9,0.,0.,0.,0.,0.,0.,0.2,3.6
56,"Prosise, C.J.",SEA,WAS,RB,2.9,12.,0.,0.,0.,0.,0.,0.,0.,1.5,18.3,0.,0.1,0.,0.,0.9,0.,0.5,3.4
57,"Williams, Kerwynn",ARZ,@SFO,RB,3.4,20.5,0.2,0.,0.,0.,0.,0.1,0.,0.6,4.,0.,0.,0.,0.,5.3,0.,0.4,3.3
58,"Tolbert, Mike",BUF,@NYJ,RB,3.3,16.6,0.1,0.1,0.,0.,0.,0.,0.,0.5,3.8,0.1,0.,0.,0.,0.8,0.,0.5,3.2
59,"Yeldon, T.J.",JAC,CIN,RB,4.9,18.4,0.,0.,0.,0.,0.,0.,0.,1.7,10.6,0.,0.,0.,0.,0.2,0.1,0.2,3.
60,"Ripkowski, Aaron",GBP,DET,RB,2.6,10.4,0.2,0.2,0.,0.,0.,0.,0.,0.8,5.5,0.,0.,0.,0.,0.,0.1,0.5,3.
61,"Kamara, Alvin",NOR,TBB,RB,2.9,9.7,0.2,0.2,0.,0.,0.,0.,0.,1.2,7.5,0.,0.,0.,0.3,0.,0.,1.1,2.9
62,"Barber, Peyton",TBB,@NOR,RB,4.,17.5,0.1,0.,0.,0.,0.,0.1,0.,0.4,2.4,0.,0.,0.,0.7,2.2,0.,0.3,2.6
63,"Smallwood, Wendell",PHI,DEN,RB,5.1,18.8,0.,0.,0.,0.,0.,0.,0.,0.8,5.,0.,0.,0.,1.1,13.9,0.,0.6,2.6
64,"Charles, Jamaal",DEN,@PHI,RB,3.6,14.1,0.1,0.1,0.,0.,0.,0.,0.,0.4,2.6,0.,0.,0.,0.,0.,0.,0.3,2.4
65,"Breida, Matt",SFO,ARZ,RB,4.2,10.6,0.1,0.1,0.,0.,0.,0.,0.,1.,7.,0.,0.,0.,0.,0.1,0.1,0.9,2.4
66,"Washington, Dwayne",DET,@GBP,RB,4.9,13.8,0.1,0.1,0.,0.,0.,0.,0.,0.7,4.5,0.,0.,0.,0.,3.9,0.,0.3,2.3
67,"Whittaker, Fozzy",CAR,ATL,RB,3.,13.9,0.,0.,0.,0.,0.,0.,0.,0.8,7.,0.,0.,0.,0.,15.8,0.,0.2,2.2
68,"Darkwa, Orleans",NYG,LAR,RB,3.6,12.1,0.1,0.1,0.,0.,0.,0.,0.,0.5,3.9,0.,0.,0.,1.,3.4,0.,0.8,2.1
69,"Jones, Matt",IND,@HOU,RB,2.9,12.6,0.1,0.,0.,0.,0.,0.,0.,0.2,2.,0.,0.,0.,0.,13.1,0.,0.1,1.9
70,"Morris, Alfred",DAL,KCC,RB,3.8,11.7,0.1,0.1,0.,0.,0.,0.,0.,0.4,1.3,0.,0.,0.,0.,1.4,0.,0.1,1.8
71,"Lacy, Eddie",SEA,WAS,RB,3.,12.2,0.,0.,0.,0.,0.,0.,0.,0.5,3.3,0.,0.,0.,0.,0.2,0.,0.2,1.7
72,"Drake, Kenyan",MIA,OAK,RB,2.2,10.,0.1,0.,0.,0.,0.,0.,0.,0.5,2.5,0.,0.,0.,0.,34.3,0.,0.3,1.7
73,"Kuhn, John",NOR,TBB,RB,0.9,2.1,0.1,0.1,0.,0.,0.,0.,0.,0.9,4.,0.,0.,0.,0.,0.,0.,0.2,1.6
74,"Brown, Malcolm",LAR,@NYG,RB,2.1,6.5,0.,0.,0.,0.,0.,0.,0.,0.9,6.8,0.,0.,0.,0.,18.,0.,0.5,1.3
75,"Dunbar, Lance",LAR,@NYG,RB,0.9,3.6,0.,0.,0.,0.,0.,0.,0.,1.,7.3,0.,0.,0.,0.,12.5,0.,0.2,1.3
76,"Foreman, D'Onta",HOU,IND,RB,3.3,9.5,0.,0.,0.,0.,0.,0.,0.,0.5,2.3,0.,0.,0.,0.4,5.1,0.,0.7,1.2
77,"Ward, Terron",ATL,@CAR,RB,1.4,5.7,0.,0.,0.,0.,0.,0.,0.,0.4,3.6,0.,0.,0.,0.,0.,0.,0.5,0.9
78,"Juszczyk, Kyle",SFO,ARZ,RB,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,1.,7.5,0.,0.,0.,0.,0.,0.,0.1,0.9
79,"Ellington, Andre",ARZ,@SFO,RB,1.5,4.2,0.,0.,0.,0.,0.,0.,0.,0.6,3.9,0.,0.,0.,0.,6.2,0.,0.1,0.8
80,"Grant, Corey",JAC,CIN,RB,1.5,5.,0.,0.,0.,0.,0.,0.,0.,0.2,1.1,0.,0.,0.,0.,18.,0.,0.1,0.7
81,"Banyard, Joe",BUF,@NYJ,RB,0.5,2.,0.,0.,0.,0.,0.,0.,0.,0.3,2.9,0.,0.,0.,0.4,2.1,0.,0.,0.5
82,"Mostert, Raheem",SFO,ARZ,RB,0.9,2.3,0.,0.,0.,0.,0.,0.,0.,0.3,2.1,0.,0.,0.,0.,9.5,0.,0.,0.4
83,"Lasco, Daniel",NOR,TBB,RB,1.,2.7,0.,0.,0.,0.,0.,0.,0.,0.4,1.7,0.,0.,0.,3.,3.6,0.,0.1,0.4
84,"Janovich, Andy",DEN,@PHI,RB,0.2,0.7,0.,0.,0.,0.,0.,0.,0.,0.3,2.8,0.,0.,0.,0.,0.,0.,0.1,0.4
85,"Jones, Aaron",GBP,DET,RB,1.3,2.6,0.,0.,0.,0.,0.,0.,0.,0.2,1.2,0.,0.,0.,0.,0.8,0.,0.2,0.4
86,"Ervin, Tyler",HOU,IND,RB,0.7,2.9,0.,0.,0.,0.,0.,0.,0.,0.2,1.1,0.,0.,0.,7.5,13.7,0.,0.3,0.4
87,"DiMarco, Patrick",BUF,@NYJ,RB,0.1,0.3,0.,0.,0.,0.,0.,0.,0.,0.3,2.6,0.,0.,0.,0.,0.2,0.,0.,0.3
88,"Muhammad, Khalfani",TEN,BAL,RB,0.7,1.9,0.,0.,0.,0.,0.,0.,0.,0.1,1.3,0.,0.,0.,2.2,4.8,0.,0.2,0.3
89,"Brown, Mack",WAS,@SEA,RB,0.2,1.3,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.,0.,0.,0.,0.,0.,0.2
90,"Gallman, Wayne",NYG,LAR,RB,1.,2.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,0.,0.3,0.2
91,"McGuire, Elijah",NYJ,BUF,RB,1.6,2.9,0.,0.,0.,0.,0.,0.,0.,0.,0.4,0.,0.,0.,0.,6.7,0.,0.5,0.2
92,"Davis, Justin",LAR,@NYG,RB,1.,2.6,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,0.,0.,0.,0.,10.4,0.1,0.1,0.2
93,"Jones, Taiwan",BUF,@NYJ,RB,0.4,0.8,0.,0.,0.,0.,0.,0.,0.,0.1,1.3,0.,0.,0.,0.,3.7,0.,0.1,0.2
94,"Todman, Jordan",HOU,IND,RB,0.4,1.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.5,24.3,0.,0.,0.1
95,"Pumphrey, Donnel",PHI,DEN,RB,0.7,2.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,-0.1,6.9,0.,0.,0.1
96,"Carson, Chris",SEA,WAS,RB,0.3,0.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1
97,"Hill, Brian",ATL,@CAR,RB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.8,0.,0.,0.,0.,0.3,0.,0.1,0.1
98,"Mizzell, Taquan",CHI,Bye,RB,0.2,0.7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,12.,0.,0.,0.1
99,"Smith, Rod",DAL,KCC,RB,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.1,0.4,0.,0.,0.,0.,0.,0.,0.1,0.
100,"Smith, Keith",DAL,KCC,RB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.4,0.,0.,0.,0.,0.,0.,0.,0.
101,"Sherman, Anthony",KCC,@DAL,RB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.3,0.,0.,0.,0.,0.,0.,0.,0.
102,"Winn, George",NYG,LAR,RB,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
103,"Hilliard, Kenny",HOU,IND,RB,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,8.7,7.7,0.,0.,0.
104,"Penny, Elijhaa",ARZ,@SFO,RB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.2,0.,0.,0.
105,"Mays, Devante",GBP,DET,RB,0.3,-0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
