Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Hekker, Johnny",LAR,@NYG,P,6.2,297.3,13.5,3.,22.
2,"Pinion, Bradley",SFO,ARZ,P,6.3,273.5,18.6,1.9,18.8
3,"King, Marquette",OAK,@MIA,P,5.3,251.1,20.2,2.3,18.1
4,"Wing, Brad",NYG,LAR,P,5.8,262.8,21.1,1.9,18.
5,"Dixon, Riley",DEN,@PHI,P,5.5,248.7,17.4,1.7,17.
6,"Lechler, Shane",HOU,IND,P,5.2,243.4,31.1,1.8,16.8
7,"Kern, Brett",TEN,BAL,P,5.1,230.6,25.8,2.1,16.8
8,"Haack, Matt",MIA,OAK,P,5.2,235.8,22.1,1.9,16.7
9,"Koch, Sam",BAL,@TEN,P,4.7,218.3,16.6,2.1,16.1
10,"Colquitt, Dustin",KCC,@DAL,P,4.5,197.3,9.4,2.3,15.3
11,"Nortman, Brad",JAC,CIN,P,4.5,210.3,19.5,1.6,14.7
12,"Palardy, Michael",CAR,ATL,P,4.6,200.5,17.,1.7,14.4
13,"Huber, Kevin",CIN,@JAC,P,4.6,212.3,18.6,1.4,14.4
14,"Anger, Bryan",TBB,@NOR,P,4.1,186.3,7.1,2.1,14.4
15,"Jones, Donnie",PHI,DEN,P,4.4,205.8,11.9,1.5,14.
16,"Martin, Sam",DET,@GBP,P,4.3,205.2,14.5,1.4,14.
17,"Edwards, Lachlan",NYJ,BUF,P,4.7,204.6,21.7,1.5,13.9
18,"Schmidt, Colton",BUF,@NYJ,P,4.8,205.3,18.9,1.2,13.5
19,"Ryan, Jon",SEA,WAS,P,4.,178.2,15.2,1.4,12.4
20,"Jones, Chris",DAL,KCC,P,3.7,170.4,8.9,1.6,12.1
21,"Morstead, Thomas",NOR,TBB,P,3.6,170.5,14.2,1.4,12.
22,"Way, Tress",WAS,@SEA,P,3.7,170.,14.3,1.2,11.7
23,"Vogel, Justin",GBP,DET,P,3.9,168.7,8.5,1.2,11.6
24,"Bosher, Matt",ATL,@CAR,P,3.2,146.6,13.3,1.5,11.
25,"Wile, Matt",ARZ,@SFO,P,3.9,168.9,16.5,1.1,10.9
