Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,IND,K,1.7,1.7,2.2,2.4,0.,0.4,0.6,0.7,0.5,0.2,9.3
2,"Bryant, Matt",ATL,@NOR,K,3.7,3.8,1.8,2.,0.,0.6,0.4,0.4,0.3,0.2,9.3
3,"Gostkowski, Stephen",NEP,BUF,K,2.9,3.1,2.,2.2,0.1,0.5,0.6,0.7,0.1,0.2,9.2
4,"Prater, Matt",DET,@CIN,K,2.,2.1,1.9,2.1,0.,0.4,0.4,0.5,0.5,0.2,8.6
5,"Vinatieri, Adam",IND,@BAL,K,2.7,2.8,1.7,1.9,0.,0.3,0.5,0.6,0.3,0.2,8.5
6,"Catanzaro, Chandler",NYJ,LAC,K,2.4,2.6,1.8,2.1,0.,0.6,0.6,0.4,0.2,0.3,7.8
7,"Crosby, Mason",GBP,MIN,K,2.9,3.,1.5,1.8,0.,0.4,0.6,0.3,0.2,0.2,7.6
8,"Myers, Jason",JAC,@SFO,K,2.,2.3,1.8,2.1,0.,0.5,0.3,0.6,0.4,0.3,7.6
9,"McManus, Brandon",DEN,@WAS,K,1.9,1.9,1.8,2.1,0.,0.6,0.7,0.3,0.2,0.3,7.1
10,"Bullock, Randy",CIN,DET,K,2.2,2.4,1.8,2.1,0.,0.8,0.5,0.5,0.,0.3,7.
11,"Forbath, Kai",MIN,@GBP,K,1.9,2.2,1.7,1.8,0.,0.5,0.6,0.4,0.1,0.2,7.
12,"Walsh, Blair",SEA,@DAL,K,1.9,2.2,1.7,2.,0.,0.4,0.6,0.4,0.2,0.3,6.8
13,"Sturgis, Caleb",PHI,OAK,K,1.9,2.,1.7,2.,0.,0.5,0.6,0.4,0.2,0.4,6.7
14,"Fairbairn, Ka'imi",HOU,PIT,K,1.6,1.8,1.8,2.1,0.1,0.6,0.6,0.4,0.1,0.3,6.6
15,"Bailey, Dan",DAL,SEA,K,2.1,2.1,1.5,1.8,0.,0.4,0.5,0.3,0.2,0.3,6.6
16,"Hopkins, Dustin",WAS,DEN,K,2.3,2.5,1.7,2.2,0.,0.6,0.5,0.4,0.1,0.5,6.6
17,"Lutz, Wil",NOR,ATL,K,2.7,2.7,1.4,1.8,0.1,0.3,0.5,0.4,0.1,0.4,6.4
18,"Succop, Ryan",TEN,LAR,K,2.2,2.3,1.2,1.3,0.,0.2,0.3,0.5,0.2,0.1,6.3
19,"Boswell, Chris",PIT,@HOU,K,1.5,1.6,1.5,1.7,0.,0.3,0.6,0.6,0.,0.2,6.3
20,"Parkey, Cody",MIA,@KCC,K,2.3,2.4,1.4,1.7,0.,0.5,0.5,0.3,0.1,0.3,6.2
21,"Rosas, Aldrick",NYG,@ARZ,K,2.2,2.4,1.3,1.3,0.,0.3,0.4,0.5,0.,0.1,6.2
22,"Gould, Robbie",SFO,JAC,K,2.,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.1,0.1,5.9
23,"Santos, Cairo",KCC,MIA,K,1.8,2.,1.4,1.7,0.,0.3,0.7,0.3,0.1,0.3,5.7
24,"Koo, Younghoe",LAC,@NYJ,K,2.1,2.3,1.4,1.8,0.,0.3,0.6,0.4,0.1,0.4,5.7
25,"Janikowski, Sebastian",OAK,@PHI,K,1.9,2.1,1.3,1.7,0.,0.4,0.3,0.4,0.2,0.3,5.6
26,"Hauschka, Steven",BUF,@NEP,K,1.6,2.,1.4,1.7,0.,0.5,0.5,0.4,0.,0.3,5.5
27,"Gonzalez, Zane",CLE,@CHI,K,1.4,1.5,1.4,1.7,0.,0.5,0.5,0.4,0.,0.3,5.4
28,"Gano, Graham",CAR,TBB,K,1.9,2.,1.3,1.8,0.,0.3,0.3,0.6,0.1,0.5,5.2
29,"Dawson, Phil",ARZ,NYG,K,2.1,2.2,1.,1.4,0.,0.2,0.3,0.4,0.1,0.4,4.7
30,"Folk, Nick",TBB,@CAR,K,1.5,1.6,1.4,1.9,0.,0.5,0.7,0.2,0.1,0.5,4.6
31,"Zuerlein, Greg",LAR,@TEN,K,1.5,1.5,1.1,1.4,0.,0.2,0.5,0.2,0.1,0.3,4.
32,"Barth, Connor",CHI,CLE,K,1.7,1.7,1.,1.4,0.,0.4,0.4,0.1,0.1,0.4,3.9
